goos: darwin
goarch: amd64
pkg: github.com/ef-ds/deque-bench-tests
cpu: Intel(R) Core(TM) i5-7267U CPU @ 3.10GHz
BenchmarkFillDequeQueue/0-4         	27580873	        44.24 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeStack/10-4         	  466591	      2668 ns/op	    1552 B/op	      74 allocs/op
BenchmarkMicroserviceDequeStack/10-4         	  438116	      2580 ns/op	    1552 B/op	      74 allocs/op
BenchmarkMicroserviceDequeStack/10-4         	  459746	      2598 ns/op	    1552 B/op	      74 allocs/op
BenchmarkMicroserviceDequeStack/10-4         	  463705	      2618 ns/op	    1552 B/op	      74 allocs/op
BenchmarkMicroserviceDequeStack/10-4         	  459315	      2607 ns/op	    1552 B/op	      74 allocs/op
BenchmarkMicroserviceDequeStack/10-4         	  456903	      2647 ns/op	    1552 B/op	      74 allocs/op
BenchmarkMicroserviceDequeStack/10-4         	  455776	      2592 ns/op	    1552 B/op	      74 allocs/op
BenchmarkMicroserviceDequeStack/10-4         	  454905	      2595 ns/op	    1552 B/op	      74 allocs/op
BenchmarkMicroserviceDequeStack/100-4        	   50636	     25773 ns/op	   16800 B/op	     707 allocs/op
BenchmarkMicroserviceDequeStack/100-4        	   26840	     52544 ns/op	   16800 B/op	     707 allocs/op
BenchmarkMicroserviceDequeStack/100-4        	   22192	     88794 ns/op	   16800 B/op	     707 allocs/op
BenchmarkMicroserviceDequeStack/100-4        	   28717	     35956 ns/op	   16800 B/op	     707 allocs/op
BenchmarkMicroserviceDequeStack/100-4        	   48088	     26032 ns/op	   16800 B/op	     707 allocs/op
BenchmarkMicroserviceDequeStack/100-4        	   50886	     23778 ns/op	   16800 B/op	     707 allocs/op
BenchmarkMicroserviceDequeStack/100-4        	   48274	     25198 ns/op	   16800 B/op	     707 allocs/op
BenchmarkMicroserviceDequeStack/100-4        	   50391	     24302 ns/op	   16800 B/op	     707 allocs/op
BenchmarkMicroserviceDequeStack/100-4        	   48391	     25242 ns/op	   16800 B/op	     707 allocs/op
BenchmarkMicroserviceDequeStack/100-4        	   51004	     24616 ns/op	   16800 B/op	     707 allocs/op
BenchmarkMicroserviceDequeStack/1000-4       	    5001	    363678 ns/op	  130032 B/op	    7013 allocs/op
BenchmarkMicroserviceDequeStack/1000-4       	    4819	    229350 ns/op	  130032 B/op	    7013 allocs/op
BenchmarkMicroserviceDequeStack/1000-4       	    5226	    224425 ns/op	  130032 B/op	    7013 allocs/op
BenchmarkMicroserviceDequeStack/1000-4       	    5332	    222240 ns/op	  130032 B/op	    7013 allocs/op
BenchmarkMicroserviceDequeStack/1000-4       	    5256	    227613 ns/op	  130032 B/op	    7013 allocs/op
BenchmarkMicroserviceDequeStack/1000-4       	    5253	    302048 ns/op	  130032 B/op	    7013 allocs/op
BenchmarkMicroserviceDequeStack/1000-4       	    4778	    246280 ns/op	  130032 B/op	    7013 allocs/op
BenchmarkMicroserviceDequeStack/1000-4       	    5022	    225633 ns/op	  130032 B/op	    7013 allocs/op
BenchmarkMicroserviceDequeStack/1000-4       	    5220	    227403 ns/op	  130032 B/op	    7013 allocs/op
BenchmarkMicroserviceDequeStack/1000-4       	    5287	    222257 ns/op	  130032 B/op	    7013 allocs/op
BenchmarkMicroserviceDequeStack/10000-4      	     514	   2332795 ns/op	 1423972 B/op	   70151 allocs/op
BenchmarkMicroserviceDequeStack/10000-4      	     511	   2806853 ns/op	 1423971 B/op	   70151 allocs/op
BenchmarkMicroserviceDequeStack/10000-4      	     471	   2759886 ns/op	 1423970 B/op	   70151 allocs/op
BenchmarkMicroserviceDequeStack/10000-4      	     517	   2417759 ns/op	 1423971 B/op	   70151 allocs/op
BenchmarkMicroserviceDequeStack/10000-4      	     469	   2913784 ns/op	 1423972 B/op	   70151 allocs/op
BenchmarkMicroserviceDequeStack/10000-4      	     465	   2921128 ns/op	 1423969 B/op	   70151 allocs/op
BenchmarkMicroserviceDequeStack/10000-4      	     447	   2687100 ns/op	 1423972 B/op	   70151 allocs/op
BenchmarkMicroserviceDequeStack/10000-4      	     444	   2750993 ns/op	 1423969 B/op	   70151 allocs/op
BenchmarkMicroserviceDequeStack/10000-4      	     457	   2915405 ns/op	 1423972 B/op	   70151 allocs/op
BenchmarkMicroserviceDequeStack/10000-4      	     471	   2519068 ns/op	 1423971 B/op	   70151 allocs/op
BenchmarkMicroserviceDequeStack/100000-4     	      37	  31812296 ns/op	14421398 B/op	  701559 allocs/op
BenchmarkMicroserviceDequeStack/100000-4     	      40	  31317094 ns/op	14421370 B/op	  701559 allocs/op
BenchmarkMicroserviceDequeStack/100000-4     	      44	  44937769 ns/op	14421376 B/op	  701559 allocs/op
BenchmarkMicroserviceDequeStack/100000-4     	      42	  25823893 ns/op	14421387 B/op	  701559 allocs/op
BenchmarkMicroserviceDequeStack/100000-4     	      46	  25801673 ns/op	14421369 B/op	  701559 allocs/op
BenchmarkMicroserviceDequeStack/100000-4     	      45	  25873093 ns/op	14421382 B/op	  701559 allocs/op
BenchmarkMicroserviceDequeStack/100000-4     	      45	  25782214 ns/op	14421365 B/op	  701559 allocs/op
BenchmarkMicroserviceDequeStack/100000-4     	      45	  25805084 ns/op	14421380 B/op	  701559 allocs/op
BenchmarkMicroserviceDequeStack/100000-4     	      45	  26551332 ns/op	14421393 B/op	  701559 allocs/op
BenchmarkMicroserviceDequeStack/100000-4     	      43	  25939274 ns/op	14421368 B/op	  701559 allocs/op
BenchmarkMicroserviceDequeStack/1000000-4    	       4	 264949592 ns/op	144362168 B/op	 7015625 allocs/op
BenchmarkMicroserviceDequeStack/1000000-4    	       4	 263528129 ns/op	144362144 B/op	 7015625 allocs/op
BenchmarkMicroserviceDequeStack/1000000-4    	       4	 268949566 ns/op	144362048 B/op	 7015624 allocs/op
BenchmarkMicroserviceDequeStack/1000000-4    	       4	 264395571 ns/op	144362144 B/op	 7015625 allocs/op
BenchmarkMicroserviceDequeStack/1000000-4    	       4	 266062336 ns/op	144362048 B/op	 7015624 allocs/op
BenchmarkMicroserviceDequeStack/1000000-4    	       4	 265487813 ns/op	144362096 B/op	 7015624 allocs/op
BenchmarkMicroserviceDequeStack/1000000-4    	       4	 265145449 ns/op	144362072 B/op	 7015624 allocs/op
BenchmarkMicroserviceDequeStack/1000000-4    	       4	 265520310 ns/op	144362120 B/op	 7015624 allocs/op
BenchmarkMicroserviceDequeStack/1000000-4    	       4	 268461275 ns/op	144362120 B/op	 7015624 allocs/op
BenchmarkMicroserviceDequeStack/1000000-4    	       4	 262484526 ns/op	144362120 B/op	 7015624 allocs/op
BenchmarkRefillFullDequeQueue/1-4            	  349497	      3432 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeQueue/1-4            	  347727	      3413 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeQueue/1-4            	  348609	      3406 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeQueue/1-4            	  333001	      3427 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeQueue/1-4            	  350672	      3416 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeQueue/1-4            	  349964	      3415 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeQueue/1-4            	  338820	      3409 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeQueue/1-4            	  350739	      3406 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeQueue/1-4            	  347826	      3408 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeQueue/1-4            	  350583	      3410 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeQueue/10-4           	   35347	     34317 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeQueue/10-4           	   35325	     34362 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeQueue/10-4           	   35288	     34241 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeQueue/10-4           	   35019	     34119 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeQueue/10-4           	   35100	     34064 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeQueue/10-4           	   35078	     34094 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeQueue/10-4           	   35182	     34140 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeQueue/10-4           	   34981	     34113 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeQueue/10-4           	   35107	     34143 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeQueue/10-4           	   35217	     33962 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeQueue/100-4          	    3448	    333498 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeQueue/100-4          	    3555	    333380 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeQueue/100-4          	    3594	    332656 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeQueue/100-4          	    3573	    332138 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeQueue/100-4          	    3562	    333026 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeQueue/100-4          	    3577	    336686 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeQueue/100-4          	    3615	    335653 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeQueue/100-4          	    3559	    335080 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeQueue/100-4          	    3571	    333079 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeQueue/100-4          	    3560	    336826 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeQueue/1000-4         	     356	   3361771 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkRefillFullDequeQueue/1000-4         	     358	   3417147 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkRefillFullDequeQueue/1000-4         	     358	   3339974 ns/op	 1600002 B/op	  100000 allocs/op
BenchmarkRefillFullDequeQueue/1000-4         	     357	   3321721 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkRefillFullDequeQueue/1000-4         	     358	   3321104 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkRefillFullDequeQueue/1000-4         	     355	   3319276 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkRefillFullDequeQueue/1000-4         	     361	   3314105 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkRefillFullDequeQueue/1000-4         	     360	   3328056 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkRefillFullDequeQueue/1000-4         	     361	   3334372 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkRefillFullDequeQueue/1000-4         	     361	   3343719 ns/op	 1600002 B/op	  100000 allocs/op
BenchmarkRefillFullDequeQueue/10000-4        	      32	  36928498 ns/op	30115644 B/op	 1006814 allocs/op
BenchmarkRefillFullDequeQueue/10000-4        	      32	  36901726 ns/op	30115599 B/op	 1006813 allocs/op
BenchmarkRefillFullDequeQueue/10000-4        	      32	  37529038 ns/op	30115575 B/op	 1006813 allocs/op
BenchmarkRefillFullDequeQueue/10000-4        	      32	  37021461 ns/op	30115590 B/op	 1006813 allocs/op
BenchmarkRefillFullDequeQueue/10000-4        	      30	  36864209 ns/op	30115639 B/op	 1006813 allocs/op
BenchmarkRefillFullDequeQueue/10000-4        	      32	  36848672 ns/op	30115566 B/op	 1006813 allocs/op
BenchmarkRefillFullDequeQueue/10000-4        	      32	  36978664 ns/op	30115590 B/op	 1006813 allocs/op
BenchmarkRefillFullDequeQueue/10000-4        	      32	  36947989 ns/op	30115608 B/op	 1006813 allocs/op
BenchmarkRefillFullDequeQueue/10000-4        	      31	  36841841 ns/op	30115613 B/op	 1006813 allocs/op
BenchmarkRefillFullDequeQueue/10000-4        	      31	  37045494 ns/op	30115623 B/op	 1006813 allocs/op
BenchmarkRefillFullDequeQueue/100000-4       	       3	 374698489 ns/op	319804554 B/op	10077134 allocs/op
BenchmarkRefillFullDequeQueue/100000-4       	       3	 375614901 ns/op	319804874 B/op	10077137 allocs/op
BenchmarkRefillFullDequeQueue/100000-4       	       3	 375612523 ns/op	319804906 B/op	10077138 allocs/op
BenchmarkRefillFullDequeQueue/100000-4       	       3	 375834700 ns/op	319804778 B/op	10077136 allocs/op
BenchmarkRefillFullDequeQueue/100000-4       	       3	 375953387 ns/op	319804458 B/op	10077133 allocs/op
BenchmarkRefillFullDequeQueue/100000-4       	       3	 391675395 ns/op	319804778 B/op	10077136 allocs/op
BenchmarkRefillFullDequeQueue/100000-4       	       3	 382418101 ns/op	319804746 B/op	10077136 allocs/op
BenchmarkRefillFullDequeQueue/100000-4       	       3	 377274179 ns/op	319804874 B/op	10077137 allocs/op
BenchmarkRefillFullDequeQueue/100000-4       	       3	 376463679 ns/op	319804714 B/op	10077136 allocs/op
BenchmarkRefillFullDequeQueue/100000-4       	       3	 375682976 ns/op	319804714 B/op	10077136 allocs/op
BenchmarkRefillFullDequeStack/1-4            	  353454	      3377 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeStack/1-4            	  353602	      3382 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeStack/1-4            	  355386	      3386 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeStack/1-4            	  354717	      3391 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeStack/1-4            	  349404	      3409 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeStack/1-4            	  354289	      3408 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeStack/1-4            	  353149	      3386 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeStack/1-4            	  346326	      3397 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeStack/1-4            	  353496	      3394 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeStack/1-4            	  312060	      3420 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeStack/10-4           	   35920	     33520 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeStack/10-4           	   35871	     33497 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeStack/10-4           	   35973	     33692 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeStack/10-4           	   35649	     33630 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeStack/10-4           	   35871	     33429 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeStack/10-4           	   35823	     33666 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeStack/10-4           	   35853	     33315 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeStack/10-4           	   35814	     33495 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeStack/10-4           	   35649	     33405 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeStack/10-4           	   35860	     33480 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeStack/100-4          	    3531	    335291 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeStack/100-4          	    3589	    331229 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeStack/100-4          	    3612	    359824 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeStack/100-4          	    3610	    330828 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeStack/100-4          	    3478	    332168 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeStack/100-4          	    3614	    332974 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeStack/100-4          	    3609	    358289 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeStack/100-4          	    3591	    331591 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeStack/100-4          	    3454	    331224 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeStack/100-4          	    3636	    330236 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeStack/1000-4         	     360	   3351240 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkRefillFullDequeStack/1000-4         	     352	   3321230 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkRefillFullDequeStack/1000-4         	     362	   3287003 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkRefillFullDequeStack/1000-4         	     360	   4186771 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkRefillFullDequeStack/1000-4         	     361	   3315378 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkRefillFullDequeStack/1000-4         	     357	   3318905 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkRefillFullDequeStack/1000-4         	     363	   3293952 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkRefillFullDequeStack/1000-4         	     361	   3313032 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkRefillFullDequeStack/1000-4         	     361	   3312545 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkRefillFullDequeStack/1000-4         	     361	   3315468 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkRefillFullDequeStack/10000-4        	      31	  36531288 ns/op	30089696 B/op	 1006801 allocs/op
BenchmarkRefillFullDequeStack/10000-4        	      32	  36751080 ns/op	30089681 B/op	 1006800 allocs/op
BenchmarkRefillFullDequeStack/10000-4        	      32	  37810782 ns/op	30089705 B/op	 1006801 allocs/op
BenchmarkRefillFullDequeStack/10000-4        	      32	  36558498 ns/op	30089714 B/op	 1006801 allocs/op
BenchmarkRefillFullDequeStack/10000-4        	      32	  36576412 ns/op	30089714 B/op	 1006801 allocs/op
BenchmarkRefillFullDequeStack/10000-4        	      32	  36495071 ns/op	30089681 B/op	 1006800 allocs/op
BenchmarkRefillFullDequeStack/10000-4        	      32	  36624207 ns/op	30089693 B/op	 1006800 allocs/op
BenchmarkRefillFullDequeStack/10000-4        	      32	  36628348 ns/op	30089702 B/op	 1006801 allocs/op
BenchmarkRefillFullDequeStack/10000-4        	      32	  36407993 ns/op	30089666 B/op	 1006800 allocs/op
BenchmarkRefillFullDequeStack/10000-4        	      32	  37059032 ns/op	30089690 B/op	 1006800 allocs/op
BenchmarkRefillFullDequeStack/100000-4       	       3	 370751945 ns/op	319959392 B/op	10077210 allocs/op
BenchmarkRefillFullDequeStack/100000-4       	       3	 371682430 ns/op	319959328 B/op	10077209 allocs/op
BenchmarkRefillFullDequeStack/100000-4       	       3	 370733512 ns/op	319959488 B/op	10077211 allocs/op
BenchmarkRefillFullDequeStack/100000-4       	       3	 370702182 ns/op	319958880 B/op	10077205 allocs/op
BenchmarkRefillFullDequeStack/100000-4       	       3	 370727076 ns/op	319959712 B/op	10077213 allocs/op
BenchmarkRefillFullDequeStack/100000-4       	       3	 371852887 ns/op	319959360 B/op	10077210 allocs/op
BenchmarkRefillFullDequeStack/100000-4       	       3	 371184042 ns/op	319959360 B/op	10077210 allocs/op
BenchmarkRefillFullDequeStack/100000-4       	       3	 371496380 ns/op	319959392 B/op	10077210 allocs/op
BenchmarkRefillFullDequeStack/100000-4       	       3	 379441976 ns/op	319959680 B/op	10077213 allocs/op
BenchmarkRefillFullDequeStack/100000-4       	       3	 370093092 ns/op	319959424 B/op	10077210 allocs/op
BenchmarkRefillDequeQueue/1-4                	  325303	      3609 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeQueue/1-4                	  321301	      3603 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeQueue/1-4                	  318237	      3616 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeQueue/1-4                	  321190	      3611 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeQueue/1-4                	  324816	      3620 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeQueue/1-4                	  319582	      3606 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeQueue/1-4                	  302714	      3604 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeQueue/1-4                	  323430	      3618 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeQueue/1-4                	  312452	      3603 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeQueue/1-4                	  325466	      3611 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeQueue/10-4               	   32923	     34944 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeQueue/10-4               	   32959	     34772 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeQueue/10-4               	   32012	     34920 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeQueue/10-4               	   33207	     34886 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeQueue/10-4               	   33165	     34839 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeQueue/10-4               	   32935	     35076 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeQueue/10-4               	   31879	     34755 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeQueue/10-4               	   33453	     34859 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeQueue/10-4               	   33294	     34884 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeQueue/10-4               	   33040	     36428 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeQueue/100-4              	    3525	    355639 ns/op	  160003 B/op	   10000 allocs/op
BenchmarkRefillDequeQueue/100-4              	    3466	    339760 ns/op	  160003 B/op	   10000 allocs/op
BenchmarkRefillDequeQueue/100-4              	    3445	    346496 ns/op	  160003 B/op	   10000 allocs/op
BenchmarkRefillDequeQueue/100-4              	    3360	    340306 ns/op	  160003 B/op	   10000 allocs/op
BenchmarkRefillDequeQueue/100-4              	    3439	    350600 ns/op	  160003 B/op	   10000 allocs/op
BenchmarkRefillDequeQueue/100-4              	    3428	    347638 ns/op	  160003 B/op	   10000 allocs/op
BenchmarkRefillDequeQueue/100-4              	    3439	    350430 ns/op	  160003 B/op	   10000 allocs/op
BenchmarkRefillDequeQueue/100-4              	    3255	    337444 ns/op	  160003 B/op	   10000 allocs/op
BenchmarkRefillDequeQueue/100-4              	    3549	    353483 ns/op	  160003 B/op	   10000 allocs/op
BenchmarkRefillDequeQueue/100-4              	    3366	    334641 ns/op	  160003 B/op	   10000 allocs/op
BenchmarkRefillDequeQueue/1000-4             	     360	   3460487 ns/op	 1600068 B/op	  100000 allocs/op
BenchmarkRefillDequeQueue/1000-4             	     321	   3335706 ns/op	 1600074 B/op	  100000 allocs/op
BenchmarkRefillDequeQueue/1000-4             	     360	   3435647 ns/op	 1600066 B/op	  100000 allocs/op
BenchmarkRefillDequeQueue/1000-4             	     346	   3312481 ns/op	 1600071 B/op	  100000 allocs/op
BenchmarkRefillDequeQueue/1000-4             	     361	   3408344 ns/op	 1600068 B/op	  100000 allocs/op
BenchmarkRefillDequeQueue/1000-4             	     344	   3309748 ns/op	 1600069 B/op	  100000 allocs/op
BenchmarkRefillDequeQueue/1000-4             	     361	   3419203 ns/op	 1600068 B/op	  100000 allocs/op
BenchmarkRefillDequeQueue/1000-4             	     354	   3369349 ns/op	 1600068 B/op	  100000 allocs/op
BenchmarkRefillDequeQueue/1000-4             	     363	   3419858 ns/op	 1600068 B/op	  100000 allocs/op
BenchmarkRefillDequeQueue/1000-4             	     346	   3323862 ns/op	 1600069 B/op	  100000 allocs/op
BenchmarkRefillDequeQueue/10000-4            	      32	  38257493 ns/op	30116804 B/op	 1006814 allocs/op
BenchmarkRefillDequeQueue/10000-4            	      31	  38387209 ns/op	30116876 B/op	 1006814 allocs/op
BenchmarkRefillDequeQueue/10000-4            	      30	  38131939 ns/op	30116825 B/op	 1006814 allocs/op
BenchmarkRefillDequeQueue/10000-4            	      31	  40210675 ns/op	30116885 B/op	 1006814 allocs/op
BenchmarkRefillDequeQueue/10000-4            	      31	  36672772 ns/op	30116867 B/op	 1006814 allocs/op
BenchmarkRefillDequeQueue/10000-4            	      32	  37281336 ns/op	30116828 B/op	 1006814 allocs/op
BenchmarkRefillDequeQueue/10000-4            	      30	  36758190 ns/op	30116815 B/op	 1006814 allocs/op
BenchmarkRefillDequeQueue/10000-4            	      32	  36632196 ns/op	30116789 B/op	 1006814 allocs/op
BenchmarkRefillDequeQueue/10000-4            	      31	  36538874 ns/op	30116904 B/op	 1006814 allocs/op
BenchmarkRefillDequeQueue/10000-4            	      31	  36678405 ns/op	30116885 B/op	 1006814 allocs/op
BenchmarkRefillDequeQueue/100000-4           	       3	 388201876 ns/op	319816026 B/op	10077140 allocs/op
BenchmarkRefillDequeQueue/100000-4           	       3	 380042704 ns/op	319816090 B/op	10077141 allocs/op
BenchmarkRefillDequeQueue/100000-4           	       3	 386441237 ns/op	319816378 B/op	10077144 allocs/op
BenchmarkRefillDequeQueue/100000-4           	       2	 545207992 ns/op	319822952 B/op	10077142 allocs/op
BenchmarkRefillDequeQueue/100000-4           	       3	 416134263 ns/op	319816442 B/op	10077145 allocs/op
BenchmarkRefillDequeQueue/100000-4           	       3	 386367523 ns/op	319815834 B/op	10077138 allocs/op
BenchmarkRefillDequeQueue/100000-4           	       3	 378230049 ns/op	319816218 B/op	10077142 allocs/op
BenchmarkRefillDequeQueue/100000-4           	       3	 386815189 ns/op	319816314 B/op	10077143 allocs/op
BenchmarkRefillDequeQueue/100000-4           	       3	 379078128 ns/op	319816506 B/op	10077145 allocs/op
BenchmarkRefillDequeQueue/100000-4           	       3	 386818487 ns/op	319816314 B/op	10077143 allocs/op
BenchmarkRefillDequeStack/1-4                	  326512	      4102 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeStack/1-4                	  298003	      3958 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeStack/1-4                	  318214	      3914 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeStack/1-4                	  308553	      4703 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeStack/1-4                	  258985	      4256 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeStack/1-4                	  285910	      4309 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeStack/1-4                	  287430	      4215 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeStack/1-4                	  286852	      3856 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeStack/1-4                	  330288	      3707 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeStack/1-4                	  321702	      3784 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeStack/10-4               	   33820	     36055 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeStack/10-4               	   33337	     36412 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeStack/10-4               	   31052	     41274 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeStack/10-4               	   29662	     37754 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeStack/10-4               	   33627	     36665 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeStack/10-4               	   33753	     35666 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeStack/10-4               	   33664	     35741 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeStack/10-4               	   33699	     35755 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeStack/10-4               	   33840	     35766 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeStack/10-4               	   33679	     36624 ns/op	   16000 B/op	    1000 allocs/op
