goos: darwin
goarch: amd64
pkg: github.com/ef-ds/deque-bench-tests
cpu: Intel(R) Core(TM) i5-7267U CPU @ 3.10GHz
BenchmarkFillCookiejarQueue/0-4         	  123321	      8361 ns/op	   65672 B/op	       3 allocs/op
BenchmarkMicroserviceCookiejarStack/1-4          	  130444	      9170 ns/op	   65784 B/op	      10 allocs/op
BenchmarkMicroserviceCookiejarStack/1-4          	  114730	     10918 ns/op	   65784 B/op	      10 allocs/op
BenchmarkMicroserviceCookiejarStack/1-4          	  112268	      9194 ns/op	   65784 B/op	      10 allocs/op
BenchmarkMicroserviceCookiejarStack/1-4          	  127690	      9135 ns/op	   65784 B/op	      10 allocs/op
BenchmarkMicroserviceCookiejarStack/1-4          	  128892	      9119 ns/op	   65784 B/op	      10 allocs/op
BenchmarkMicroserviceCookiejarStack/1-4          	  128970	      9325 ns/op	   65784 B/op	      10 allocs/op
BenchmarkMicroserviceCookiejarStack/1-4          	  129874	      9054 ns/op	   65784 B/op	      10 allocs/op
BenchmarkMicroserviceCookiejarStack/10-4         	  106251	     11081 ns/op	   66792 B/op	      73 allocs/op
BenchmarkMicroserviceCookiejarStack/10-4         	  105025	     11100 ns/op	   66792 B/op	      73 allocs/op
BenchmarkMicroserviceCookiejarStack/10-4         	  108030	     11212 ns/op	   66792 B/op	      73 allocs/op
BenchmarkMicroserviceCookiejarStack/10-4         	  104430	     11165 ns/op	   66792 B/op	      73 allocs/op
BenchmarkMicroserviceCookiejarStack/10-4         	  107863	     11083 ns/op	   66792 B/op	      73 allocs/op
BenchmarkMicroserviceCookiejarStack/10-4         	  107497	     11128 ns/op	   66792 B/op	      73 allocs/op
BenchmarkMicroserviceCookiejarStack/10-4         	   97942	     11058 ns/op	   66792 B/op	      73 allocs/op
BenchmarkMicroserviceCookiejarStack/10-4         	  106736	     11040 ns/op	   66792 B/op	      73 allocs/op
BenchmarkMicroserviceCookiejarStack/10-4         	  107956	     11108 ns/op	   66792 B/op	      73 allocs/op
BenchmarkMicroserviceCookiejarStack/10-4         	  107335	     11113 ns/op	   66792 B/op	      73 allocs/op
BenchmarkMicroserviceCookiejarStack/100-4        	   41133	     29190 ns/op	   76872 B/op	     703 allocs/op
BenchmarkMicroserviceCookiejarStack/100-4        	   41202	     29026 ns/op	   76872 B/op	     703 allocs/op
BenchmarkMicroserviceCookiejarStack/100-4        	   40952	     29053 ns/op	   76872 B/op	     703 allocs/op
BenchmarkMicroserviceCookiejarStack/100-4        	   41149	     29199 ns/op	   76872 B/op	     703 allocs/op
BenchmarkMicroserviceCookiejarStack/100-4        	   41618	     29090 ns/op	   76872 B/op	     703 allocs/op
BenchmarkMicroserviceCookiejarStack/100-4        	   41079	     29213 ns/op	   76872 B/op	     703 allocs/op
BenchmarkMicroserviceCookiejarStack/100-4        	   41300	     29032 ns/op	   76872 B/op	     703 allocs/op
BenchmarkMicroserviceCookiejarStack/100-4        	   40983	     29073 ns/op	   76872 B/op	     703 allocs/op
BenchmarkMicroserviceCookiejarStack/100-4        	   41044	     29092 ns/op	   76872 B/op	     703 allocs/op
BenchmarkMicroserviceCookiejarStack/100-4        	   41044	     29097 ns/op	   76872 B/op	     703 allocs/op
BenchmarkMicroserviceCookiejarStack/1000-4       	    4977	    215109 ns/op	  177672 B/op	    7003 allocs/op
BenchmarkMicroserviceCookiejarStack/1000-4       	    5142	    214189 ns/op	  177672 B/op	    7003 allocs/op
BenchmarkMicroserviceCookiejarStack/1000-4       	    5277	    215406 ns/op	  177672 B/op	    7003 allocs/op
BenchmarkMicroserviceCookiejarStack/1000-4       	    5282	    216713 ns/op	  177673 B/op	    7003 allocs/op
BenchmarkMicroserviceCookiejarStack/1000-4       	    5205	    215127 ns/op	  177672 B/op	    7003 allocs/op
BenchmarkMicroserviceCookiejarStack/1000-4       	    5034	    214473 ns/op	  177672 B/op	    7003 allocs/op
BenchmarkMicroserviceCookiejarStack/1000-4       	    5414	    214364 ns/op	  177672 B/op	    7003 allocs/op
BenchmarkMicroserviceCookiejarStack/1000-4       	    5151	    214813 ns/op	  177672 B/op	    7003 allocs/op
BenchmarkMicroserviceCookiejarStack/1000-4       	    5185	    217842 ns/op	  177672 B/op	    7003 allocs/op
BenchmarkMicroserviceCookiejarStack/1000-4       	    5193	    214255 ns/op	  177672 B/op	    7003 allocs/op
BenchmarkMicroserviceCookiejarStack/10000-4      	     571	   2097368 ns/op	 1316877 B/op	   70007 allocs/op
BenchmarkMicroserviceCookiejarStack/10000-4      	     560	   2113516 ns/op	 1316876 B/op	   70007 allocs/op
BenchmarkMicroserviceCookiejarStack/10000-4      	     564	   2098235 ns/op	 1316877 B/op	   70007 allocs/op
BenchmarkMicroserviceCookiejarStack/10000-4      	     572	   2110423 ns/op	 1316876 B/op	   70007 allocs/op
BenchmarkMicroserviceCookiejarStack/10000-4      	     564	   2104729 ns/op	 1316875 B/op	   70007 allocs/op
BenchmarkMicroserviceCookiejarStack/10000-4      	     562	   2114280 ns/op	 1316875 B/op	   70007 allocs/op
BenchmarkMicroserviceCookiejarStack/10000-4      	     567	   2097201 ns/op	 1316875 B/op	   70007 allocs/op
BenchmarkMicroserviceCookiejarStack/10000-4      	     570	   2107503 ns/op	 1316877 B/op	   70007 allocs/op
BenchmarkMicroserviceCookiejarStack/10000-4      	     568	   2111929 ns/op	 1316876 B/op	   70007 allocs/op
BenchmarkMicroserviceCookiejarStack/10000-4      	     567	   2234969 ns/op	 1316874 B/op	   70007 allocs/op
BenchmarkMicroserviceCookiejarStack/100000-4     	      48	  23548017 ns/op	12846622 B/op	  700051 allocs/op
BenchmarkMicroserviceCookiejarStack/100000-4     	      45	  23444553 ns/op	12846611 B/op	  700051 allocs/op
BenchmarkMicroserviceCookiejarStack/100000-4     	      48	  23482484 ns/op	12846592 B/op	  700051 allocs/op
BenchmarkMicroserviceCookiejarStack/100000-4     	      48	  24003545 ns/op	12846602 B/op	  700051 allocs/op
BenchmarkMicroserviceCookiejarStack/100000-4     	      45	  23568026 ns/op	12846609 B/op	  700051 allocs/op
BenchmarkMicroserviceCookiejarStack/100000-4     	      48	  23565354 ns/op	12846614 B/op	  700051 allocs/op
BenchmarkMicroserviceCookiejarStack/100000-4     	      49	  23641715 ns/op	12846601 B/op	  700051 allocs/op
BenchmarkMicroserviceCookiejarStack/100000-4     	      46	  23579068 ns/op	12846623 B/op	  700051 allocs/op
BenchmarkMicroserviceCookiejarStack/100000-4     	      49	  23646483 ns/op	12846621 B/op	  700051 allocs/op
BenchmarkMicroserviceCookiejarStack/100000-4     	      50	  23226900 ns/op	12846616 B/op	  700051 allocs/op
BenchmarkMicroserviceCookiejarStack/1000000-4    	       5	 240205769 ns/op	128830174 B/op	 7000491 allocs/op
BenchmarkMicroserviceCookiejarStack/1000000-4    	       5	 238243556 ns/op	128830155 B/op	 7000491 allocs/op
BenchmarkMicroserviceCookiejarStack/1000000-4    	       5	 237292407 ns/op	128830136 B/op	 7000491 allocs/op
BenchmarkMicroserviceCookiejarStack/1000000-4    	       5	 235784119 ns/op	128830136 B/op	 7000491 allocs/op
BenchmarkMicroserviceCookiejarStack/1000000-4    	       5	 238523121 ns/op	128830136 B/op	 7000491 allocs/op
BenchmarkMicroserviceCookiejarStack/1000000-4    	       5	 237082801 ns/op	128830155 B/op	 7000491 allocs/op
BenchmarkMicroserviceCookiejarStack/1000000-4    	       5	 236604963 ns/op	128830136 B/op	 7000491 allocs/op
BenchmarkMicroserviceCookiejarStack/1000000-4    	       5	 238575160 ns/op	128830136 B/op	 7000491 allocs/op
BenchmarkMicroserviceCookiejarStack/1000000-4    	       5	 239512670 ns/op	128830155 B/op	 7000491 allocs/op
BenchmarkMicroserviceCookiejarStack/1000000-4    	       5	 235496683 ns/op	128830136 B/op	 7000491 allocs/op
BenchmarkRefillFullCookiejarQueue/1-4            	  344173	      3255 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejarQueue/1-4            	  356737	      3263 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejarQueue/1-4            	  353776	      3241 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejarQueue/1-4            	  353042	      3239 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejarQueue/1-4            	  356535	      3249 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejarQueue/1-4            	  352904	      3255 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejarQueue/1-4            	  352202	      3302 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejarQueue/1-4            	  352416	      3232 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejarQueue/1-4            	  355490	      3231 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejarQueue/1-4            	  349513	      3259 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejarQueue/10-4           	   36975	     32451 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejarQueue/10-4           	   36908	     32457 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejarQueue/10-4           	   36960	     32746 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejarQueue/10-4           	   36940	     32307 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejarQueue/10-4           	   36999	     32385 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejarQueue/10-4           	   36770	     33079 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejarQueue/10-4           	   36882	     32463 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejarQueue/10-4           	   30615	     33287 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejarQueue/10-4           	   37003	     32502 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejarQueue/10-4           	   36750	     32370 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejarQueue/100-4          	    3651	    315780 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejarQueue/100-4          	    3640	    315698 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejarQueue/100-4          	    3662	    315831 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejarQueue/100-4          	    3630	    316246 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejarQueue/100-4          	    3681	    317324 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejarQueue/100-4          	    3840	    316595 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejarQueue/100-4          	    3660	    316846 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejarQueue/100-4          	    3712	    319086 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejarQueue/100-4          	    3637	    316649 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejarQueue/100-4          	    3693	    319960 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejarQueue/1000-4         	     379	   3169579 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejarQueue/1000-4         	     375	   3159415 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejarQueue/1000-4         	     380	   3160852 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejarQueue/1000-4         	     379	   3150804 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejarQueue/1000-4         	     379	   3172273 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejarQueue/1000-4         	     375	   3158699 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejarQueue/1000-4         	     379	   3158759 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejarQueue/1000-4         	     379	   3152078 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejarQueue/1000-4         	     378	   3165038 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejarQueue/1000-4         	     378	   3156819 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejarQueue/10000-4        	      34	  32573300 ns/op	16000033 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejarQueue/10000-4        	      34	  32705469 ns/op	16000036 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejarQueue/10000-4        	      34	  32659963 ns/op	16000028 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejarQueue/10000-4        	      36	  32919996 ns/op	16000018 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejarQueue/10000-4        	      34	  32648841 ns/op	16000039 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejarQueue/10000-4        	      34	  32566283 ns/op	16000036 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejarQueue/10000-4        	      33	  32622458 ns/op	16000034 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejarQueue/10000-4        	      34	  32608081 ns/op	16000019 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejarQueue/10000-4        	      36	  32543947 ns/op	16000037 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejarQueue/10000-4        	      34	  32567188 ns/op	16000045 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejarQueue/100000-4       	       3	 347975540 ns/op	160000032 B/op	10000000 allocs/op
BenchmarkRefillFullCookiejarQueue/100000-4       	       3	 353318838 ns/op	160000096 B/op	10000001 allocs/op
BenchmarkRefillFullCookiejarQueue/100000-4       	       3	 352543234 ns/op	160000096 B/op	10000001 allocs/op
BenchmarkRefillFullCookiejarQueue/100000-4       	       3	 350960320 ns/op	160000224 B/op	10000002 allocs/op
BenchmarkRefillFullCookiejarQueue/100000-4       	       3	 350369658 ns/op	160000128 B/op	10000001 allocs/op
BenchmarkRefillFullCookiejarQueue/100000-4       	       3	 349228200 ns/op	160000160 B/op	10000001 allocs/op
BenchmarkRefillFullCookiejarQueue/100000-4       	       3	 354485373 ns/op	160000160 B/op	10000001 allocs/op
BenchmarkRefillFullCookiejarQueue/100000-4       	       3	 356784139 ns/op	160000192 B/op	10000002 allocs/op
BenchmarkRefillFullCookiejarQueue/100000-4       	       3	 349852391 ns/op	160000256 B/op	10000002 allocs/op
BenchmarkRefillFullCookiejarQueue/100000-4       	       3	 347839527 ns/op	160000128 B/op	10000001 allocs/op
BenchmarkRefillFullCookiejarStack/1-4            	  348748	      3300 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejarStack/1-4            	  357577	      3297 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejarStack/1-4            	  351835	      3266 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejarStack/1-4            	  352610	      3274 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejarStack/1-4            	  347474	      3281 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejarStack/1-4            	  351940	      3269 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejarStack/1-4            	  349302	      3271 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejarStack/1-4            	  359416	      3276 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejarStack/1-4            	  354747	      3306 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejarStack/1-4            	  354657	      3338 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejarStack/10-4           	   36654	     32841 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejarStack/10-4           	   36332	     32770 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejarStack/10-4           	   36739	     32609 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejarStack/10-4           	   36801	     32566 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejarStack/10-4           	   36778	     32716 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejarStack/10-4           	   36766	     32511 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejarStack/10-4           	   36708	     32584 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejarStack/10-4           	   36777	     33658 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejarStack/10-4           	   36807	     32585 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejarStack/10-4           	   36451	     32571 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejarStack/100-4          	    3516	    319994 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejarStack/100-4          	    3564	    320680 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejarStack/100-4          	    3603	    319766 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejarStack/100-4          	    3603	    322349 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejarStack/100-4          	    3625	    320002 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejarStack/100-4          	    3595	    319770 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejarStack/100-4          	    3676	    319796 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejarStack/100-4          	    3667	    319418 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejarStack/100-4          	    3589	    319664 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejarStack/100-4          	    3550	    320861 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejarStack/1000-4         	     372	   3181612 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejarStack/1000-4         	     364	   3177920 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejarStack/1000-4         	     375	   3175875 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejarStack/1000-4         	     376	   3182171 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejarStack/1000-4         	     375	   3175448 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejarStack/1000-4         	     369	   3187882 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejarStack/1000-4         	     374	   3192102 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejarStack/1000-4         	     372	   3177841 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejarStack/1000-4         	     378	   3176473 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejarStack/1000-4         	     379	   3191647 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejarStack/10000-4        	      34	  32109721 ns/op	16000056 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejarStack/10000-4        	      36	  34964340 ns/op	16000040 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejarStack/10000-4        	      36	  31965931 ns/op	16000053 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejarStack/10000-4        	      36	  31705706 ns/op	16000037 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejarStack/10000-4        	      34	  32002182 ns/op	16000050 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejarStack/10000-4        	      36	  31805302 ns/op	16000034 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejarStack/10000-4        	      34	  31977949 ns/op	16000033 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejarStack/10000-4        	      36	  31932726 ns/op	16000026 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejarStack/10000-4        	      36	  32024944 ns/op	16000037 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejarStack/10000-4        	      36	  31889028 ns/op	16000045 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejarStack/100000-4       	       3	 352817802 ns/op	160000192 B/op	10000002 allocs/op
BenchmarkRefillFullCookiejarStack/100000-4       	       3	 520799256 ns/op	160000288 B/op	10000003 allocs/op
BenchmarkRefillFullCookiejarStack/100000-4       	       3	 355053854 ns/op	160000192 B/op	10000002 allocs/op
BenchmarkRefillFullCookiejarStack/100000-4       	       3	 356360133 ns/op	160000064 B/op	10000000 allocs/op
BenchmarkRefillFullCookiejarStack/100000-4       	       3	 355140952 ns/op	160000096 B/op	10000001 allocs/op
BenchmarkRefillFullCookiejarStack/100000-4       	       3	 352532513 ns/op	160000128 B/op	10000001 allocs/op
BenchmarkRefillFullCookiejarStack/100000-4       	       3	 362020262 ns/op	160000192 B/op	10000002 allocs/op
BenchmarkRefillFullCookiejarStack/100000-4       	       3	 353653421 ns/op	160000160 B/op	10000001 allocs/op
BenchmarkRefillFullCookiejarStack/100000-4       	       3	 358021454 ns/op	160000256 B/op	10000002 allocs/op
BenchmarkRefillFullCookiejarStack/100000-4       	       3	 361499180 ns/op	160000064 B/op	10000000 allocs/op
BenchmarkRefillCookiejarQueue/1-4                	  334062	      3506 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejarQueue/1-4                	  317878	      3495 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejarQueue/1-4                	  332481	      3482 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejarQueue/1-4                	  331400	      3479 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejarQueue/1-4                	  333474	      3471 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejarQueue/1-4                	  326917	      3494 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejarQueue/1-4                	  336237	      3475 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejarQueue/1-4                	  335671	      3475 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejarQueue/1-4                	  316833	      3471 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejarQueue/1-4                	  335332	      3478 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejarQueue/10-4               	   36300	     33852 ns/op	   16003 B/op	    1000 allocs/op
BenchmarkRefillCookiejarQueue/10-4               	   35250	     33296 ns/op	   16003 B/op	    1000 allocs/op
BenchmarkRefillCookiejarQueue/10-4               	   36225	     33293 ns/op	   16003 B/op	    1000 allocs/op
BenchmarkRefillCookiejarQueue/10-4               	   36460	     33080 ns/op	   16003 B/op	    1000 allocs/op
BenchmarkRefillCookiejarQueue/10-4               	   35744	     33172 ns/op	   16003 B/op	    1000 allocs/op
BenchmarkRefillCookiejarQueue/10-4               	   36139	     33549 ns/op	   16003 B/op	    1000 allocs/op
BenchmarkRefillCookiejarQueue/10-4               	   36146	     33414 ns/op	   16003 B/op	    1000 allocs/op
BenchmarkRefillCookiejarQueue/10-4               	   35832	     33100 ns/op	   16003 B/op	    1000 allocs/op
BenchmarkRefillCookiejarQueue/10-4               	   36099	     33375 ns/op	   16003 B/op	    1000 allocs/op
BenchmarkRefillCookiejarQueue/10-4               	   36366	     33226 ns/op	   16003 B/op	    1000 allocs/op
BenchmarkRefillCookiejarQueue/100-4              	    3036	    355734 ns/op	  160043 B/op	   10000 allocs/op
BenchmarkRefillCookiejarQueue/100-4              	    3322	    321269 ns/op	  160040 B/op	   10000 allocs/op
BenchmarkRefillCookiejarQueue/100-4              	    3591	    321469 ns/op	  160037 B/op	   10000 allocs/op
BenchmarkRefillCookiejarQueue/100-4              	    3543	    320870 ns/op	  160037 B/op	   10000 allocs/op
BenchmarkRefillCookiejarQueue/100-4              	    3603	    323914 ns/op	  160037 B/op	   10000 allocs/op
BenchmarkRefillCookiejarQueue/100-4              	    3606	    324186 ns/op	  160037 B/op	   10000 allocs/op
BenchmarkRefillCookiejarQueue/100-4              	    3468	    320732 ns/op	  160038 B/op	   10000 allocs/op
BenchmarkRefillCookiejarQueue/100-4              	    3541	    322995 ns/op	  160037 B/op	   10000 allocs/op
BenchmarkRefillCookiejarQueue/100-4              	    3646	    320795 ns/op	  160036 B/op	   10000 allocs/op
BenchmarkRefillCookiejarQueue/100-4              	    3668	    322299 ns/op	  160036 B/op	   10000 allocs/op
BenchmarkRefillCookiejarQueue/1000-4             	     374	   3234243 ns/op	 1600357 B/op	  100000 allocs/op
BenchmarkRefillCookiejarQueue/1000-4             	     376	   3177631 ns/op	 1600355 B/op	  100000 allocs/op
BenchmarkRefillCookiejarQueue/1000-4             	     373	   3225543 ns/op	 1600361 B/op	  100000 allocs/op
BenchmarkRefillCookiejarQueue/1000-4             	     378	   3197834 ns/op	 1600356 B/op	  100000 allocs/op
BenchmarkRefillCookiejarQueue/1000-4             	     372	   3179228 ns/op	 1600359 B/op	  100000 allocs/op
BenchmarkRefillCookiejarQueue/1000-4             	     379	   3177667 ns/op	 1600357 B/op	  100000 allocs/op
BenchmarkRefillCookiejarQueue/1000-4             	     374	   3167318 ns/op	 1600360 B/op	  100000 allocs/op
BenchmarkRefillCookiejarQueue/1000-4             	     379	   3165404 ns/op	 1600354 B/op	  100000 allocs/op
BenchmarkRefillCookiejarQueue/1000-4             	     378	   3196282 ns/op	 1600354 B/op	  100000 allocs/op
BenchmarkRefillCookiejarQueue/1000-4             	     373	   3190086 ns/op	 1600358 B/op	  100000 allocs/op
BenchmarkRefillCookiejarQueue/10000-4            	      34	  32094278 ns/op	16007743 B/op	 1000000 allocs/op
BenchmarkRefillCookiejarQueue/10000-4            	      36	  32122866 ns/op	16007329 B/op	 1000000 allocs/op
BenchmarkRefillCookiejarQueue/10000-4            	      34	  32014880 ns/op	16007743 B/op	 1000000 allocs/op
BenchmarkRefillCookiejarQueue/10000-4            	      36	  31966544 ns/op	16007326 B/op	 1000000 allocs/op
BenchmarkRefillCookiejarQueue/10000-4            	      36	  32156384 ns/op	16007329 B/op	 1000000 allocs/op
BenchmarkRefillCookiejarQueue/10000-4            	      36	  32266752 ns/op	16007321 B/op	 1000000 allocs/op
BenchmarkRefillCookiejarQueue/10000-4            	      36	  32105755 ns/op	16007302 B/op	 1000000 allocs/op
BenchmarkRefillCookiejarQueue/10000-4            	      34	  32181150 ns/op	16007748 B/op	 1000000 allocs/op
BenchmarkRefillCookiejarQueue/10000-4            	      36	  32184139 ns/op	16007307 B/op	 1000000 allocs/op
BenchmarkRefillCookiejarQueue/10000-4            	      36	  32073599 ns/op	16007307 B/op	 1000000 allocs/op
BenchmarkRefillCookiejarQueue/100000-4           	       3	 357488464 ns/op	160571176 B/op	10000020 allocs/op
BenchmarkRefillCookiejarQueue/100000-4           	       3	 358879940 ns/op	160571144 B/op	10000020 allocs/op
BenchmarkRefillCookiejarQueue/100000-4           	       3	 354726928 ns/op	160571112 B/op	10000019 allocs/op
BenchmarkRefillCookiejarQueue/100000-4           	       3	 357116300 ns/op	160571048 B/op	10000019 allocs/op
BenchmarkRefillCookiejarQueue/100000-4           	       3	 356583593 ns/op	160571080 B/op	10000019 allocs/op
BenchmarkRefillCookiejarQueue/100000-4           	       3	 355953036 ns/op	160571176 B/op	10000020 allocs/op
BenchmarkRefillCookiejarQueue/100000-4           	       3	 354156110 ns/op	160571048 B/op	10000019 allocs/op
BenchmarkRefillCookiejarQueue/100000-4           	       3	 361671044 ns/op	160571144 B/op	10000020 allocs/op
BenchmarkRefillCookiejarQueue/100000-4           	       3	 352151040 ns/op	160571176 B/op	10000020 allocs/op
BenchmarkRefillCookiejarQueue/100000-4           	       3	 356084390 ns/op	160570984 B/op	10000018 allocs/op
BenchmarkRefillCookiejarStack/1-4                	  304833	      3839 ns/op	    1600 B/op	     100 allocs/op
