goos: darwin
goarch: amd64
pkg: github.com/ef-ds/deque-bench-tests
cpu: Intel(R) Core(TM) i5-7267U CPU @ 3.10GHz
BenchmarkFillGammazeroQueue/0-4         	27841816	        40.59 ns/op	      48 B/op	       1 allocs/op
BenchmarkMicroserviceGammazeroStack/1-4          	 3351631	       356.8 ns/op	     416 B/op	       9 allocs/op
BenchmarkMicroserviceGammazeroStack/1-4          	 3357069	       357.6 ns/op	     416 B/op	       9 allocs/op
BenchmarkMicroserviceGammazeroStack/1-4          	 3365671	       356.4 ns/op	     416 B/op	       9 allocs/op
BenchmarkMicroserviceGammazeroStack/1-4          	 3357328	       362.8 ns/op	     416 B/op	       9 allocs/op
BenchmarkMicroserviceGammazeroStack/1-4          	 3367498	       375.6 ns/op	     416 B/op	       9 allocs/op
BenchmarkMicroserviceGammazeroStack/1-4          	 3304214	       363.2 ns/op	     416 B/op	       9 allocs/op
BenchmarkMicroserviceGammazeroStack/1-4          	 3316177	       363.7 ns/op	     416 B/op	       9 allocs/op
BenchmarkMicroserviceGammazeroStack/1-4          	 3307202	       363.9 ns/op	     416 B/op	       9 allocs/op
BenchmarkMicroserviceGammazeroStack/10-4         	  450548	      2506 ns/op	    1424 B/op	      72 allocs/op
BenchmarkMicroserviceGammazeroStack/10-4         	  470312	      2499 ns/op	    1424 B/op	      72 allocs/op
BenchmarkMicroserviceGammazeroStack/10-4         	  460072	      2501 ns/op	    1424 B/op	      72 allocs/op
BenchmarkMicroserviceGammazeroStack/10-4         	  427406	      2529 ns/op	    1424 B/op	      72 allocs/op
BenchmarkMicroserviceGammazeroStack/10-4         	  469988	      2500 ns/op	    1424 B/op	      72 allocs/op
BenchmarkMicroserviceGammazeroStack/10-4         	  468868	      2540 ns/op	    1424 B/op	      72 allocs/op
BenchmarkMicroserviceGammazeroStack/10-4         	  439756	      2515 ns/op	    1424 B/op	      72 allocs/op
BenchmarkMicroserviceGammazeroStack/10-4         	  467108	      3087 ns/op	    1424 B/op	      72 allocs/op
BenchmarkMicroserviceGammazeroStack/10-4         	  483288	      2459 ns/op	    1424 B/op	      72 allocs/op
BenchmarkMicroserviceGammazeroStack/10-4         	  463488	      2458 ns/op	    1424 B/op	      72 allocs/op
BenchmarkMicroserviceGammazeroStack/100-4        	   46182	     25620 ns/op	   22256 B/op	     714 allocs/op
BenchmarkMicroserviceGammazeroStack/100-4        	   46585	     25680 ns/op	   22256 B/op	     714 allocs/op
BenchmarkMicroserviceGammazeroStack/100-4        	   46611	     25647 ns/op	   22256 B/op	     714 allocs/op
BenchmarkMicroserviceGammazeroStack/100-4        	   46706	     26053 ns/op	   22256 B/op	     714 allocs/op
BenchmarkMicroserviceGammazeroStack/100-4        	   46092	     25636 ns/op	   22256 B/op	     714 allocs/op
BenchmarkMicroserviceGammazeroStack/100-4        	   46440	     25618 ns/op	   22256 B/op	     714 allocs/op
BenchmarkMicroserviceGammazeroStack/100-4        	   45921	     25525 ns/op	   22256 B/op	     714 allocs/op
BenchmarkMicroserviceGammazeroStack/100-4        	   46725	     26098 ns/op	   22256 B/op	     714 allocs/op
BenchmarkMicroserviceGammazeroStack/100-4        	   46670	     25684 ns/op	   22256 B/op	     714 allocs/op
BenchmarkMicroserviceGammazeroStack/100-4        	   47086	     25654 ns/op	   22256 B/op	     714 allocs/op
BenchmarkMicroserviceGammazeroStack/1000-4       	    4561	    241437 ns/op	  209073 B/op	    7026 allocs/op
BenchmarkMicroserviceGammazeroStack/1000-4       	    4772	    240600 ns/op	  209073 B/op	    7026 allocs/op
BenchmarkMicroserviceGammazeroStack/1000-4       	    4878	    241829 ns/op	  209073 B/op	    7026 allocs/op
BenchmarkMicroserviceGammazeroStack/1000-4       	    4724	    242833 ns/op	  209072 B/op	    7026 allocs/op
BenchmarkMicroserviceGammazeroStack/1000-4       	    4658	    241357 ns/op	  209072 B/op	    7026 allocs/op
BenchmarkMicroserviceGammazeroStack/1000-4       	    4681	    241575 ns/op	  209073 B/op	    7026 allocs/op
BenchmarkMicroserviceGammazeroStack/1000-4       	    4687	    241687 ns/op	  209073 B/op	    7026 allocs/op
BenchmarkMicroserviceGammazeroStack/1000-4       	    4534	    241063 ns/op	  209073 B/op	    7026 allocs/op
BenchmarkMicroserviceGammazeroStack/1000-4       	    4632	    242997 ns/op	  209073 B/op	    7026 allocs/op
BenchmarkMicroserviceGammazeroStack/1000-4       	    4702	    242890 ns/op	  209072 B/op	    7026 allocs/op
BenchmarkMicroserviceGammazeroStack/10000-4      	     459	   2598910 ns/op	 2691638 B/op	   70042 allocs/op
BenchmarkMicroserviceGammazeroStack/10000-4      	     459	   2602149 ns/op	 2691637 B/op	   70042 allocs/op
BenchmarkMicroserviceGammazeroStack/10000-4      	     462	   2600147 ns/op	 2691639 B/op	   70042 allocs/op
BenchmarkMicroserviceGammazeroStack/10000-4      	     462	   2611554 ns/op	 2691639 B/op	   70042 allocs/op
BenchmarkMicroserviceGammazeroStack/10000-4      	     463	   2600834 ns/op	 2691639 B/op	   70042 allocs/op
BenchmarkMicroserviceGammazeroStack/10000-4      	     464	   2587603 ns/op	 2691638 B/op	   70042 allocs/op
BenchmarkMicroserviceGammazeroStack/10000-4      	     464	   2605382 ns/op	 2691638 B/op	   70042 allocs/op
BenchmarkMicroserviceGammazeroStack/10000-4      	     460	   2597526 ns/op	 2691638 B/op	   70042 allocs/op
BenchmarkMicroserviceGammazeroStack/10000-4      	     460	   2609351 ns/op	 2691637 B/op	   70042 allocs/op
BenchmarkMicroserviceGammazeroStack/10000-4      	     465	   2627092 ns/op	 2691642 B/op	   70042 allocs/op
BenchmarkMicroserviceGammazeroStack/100000-4     	      38	  29779134 ns/op	23781700 B/op	  700054 allocs/op
BenchmarkMicroserviceGammazeroStack/100000-4     	      36	  30057262 ns/op	23781696 B/op	  700054 allocs/op
BenchmarkMicroserviceGammazeroStack/100000-4     	      38	  30220737 ns/op	23781715 B/op	  700054 allocs/op
BenchmarkMicroserviceGammazeroStack/100000-4     	      37	  29952774 ns/op	23781700 B/op	  700054 allocs/op
BenchmarkMicroserviceGammazeroStack/100000-4     	      38	  30048533 ns/op	23781707 B/op	  700054 allocs/op
BenchmarkMicroserviceGammazeroStack/100000-4     	      36	  29822708 ns/op	23781725 B/op	  700054 allocs/op
BenchmarkMicroserviceGammazeroStack/100000-4     	      37	  30106763 ns/op	23781700 B/op	  700054 allocs/op
BenchmarkMicroserviceGammazeroStack/100000-4     	      37	  29918374 ns/op	23781711 B/op	  700054 allocs/op
BenchmarkMicroserviceGammazeroStack/100000-4     	      34	  29534339 ns/op	23781736 B/op	  700054 allocs/op
BenchmarkMicroserviceGammazeroStack/100000-4     	      36	  30195531 ns/op	23781728 B/op	  700054 allocs/op
BenchmarkMicroserviceGammazeroStack/1000000-4    	       4	 315268214 ns/op	212662088 B/op	 7000066 allocs/op
BenchmarkMicroserviceGammazeroStack/1000000-4    	       4	 298995480 ns/op	212662064 B/op	 7000066 allocs/op
BenchmarkMicroserviceGammazeroStack/1000000-4    	       4	 302002668 ns/op	212662064 B/op	 7000066 allocs/op
BenchmarkMicroserviceGammazeroStack/1000000-4    	       4	 297755107 ns/op	212662184 B/op	 7000067 allocs/op
BenchmarkMicroserviceGammazeroStack/1000000-4    	       4	 296786058 ns/op	212662112 B/op	 7000066 allocs/op
BenchmarkMicroserviceGammazeroStack/1000000-4    	       4	 296221723 ns/op	212662136 B/op	 7000066 allocs/op
BenchmarkMicroserviceGammazeroStack/1000000-4    	       4	 295997854 ns/op	212662088 B/op	 7000066 allocs/op
BenchmarkMicroserviceGammazeroStack/1000000-4    	       4	 299646794 ns/op	212662160 B/op	 7000067 allocs/op
BenchmarkMicroserviceGammazeroStack/1000000-4    	       4	 295096938 ns/op	212662304 B/op	 7000068 allocs/op
BenchmarkMicroserviceGammazeroStack/1000000-4    	       4	 300924922 ns/op	212662160 B/op	 7000067 allocs/op
BenchmarkRefillFullGammazeroQueue/1-4            	  319465	      3569 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGammazeroQueue/1-4            	  325972	      3565 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGammazeroQueue/1-4            	  319194	      3532 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGammazeroQueue/1-4            	  327872	      3543 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGammazeroQueue/1-4            	  325093	      3570 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGammazeroQueue/1-4            	  324801	      3559 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGammazeroQueue/1-4            	  327513	      3552 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGammazeroQueue/1-4            	  325719	      3551 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGammazeroQueue/1-4            	  326996	      3551 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGammazeroQueue/1-4            	  324856	      3554 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGammazeroQueue/10-4           	   34062	     35207 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGammazeroQueue/10-4           	   34299	     35168 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGammazeroQueue/10-4           	   33981	     35073 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGammazeroQueue/10-4           	   33961	     35320 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGammazeroQueue/10-4           	   33944	     35321 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGammazeroQueue/10-4           	   34231	     35491 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGammazeroQueue/10-4           	   34438	     35122 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGammazeroQueue/10-4           	   33148	     35348 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGammazeroQueue/10-4           	   34243	     35378 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGammazeroQueue/10-4           	   33852	     35322 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGammazeroQueue/100-4          	    3387	    347316 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGammazeroQueue/100-4          	    3301	    366140 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGammazeroQueue/100-4          	    2934	    375014 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGammazeroQueue/100-4          	    3225	    348741 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGammazeroQueue/100-4          	    3369	    342440 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGammazeroQueue/100-4          	    3373	    343330 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGammazeroQueue/100-4          	    3410	    344673 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGammazeroQueue/100-4          	    3312	    342610 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGammazeroQueue/100-4          	    3396	    368546 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGammazeroQueue/100-4          	    3331	    345045 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGammazeroQueue/1000-4         	     349	   3453382 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkRefillFullGammazeroQueue/1000-4         	     348	   3422583 ns/op	 1600009 B/op	  100000 allocs/op
BenchmarkRefillFullGammazeroQueue/1000-4         	     349	   3411665 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkRefillFullGammazeroQueue/1000-4         	     351	   3438843 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkRefillFullGammazeroQueue/1000-4         	     350	   3442259 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkRefillFullGammazeroQueue/1000-4         	     349	   3426619 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkRefillFullGammazeroQueue/1000-4         	     351	   3410289 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkRefillFullGammazeroQueue/1000-4         	     345	   3440920 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkRefillFullGammazeroQueue/1000-4         	     346	   3461207 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkRefillFullGammazeroQueue/1000-4         	     340	   3473251 ns/op	 1600009 B/op	  100000 allocs/op
BenchmarkRefillFullGammazeroQueue/10000-4        	      31	  34950592 ns/op	16000055 B/op	 1000000 allocs/op
BenchmarkRefillFullGammazeroQueue/10000-4        	      33	  34586154 ns/op	16000046 B/op	 1000000 allocs/op
BenchmarkRefillFullGammazeroQueue/10000-4        	      33	  34611705 ns/op	16000058 B/op	 1000000 allocs/op
BenchmarkRefillFullGammazeroQueue/10000-4        	      32	  34417142 ns/op	16000045 B/op	 1000000 allocs/op
BenchmarkRefillFullGammazeroQueue/10000-4        	      33	  34534370 ns/op	16000037 B/op	 1000000 allocs/op
BenchmarkRefillFullGammazeroQueue/10000-4        	      33	  34571838 ns/op	16000023 B/op	 1000000 allocs/op
BenchmarkRefillFullGammazeroQueue/10000-4        	      34	  34307154 ns/op	16000053 B/op	 1000000 allocs/op
BenchmarkRefillFullGammazeroQueue/10000-4        	      33	  34478936 ns/op	16000032 B/op	 1000000 allocs/op
BenchmarkRefillFullGammazeroQueue/10000-4        	      33	  34405446 ns/op	16000046 B/op	 1000000 allocs/op
BenchmarkRefillFullGammazeroQueue/10000-4        	      33	  34395573 ns/op	16000046 B/op	 1000000 allocs/op
BenchmarkRefillFullGammazeroQueue/100000-4       	       2	 572725126 ns/op	631859248 B/op	10000400 allocs/op
BenchmarkRefillFullGammazeroQueue/100000-4       	       2	 582430212 ns/op	631859440 B/op	10000402 allocs/op
BenchmarkRefillFullGammazeroQueue/100000-4       	       2	 584018642 ns/op	631859680 B/op	10000405 allocs/op
BenchmarkRefillFullGammazeroQueue/100000-4       	       2	 576923698 ns/op	631859344 B/op	10000401 allocs/op
BenchmarkRefillFullGammazeroQueue/100000-4       	       2	 575094768 ns/op	631859536 B/op	10000403 allocs/op
BenchmarkRefillFullGammazeroQueue/100000-4       	       2	 572081364 ns/op	631859344 B/op	10000401 allocs/op
BenchmarkRefillFullGammazeroQueue/100000-4       	       2	 574283376 ns/op	631859344 B/op	10000401 allocs/op
BenchmarkRefillFullGammazeroQueue/100000-4       	       2	 582297356 ns/op	631859392 B/op	10000402 allocs/op
BenchmarkRefillFullGammazeroQueue/100000-4       	       2	 586675866 ns/op	631859440 B/op	10000402 allocs/op
BenchmarkRefillFullGammazeroQueue/100000-4       	       2	 586150992 ns/op	631859392 B/op	10000402 allocs/op
BenchmarkRefillFullGammazeroStack/1-4            	  329041	      3462 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGammazeroStack/1-4            	  332791	      3466 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGammazeroStack/1-4            	  335660	      3485 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGammazeroStack/1-4            	  332721	      3477 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGammazeroStack/1-4            	  334040	      3859 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGammazeroStack/1-4            	  315249	      3450 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGammazeroStack/1-4            	  332514	      3456 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGammazeroStack/1-4            	  336573	      3513 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGammazeroStack/1-4            	  329570	      3471 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGammazeroStack/1-4            	  335924	      3790 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGammazeroStack/10-4           	   32490	     34621 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGammazeroStack/10-4           	   34605	     34864 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGammazeroStack/10-4           	   34412	     34743 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGammazeroStack/10-4           	   34693	     34854 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGammazeroStack/10-4           	   34632	     34704 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGammazeroStack/10-4           	   34468	     34946 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGammazeroStack/10-4           	   34068	     34749 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGammazeroStack/10-4           	   34558	     34902 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGammazeroStack/10-4           	   34396	     34759 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGammazeroStack/10-4           	   34437	     35183 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGammazeroStack/100-4          	    3435	    337903 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGammazeroStack/100-4          	    3417	    337749 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGammazeroStack/100-4          	    3380	    336947 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGammazeroStack/100-4          	    3380	    339045 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGammazeroStack/100-4          	    3405	    338874 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGammazeroStack/100-4          	    3499	    340519 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGammazeroStack/100-4          	    3440	    341087 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGammazeroStack/100-4          	    3368	    363020 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGammazeroStack/100-4          	    3276	    365899 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGammazeroStack/100-4          	    3375	    341009 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGammazeroStack/1000-4         	     351	   3395472 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkRefillFullGammazeroStack/1000-4         	     354	   3391947 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkRefillFullGammazeroStack/1000-4         	     358	   3370384 ns/op	 1600008 B/op	  100000 allocs/op
BenchmarkRefillFullGammazeroStack/1000-4         	     355	   3367285 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkRefillFullGammazeroStack/1000-4         	     355	   3388027 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkRefillFullGammazeroStack/1000-4         	     354	   3411798 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkRefillFullGammazeroStack/1000-4         	     357	   3365975 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkRefillFullGammazeroStack/1000-4         	     358	   3361839 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkRefillFullGammazeroStack/1000-4         	     352	   3400260 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkRefillFullGammazeroStack/1000-4         	     354	   3400491 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkRefillFullGammazeroStack/10000-4        	      32	  34345142 ns/op	16000069 B/op	 1000000 allocs/op
BenchmarkRefillFullGammazeroStack/10000-4        	      32	  34534022 ns/op	16000024 B/op	 1000000 allocs/op
BenchmarkRefillFullGammazeroStack/10000-4        	      33	  37394758 ns/op	16000037 B/op	 1000000 allocs/op
BenchmarkRefillFullGammazeroStack/10000-4        	      31	  34589381 ns/op	16000052 B/op	 1000000 allocs/op
BenchmarkRefillFullGammazeroStack/10000-4        	      32	  34355282 ns/op	16000057 B/op	 1000000 allocs/op
BenchmarkRefillFullGammazeroStack/10000-4        	      34	  34147474 ns/op	16000059 B/op	 1000000 allocs/op
BenchmarkRefillFullGammazeroStack/10000-4        	      32	  34424275 ns/op	16000057 B/op	 1000000 allocs/op
BenchmarkRefillFullGammazeroStack/10000-4        	      33	  34123428 ns/op	16000046 B/op	 1000000 allocs/op
BenchmarkRefillFullGammazeroStack/10000-4        	      32	  34551712 ns/op	16000051 B/op	 1000000 allocs/op
BenchmarkRefillFullGammazeroStack/10000-4        	      33	  34472803 ns/op	16000052 B/op	 1000000 allocs/op
BenchmarkRefillFullGammazeroStack/100000-4       	       2	 571103476 ns/op	631859680 B/op	10000405 allocs/op
BenchmarkRefillFullGammazeroStack/100000-4       	       2	 568847823 ns/op	631859536 B/op	10000403 allocs/op
BenchmarkRefillFullGammazeroStack/100000-4       	       2	 613891538 ns/op	631859200 B/op	10000400 allocs/op
BenchmarkRefillFullGammazeroStack/100000-4       	       2	 563009672 ns/op	631859296 B/op	10000401 allocs/op
BenchmarkRefillFullGammazeroStack/100000-4       	       2	 579491448 ns/op	631859248 B/op	10000400 allocs/op
BenchmarkRefillFullGammazeroStack/100000-4       	       2	 566023784 ns/op	631859296 B/op	10000401 allocs/op
BenchmarkRefillFullGammazeroStack/100000-4       	       2	 563371656 ns/op	631859584 B/op	10000404 allocs/op
BenchmarkRefillFullGammazeroStack/100000-4       	       2	 570297790 ns/op	631859440 B/op	10000402 allocs/op
BenchmarkRefillFullGammazeroStack/100000-4       	       2	 572748082 ns/op	631859248 B/op	10000400 allocs/op
BenchmarkRefillFullGammazeroStack/100000-4       	       2	 561026138 ns/op	631859440 B/op	10000402 allocs/op
BenchmarkRefillGammazeroQueue/1-4                	  327166	      3534 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillGammazeroQueue/1-4                	  315744	      3543 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillGammazeroQueue/1-4                	  321820	      3546 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillGammazeroQueue/1-4                	  327120	      3543 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillGammazeroQueue/1-4                	  323596	      3547 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillGammazeroQueue/1-4                	  324698	      3519 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillGammazeroQueue/1-4                	  325618	      3538 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillGammazeroQueue/1-4                	  326013	      3557 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillGammazeroQueue/1-4                	  325798	      3560 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillGammazeroQueue/1-4                	  324758	      3564 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillGammazeroQueue/10-4               	   34948	     34584 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillGammazeroQueue/10-4               	   34540	     34391 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillGammazeroQueue/10-4               	   34928	     34393 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillGammazeroQueue/10-4               	   34938	     34549 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillGammazeroQueue/10-4               	   34687	     34812 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillGammazeroQueue/10-4               	   34483	     34731 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillGammazeroQueue/10-4               	   35096	     34531 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillGammazeroQueue/10-4               	   34822	     34489 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillGammazeroQueue/10-4               	   34866	     34549 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillGammazeroQueue/10-4               	   34779	     34510 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillGammazeroQueue/100-4              	    2488	    468305 ns/op	  697603 B/op	   10600 allocs/op
BenchmarkRefillGammazeroQueue/100-4              	    2482	    465896 ns/op	  697603 B/op	   10600 allocs/op
BenchmarkRefillGammazeroQueue/100-4              	    2445	    463840 ns/op	  697602 B/op	   10600 allocs/op
BenchmarkRefillGammazeroQueue/100-4              	    2474	    465782 ns/op	  697603 B/op	   10600 allocs/op
BenchmarkRefillGammazeroQueue/100-4              	    2488	    471069 ns/op	  697602 B/op	   10600 allocs/op
BenchmarkRefillGammazeroQueue/100-4              	    2484	    463737 ns/op	  697602 B/op	   10600 allocs/op
BenchmarkRefillGammazeroQueue/100-4              	    2492	    463950 ns/op	  697603 B/op	   10600 allocs/op
BenchmarkRefillGammazeroQueue/100-4              	    2456	    465513 ns/op	  697603 B/op	   10600 allocs/op
BenchmarkRefillGammazeroQueue/100-4              	    2480	    464026 ns/op	  697603 B/op	   10600 allocs/op
BenchmarkRefillGammazeroQueue/100-4              	    2478	    465220 ns/op	  697603 B/op	   10600 allocs/op
BenchmarkRefillGammazeroQueue/1000-4             	     285	   4178728 ns/op	 6438431 B/op	  101200 allocs/op
BenchmarkRefillGammazeroQueue/1000-4             	     285	   4229704 ns/op	 6438432 B/op	  101200 allocs/op
BenchmarkRefillGammazeroQueue/1000-4             	     285	   4200089 ns/op	 6438427 B/op	  101200 allocs/op
BenchmarkRefillGammazeroQueue/1000-4             	     285	   4205263 ns/op	 6438430 B/op	  101200 allocs/op
BenchmarkRefillGammazeroQueue/1000-4             	     285	   4391486 ns/op	 6438429 B/op	  101200 allocs/op
BenchmarkRefillGammazeroQueue/1000-4             	     270	   4214950 ns/op	 6438426 B/op	  101200 allocs/op
BenchmarkRefillGammazeroQueue/1000-4             	     286	   4185968 ns/op	 6438433 B/op	  101200 allocs/op
BenchmarkRefillGammazeroQueue/1000-4             	     267	   4282170 ns/op	 6438430 B/op	  101200 allocs/op
BenchmarkRefillGammazeroQueue/1000-4             	     282	   4218538 ns/op	 6438431 B/op	  101200 allocs/op
BenchmarkRefillGammazeroQueue/1000-4             	     286	   4194949 ns/op	 6438431 B/op	  101200 allocs/op
BenchmarkRefillGammazeroQueue/10000-4            	      25	  44771015 ns/op	94566473 B/op	 1002000 allocs/op
BenchmarkRefillGammazeroQueue/10000-4            	      25	  44658358 ns/op	94566496 B/op	 1002000 allocs/op
BenchmarkRefillGammazeroQueue/10000-4            	      25	  44600141 ns/op	94566477 B/op	 1002000 allocs/op
BenchmarkRefillGammazeroQueue/10000-4            	      25	  44354324 ns/op	94566515 B/op	 1002001 allocs/op
BenchmarkRefillGammazeroQueue/10000-4            	      25	  44721328 ns/op	94566469 B/op	 1002000 allocs/op
BenchmarkRefillGammazeroQueue/10000-4            	      24	  44606415 ns/op	94566484 B/op	 1002000 allocs/op
BenchmarkRefillGammazeroQueue/10000-4            	      25	  45374183 ns/op	94566496 B/op	 1002000 allocs/op
BenchmarkRefillGammazeroQueue/10000-4            	      24	  44512984 ns/op	94566500 B/op	 1002001 allocs/op
BenchmarkRefillGammazeroQueue/10000-4            	      24	  44695939 ns/op	94566500 B/op	 1002001 allocs/op
BenchmarkRefillGammazeroQueue/10000-4            	      24	  44885804 ns/op	94566476 B/op	 1002000 allocs/op
BenchmarkRefillGammazeroQueue/100000-4           	       2	 774215296 ns/op	789071736 B/op	10002630 allocs/op
BenchmarkRefillGammazeroQueue/100000-4           	       2	 774661179 ns/op	789071832 B/op	10002631 allocs/op
BenchmarkRefillGammazeroQueue/100000-4           	       2	 767687294 ns/op	789071448 B/op	10002627 allocs/op
BenchmarkRefillGammazeroQueue/100000-4           	       2	 784538768 ns/op	789070968 B/op	10002622 allocs/op
BenchmarkRefillGammazeroQueue/100000-4           	       2	 766287674 ns/op	789071832 B/op	10002631 allocs/op
BenchmarkRefillGammazeroQueue/100000-4           	       2	 773042736 ns/op	789072072 B/op	10002633 allocs/op
BenchmarkRefillGammazeroQueue/100000-4           	       2	 770771416 ns/op	789072216 B/op	10002635 allocs/op
BenchmarkRefillGammazeroQueue/100000-4           	       2	 760874932 ns/op	789072552 B/op	10002638 allocs/op
BenchmarkRefillGammazeroQueue/100000-4           	       2	 774343800 ns/op	789072024 B/op	10002633 allocs/op
