goos: darwin
goarch: amd64
pkg: github.com/ef-ds/deque-bench-tests
cpu: Intel(R) Core(TM) i5-7267U CPU @ 3.10GHz
BenchmarkFillDequeQueue/0-4         	29622061	        40.48 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDequeStack/10-4         	  426802	      2530 ns/op	    1392 B/op	      74 allocs/op
BenchmarkMicroserviceDequeStack/10-4         	  454701	      2513 ns/op	    1392 B/op	      74 allocs/op
BenchmarkMicroserviceDequeStack/10-4         	  442581	      2529 ns/op	    1392 B/op	      74 allocs/op
BenchmarkMicroserviceDequeStack/10-4         	  453654	      2526 ns/op	    1392 B/op	      74 allocs/op
BenchmarkMicroserviceDequeStack/10-4         	  444540	      2525 ns/op	    1392 B/op	      74 allocs/op
BenchmarkMicroserviceDequeStack/10-4         	  441741	      2558 ns/op	    1392 B/op	      74 allocs/op
BenchmarkMicroserviceDequeStack/10-4         	  434967	      2529 ns/op	    1392 B/op	      74 allocs/op
BenchmarkMicroserviceDequeStack/10-4         	  452163	      2520 ns/op	    1392 B/op	      74 allocs/op
BenchmarkMicroserviceDequeStack/100-4        	   52261	     23177 ns/op	   14080 B/op	     707 allocs/op
BenchmarkMicroserviceDequeStack/100-4        	   51783	     22949 ns/op	   14080 B/op	     707 allocs/op
BenchmarkMicroserviceDequeStack/100-4        	   52100	     22938 ns/op	   14080 B/op	     707 allocs/op
BenchmarkMicroserviceDequeStack/100-4        	   52245	     23107 ns/op	   14080 B/op	     707 allocs/op
BenchmarkMicroserviceDequeStack/100-4        	   52249	     22999 ns/op	   14080 B/op	     707 allocs/op
BenchmarkMicroserviceDequeStack/100-4        	   50358	     23455 ns/op	   14080 B/op	     707 allocs/op
BenchmarkMicroserviceDequeStack/100-4        	   50708	     23213 ns/op	   14080 B/op	     707 allocs/op
BenchmarkMicroserviceDequeStack/100-4        	   51290	     23322 ns/op	   14080 B/op	     707 allocs/op
BenchmarkMicroserviceDequeStack/100-4        	   50586	     23654 ns/op	   14080 B/op	     707 allocs/op
BenchmarkMicroserviceDequeStack/100-4        	   51675	     23496 ns/op	   14080 B/op	     707 allocs/op
BenchmarkMicroserviceDequeStack/1000-4       	    4708	    229163 ns/op	  121168 B/op	    7013 allocs/op
BenchmarkMicroserviceDequeStack/1000-4       	    4994	    230481 ns/op	  121168 B/op	    7013 allocs/op
BenchmarkMicroserviceDequeStack/1000-4       	    4620	    231060 ns/op	  121168 B/op	    7013 allocs/op
BenchmarkMicroserviceDequeStack/1000-4       	    5020	    229891 ns/op	  121168 B/op	    7013 allocs/op
BenchmarkMicroserviceDequeStack/1000-4       	    4816	    227739 ns/op	  121168 B/op	    7013 allocs/op
BenchmarkMicroserviceDequeStack/1000-4       	    4887	    228823 ns/op	  121168 B/op	    7013 allocs/op
BenchmarkMicroserviceDequeStack/1000-4       	    4785	    227485 ns/op	  121168 B/op	    7013 allocs/op
BenchmarkMicroserviceDequeStack/1000-4       	    4717	    227787 ns/op	  121168 B/op	    7013 allocs/op
BenchmarkMicroserviceDequeStack/1000-4       	    4742	    223897 ns/op	  121168 B/op	    7013 allocs/op
BenchmarkMicroserviceDequeStack/1000-4       	    4806	    227604 ns/op	  121168 B/op	    7013 allocs/op
BenchmarkMicroserviceDequeStack/10000-4      	     507	   2392319 ns/op	 1273794 B/op	   70151 allocs/op
BenchmarkMicroserviceDequeStack/10000-4      	     499	   2378478 ns/op	 1273796 B/op	   70151 allocs/op
BenchmarkMicroserviceDequeStack/10000-4      	     499	   2381092 ns/op	 1273794 B/op	   70151 allocs/op
BenchmarkMicroserviceDequeStack/10000-4      	     507	   2360400 ns/op	 1273796 B/op	   70151 allocs/op
BenchmarkMicroserviceDequeStack/10000-4      	     506	   2395420 ns/op	 1273795 B/op	   70151 allocs/op
BenchmarkMicroserviceDequeStack/10000-4      	     501	   2384741 ns/op	 1273796 B/op	   70151 allocs/op
BenchmarkMicroserviceDequeStack/10000-4      	     502	   2380042 ns/op	 1273795 B/op	   70151 allocs/op
BenchmarkMicroserviceDequeStack/10000-4      	     506	   2492249 ns/op	 1273795 B/op	   70151 allocs/op
BenchmarkMicroserviceDequeStack/10000-4      	     504	   2358887 ns/op	 1273795 B/op	   70151 allocs/op
BenchmarkMicroserviceDequeStack/10000-4      	     514	   2384625 ns/op	 1273794 B/op	   70151 allocs/op
BenchmarkMicroserviceDequeStack/100000-4     	      40	  25775257 ns/op	12829404 B/op	  701559 allocs/op
BenchmarkMicroserviceDequeStack/100000-4     	      44	  25826004 ns/op	12829400 B/op	  701559 allocs/op
BenchmarkMicroserviceDequeStack/100000-4     	      40	  27256205 ns/op	12829409 B/op	  701559 allocs/op
BenchmarkMicroserviceDequeStack/100000-4     	      39	  26533601 ns/op	12829420 B/op	  701559 allocs/op
BenchmarkMicroserviceDequeStack/100000-4     	      43	  25616572 ns/op	12829411 B/op	  701559 allocs/op
BenchmarkMicroserviceDequeStack/100000-4     	      43	  25818814 ns/op	12829427 B/op	  701559 allocs/op
BenchmarkMicroserviceDequeStack/100000-4     	      44	  25985736 ns/op	12829408 B/op	  701559 allocs/op
BenchmarkMicroserviceDequeStack/100000-4     	      42	  26104607 ns/op	12829424 B/op	  701559 allocs/op
BenchmarkMicroserviceDequeStack/100000-4     	      45	  26757024 ns/op	12829397 B/op	  701559 allocs/op
BenchmarkMicroserviceDequeStack/100000-4     	      45	  25860826 ns/op	12829418 B/op	  701559 allocs/op
BenchmarkMicroserviceDequeStack/1000000-4    	       4	 279204277 ns/op	128368568 B/op	 7015624 allocs/op
BenchmarkMicroserviceDequeStack/1000000-4    	       4	 270724726 ns/op	128368640 B/op	 7015625 allocs/op
BenchmarkMicroserviceDequeStack/1000000-4    	       4	 278413544 ns/op	128368688 B/op	 7015625 allocs/op
BenchmarkMicroserviceDequeStack/1000000-4    	       4	 269421870 ns/op	128368568 B/op	 7015624 allocs/op
BenchmarkMicroserviceDequeStack/1000000-4    	       4	 273628513 ns/op	128368640 B/op	 7015625 allocs/op
BenchmarkMicroserviceDequeStack/1000000-4    	       4	 272036228 ns/op	128368568 B/op	 7015624 allocs/op
BenchmarkMicroserviceDequeStack/1000000-4    	       4	 276946364 ns/op	128368688 B/op	 7015625 allocs/op
BenchmarkMicroserviceDequeStack/1000000-4    	       4	 271290221 ns/op	128368592 B/op	 7015624 allocs/op
BenchmarkMicroserviceDequeStack/1000000-4    	       4	 271340738 ns/op	128368544 B/op	 7015624 allocs/op
BenchmarkMicroserviceDequeStack/1000000-4    	       4	 272460543 ns/op	128368688 B/op	 7015625 allocs/op
BenchmarkRefillFullDequeQueue/1-4            	  325893	      3543 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeQueue/1-4            	  319536	      3593 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeQueue/1-4            	  326067	      3513 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeQueue/1-4            	  322651	      3511 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeQueue/1-4            	  332602	      3501 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeQueue/1-4            	  328113	      3507 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeQueue/1-4            	  319964	      3572 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeQueue/1-4            	  322706	      3535 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeQueue/1-4            	  320530	      3530 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeQueue/1-4            	  328786	      3478 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeQueue/10-4           	   35511	     34036 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeQueue/10-4           	   34976	     34306 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeQueue/10-4           	   35205	     33998 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeQueue/10-4           	   35083	     34140 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeQueue/10-4           	   35256	     34158 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeQueue/10-4           	   35425	     33860 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeQueue/10-4           	   35635	     33764 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeQueue/10-4           	   35287	     34324 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeQueue/10-4           	   33938	     35379 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeQueue/10-4           	   35311	     33666 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeQueue/100-4          	    3429	    332896 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeQueue/100-4          	    3433	    359292 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeQueue/100-4          	    3166	    337000 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeQueue/100-4          	    3296	    331952 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeQueue/100-4          	    3517	    330967 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeQueue/100-4          	    3282	    332634 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeQueue/100-4          	    3474	    329347 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeQueue/100-4          	    3464	    329808 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeQueue/100-4          	    3427	    332736 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeQueue/100-4          	    3450	    333671 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeQueue/1000-4         	     364	   3292979 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkRefillFullDequeQueue/1000-4         	     358	   3298943 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkRefillFullDequeQueue/1000-4         	     367	   3273230 ns/op	 1600002 B/op	  100000 allocs/op
BenchmarkRefillFullDequeQueue/1000-4         	     364	   3330407 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkRefillFullDequeQueue/1000-4         	     366	   3290087 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkRefillFullDequeQueue/1000-4         	     362	   3280805 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkRefillFullDequeQueue/1000-4         	     367	   3282880 ns/op	 1600001 B/op	  100000 allocs/op
BenchmarkRefillFullDequeQueue/1000-4         	     362	   3307512 ns/op	 1600001 B/op	  100000 allocs/op
BenchmarkRefillFullDequeQueue/1000-4         	     367	   3274692 ns/op	 1600002 B/op	  100000 allocs/op
BenchmarkRefillFullDequeQueue/1000-4         	     361	   3289743 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkRefillFullDequeQueue/10000-4        	      31	  35320533 ns/op	23139566 B/op	 1006813 allocs/op
BenchmarkRefillFullDequeQueue/10000-4        	      32	  35102624 ns/op	23139536 B/op	 1006812 allocs/op
BenchmarkRefillFullDequeQueue/10000-4        	      32	  35517199 ns/op	23139548 B/op	 1006813 allocs/op
BenchmarkRefillFullDequeQueue/10000-4        	      32	  35348488 ns/op	23139539 B/op	 1006812 allocs/op
BenchmarkRefillFullDequeQueue/10000-4        	      32	  35235020 ns/op	23139539 B/op	 1006812 allocs/op
BenchmarkRefillFullDequeQueue/10000-4        	      32	  35337715 ns/op	23139551 B/op	 1006813 allocs/op
BenchmarkRefillFullDequeQueue/10000-4        	      31	  35170945 ns/op	23139501 B/op	 1006813 allocs/op
BenchmarkRefillFullDequeQueue/10000-4        	      31	  35344599 ns/op	23139508 B/op	 1006813 allocs/op
BenchmarkRefillFullDequeQueue/10000-4        	      32	  35324666 ns/op	23139536 B/op	 1006812 allocs/op
BenchmarkRefillFullDequeQueue/10000-4        	      32	  35221792 ns/op	23139539 B/op	 1006812 allocs/op
BenchmarkRefillFullDequeQueue/100000-4       	       3	 387924748 ns/op	240827701 B/op	10077129 allocs/op
BenchmarkRefillFullDequeQueue/100000-4       	       3	 387334198 ns/op	240828085 B/op	10077133 allocs/op
BenchmarkRefillFullDequeQueue/100000-4       	       3	 388476139 ns/op	240828117 B/op	10077133 allocs/op
BenchmarkRefillFullDequeQueue/100000-4       	       3	 390926090 ns/op	240828149 B/op	10077133 allocs/op
BenchmarkRefillFullDequeQueue/100000-4       	       3	 390342882 ns/op	240827925 B/op	10077131 allocs/op
BenchmarkRefillFullDequeQueue/100000-4       	       3	 387563135 ns/op	240827829 B/op	10077130 allocs/op
BenchmarkRefillFullDequeQueue/100000-4       	       3	 385636186 ns/op	240827861 B/op	10077130 allocs/op
BenchmarkRefillFullDequeQueue/100000-4       	       3	 387692307 ns/op	240828277 B/op	10077135 allocs/op
BenchmarkRefillFullDequeQueue/100000-4       	       3	 385771950 ns/op	240827797 B/op	10077130 allocs/op
BenchmarkRefillFullDequeQueue/100000-4       	       3	 387802858 ns/op	240828181 B/op	10077134 allocs/op
BenchmarkRefillFullDequeStack/1-4            	  297864	      3787 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeStack/1-4            	  323572	      3603 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeStack/1-4            	  316204	      3616 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeStack/1-4            	  305980	      3616 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeStack/1-4            	  319956	      3592 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeStack/1-4            	  325468	      3580 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeStack/1-4            	  319472	      3622 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeStack/1-4            	  313308	      3581 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeStack/1-4            	  324381	      3650 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeStack/1-4            	  322504	      3579 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDequeStack/10-4           	   34399	     35133 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeStack/10-4           	   34519	     34993 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeStack/10-4           	   33796	     35823 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeStack/10-4           	   34585	     34796 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeStack/10-4           	   34680	     35103 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeStack/10-4           	   33406	     36036 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeStack/10-4           	   34082	     35142 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeStack/10-4           	   33794	     35381 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeStack/10-4           	   33466	     34935 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeStack/10-4           	   34033	     34925 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDequeStack/100-4          	    3240	    357444 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeStack/100-4          	    3201	    356328 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeStack/100-4          	    3171	    353428 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeStack/100-4          	    3475	    331524 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeStack/100-4          	    3477	    332938 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeStack/100-4          	    3530	    330256 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeStack/100-4          	    3552	    328182 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeStack/100-4          	    3510	    327650 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeStack/100-4          	    3374	    343744 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeStack/100-4          	    3459	    331121 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDequeStack/1000-4         	     357	   3334670 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkRefillFullDequeStack/1000-4         	     356	   3321211 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkRefillFullDequeStack/1000-4         	     360	   3346429 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkRefillFullDequeStack/1000-4         	     360	   3378262 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkRefillFullDequeStack/1000-4         	     355	   3341271 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkRefillFullDequeStack/1000-4         	     362	   3618858 ns/op	 1600001 B/op	  100000 allocs/op
BenchmarkRefillFullDequeStack/1000-4         	     339	   3345696 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkRefillFullDequeStack/1000-4         	     348	   3429113 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkRefillFullDequeStack/1000-4         	     356	   3352990 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkRefillFullDequeStack/1000-4         	     357	   3330137 ns/op	 1600002 B/op	  100000 allocs/op
BenchmarkRefillFullDequeStack/10000-4        	      32	  36330075 ns/op	23126439 B/op	 1006800 allocs/op
BenchmarkRefillFullDequeStack/10000-4        	      31	  35145206 ns/op	23126440 B/op	 1006800 allocs/op
BenchmarkRefillFullDequeStack/10000-4        	      31	  37838861 ns/op	23126446 B/op	 1006800 allocs/op
BenchmarkRefillFullDequeStack/10000-4        	      32	  35220954 ns/op	23126460 B/op	 1006800 allocs/op
BenchmarkRefillFullDequeStack/10000-4        	      32	  37377971 ns/op	23126454 B/op	 1006800 allocs/op
BenchmarkRefillFullDequeStack/10000-4        	      30	  35218206 ns/op	23126476 B/op	 1006800 allocs/op
BenchmarkRefillFullDequeStack/10000-4        	      32	  35103018 ns/op	23126439 B/op	 1006800 allocs/op
BenchmarkRefillFullDequeStack/10000-4        	      32	  35147042 ns/op	23126442 B/op	 1006800 allocs/op
BenchmarkRefillFullDequeStack/10000-4        	      31	  34984201 ns/op	23126461 B/op	 1006800 allocs/op
BenchmarkRefillFullDequeStack/10000-4        	      32	  35133786 ns/op	23126460 B/op	 1006800 allocs/op
BenchmarkRefillFullDequeStack/100000-4       	       3	 382447589 ns/op	240906272 B/op	10077207 allocs/op
BenchmarkRefillFullDequeStack/100000-4       	       3	 384435676 ns/op	240906208 B/op	10077206 allocs/op
BenchmarkRefillFullDequeStack/100000-4       	       3	 397560516 ns/op	240906112 B/op	10077205 allocs/op
BenchmarkRefillFullDequeStack/100000-4       	       3	 388171856 ns/op	240906144 B/op	10077205 allocs/op
BenchmarkRefillFullDequeStack/100000-4       	       3	 381951363 ns/op	240906368 B/op	10077208 allocs/op
BenchmarkRefillFullDequeStack/100000-4       	       3	 398017773 ns/op	240906208 B/op	10077206 allocs/op
BenchmarkRefillFullDequeStack/100000-4       	       3	 383647213 ns/op	240906496 B/op	10077209 allocs/op
BenchmarkRefillFullDequeStack/100000-4       	       3	 396536565 ns/op	240906208 B/op	10077206 allocs/op
BenchmarkRefillFullDequeStack/100000-4       	       3	 384424955 ns/op	240906368 B/op	10077208 allocs/op
BenchmarkRefillFullDequeStack/100000-4       	       3	 386957228 ns/op	240906368 B/op	10077208 allocs/op
BenchmarkRefillDequeQueue/1-4                	  291508	      3689 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeQueue/1-4                	  307608	      3722 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeQueue/1-4                	  300675	      3769 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeQueue/1-4                	  302958	      3698 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeQueue/1-4                	  305190	      3744 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeQueue/1-4                	  305272	      3731 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeQueue/1-4                	  304352	      3705 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeQueue/1-4                	  294639	      4005 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeQueue/1-4                	  301582	      3720 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeQueue/1-4                	  298761	      3669 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeQueue/10-4               	   33645	     35369 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeQueue/10-4               	   33135	     36327 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeQueue/10-4               	   33735	     36013 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeQueue/10-4               	   33814	     35462 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeQueue/10-4               	   33924	     35665 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeQueue/10-4               	   33692	     35579 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeQueue/10-4               	   33598	     35828 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeQueue/10-4               	   33484	     35352 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeQueue/10-4               	   33098	     36251 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeQueue/10-4               	   31956	     36942 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeQueue/100-4              	    3246	    355165 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillDequeQueue/100-4              	    3332	    347167 ns/op	  160002 B/op	   10000 allocs/op
BenchmarkRefillDequeQueue/100-4              	    3452	    370690 ns/op	  160002 B/op	   10000 allocs/op
BenchmarkRefillDequeQueue/100-4              	    3334	    343410 ns/op	  160002 B/op	   10000 allocs/op
BenchmarkRefillDequeQueue/100-4              	    3267	    347146 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillDequeQueue/100-4              	    3318	    347919 ns/op	  160002 B/op	   10000 allocs/op
BenchmarkRefillDequeQueue/100-4              	    3274	    362319 ns/op	  160002 B/op	   10000 allocs/op
BenchmarkRefillDequeQueue/100-4              	    3151	    350249 ns/op	  160002 B/op	   10000 allocs/op
BenchmarkRefillDequeQueue/100-4              	    3289	    353281 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillDequeQueue/100-4              	    3374	    347862 ns/op	  160002 B/op	   10000 allocs/op
BenchmarkRefillDequeQueue/1000-4             	     349	   3467491 ns/op	 1600038 B/op	  100000 allocs/op
BenchmarkRefillDequeQueue/1000-4             	     348	   3376866 ns/op	 1600036 B/op	  100000 allocs/op
BenchmarkRefillDequeQueue/1000-4             	     350	   3451884 ns/op	 1600035 B/op	  100000 allocs/op
BenchmarkRefillDequeQueue/1000-4             	     345	   3415975 ns/op	 1600035 B/op	  100000 allocs/op
BenchmarkRefillDequeQueue/1000-4             	     343	   3458556 ns/op	 1600038 B/op	  100000 allocs/op
BenchmarkRefillDequeQueue/1000-4             	     344	   3405746 ns/op	 1600040 B/op	  100000 allocs/op
BenchmarkRefillDequeQueue/1000-4             	     352	   3489216 ns/op	 1600037 B/op	  100000 allocs/op
BenchmarkRefillDequeQueue/1000-4             	     348	   3393018 ns/op	 1600035 B/op	  100000 allocs/op
BenchmarkRefillDequeQueue/1000-4             	     345	   3426469 ns/op	 1600036 B/op	  100000 allocs/op
BenchmarkRefillDequeQueue/1000-4             	     349	   3433708 ns/op	 1600036 B/op	  100000 allocs/op
BenchmarkRefillDequeQueue/10000-4            	      32	  34609556 ns/op	23140174 B/op	 1006813 allocs/op
BenchmarkRefillDequeQueue/10000-4            	      32	  36028872 ns/op	23140165 B/op	 1006813 allocs/op
BenchmarkRefillDequeQueue/10000-4            	      32	  34692091 ns/op	23140159 B/op	 1006813 allocs/op
BenchmarkRefillDequeQueue/10000-4            	      32	  36387313 ns/op	23140132 B/op	 1006813 allocs/op
BenchmarkRefillDequeQueue/10000-4            	      32	  34906824 ns/op	23140168 B/op	 1006813 allocs/op
BenchmarkRefillDequeQueue/10000-4            	      32	  34822254 ns/op	23140171 B/op	 1006813 allocs/op
BenchmarkRefillDequeQueue/10000-4            	      31	  34488527 ns/op	23140200 B/op	 1006813 allocs/op
BenchmarkRefillDequeQueue/10000-4            	      32	  36262787 ns/op	23140201 B/op	 1006814 allocs/op
BenchmarkRefillDequeQueue/10000-4            	      32	  34691617 ns/op	23140144 B/op	 1006813 allocs/op
BenchmarkRefillDequeQueue/10000-4            	      32	  34354802 ns/op	23140144 B/op	 1006813 allocs/op
BenchmarkRefillDequeQueue/100000-4           	       3	 391225877 ns/op	240833968 B/op	10077140 allocs/op
BenchmarkRefillDequeQueue/100000-4           	       3	 386161894 ns/op	240834000 B/op	10077140 allocs/op
BenchmarkRefillDequeQueue/100000-4           	       3	 387773392 ns/op	240834064 B/op	10077141 allocs/op
BenchmarkRefillDequeQueue/100000-4           	       3	 402428308 ns/op	240833776 B/op	10077138 allocs/op
BenchmarkRefillDequeQueue/100000-4           	       3	 391051291 ns/op	240833936 B/op	10077140 allocs/op
BenchmarkRefillDequeQueue/100000-4           	       3	 388175529 ns/op	240833840 B/op	10077139 allocs/op
BenchmarkRefillDequeQueue/100000-4           	       3	 391093970 ns/op	240833616 B/op	10077136 allocs/op
BenchmarkRefillDequeQueue/100000-4           	       3	 387947072 ns/op	240833776 B/op	10077138 allocs/op
BenchmarkRefillDequeQueue/100000-4           	       3	 393658332 ns/op	240833872 B/op	10077139 allocs/op
BenchmarkRefillDequeQueue/100000-4           	       3	 386565551 ns/op	240833872 B/op	10077139 allocs/op
BenchmarkRefillDequeStack/1-4                	  305941	      3910 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeStack/1-4                	  302646	      3689 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeStack/1-4                	  305701	      3658 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeStack/1-4                	  300810	      3684 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeStack/1-4                	  305793	      3664 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeStack/1-4                	  307002	      3682 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeStack/1-4                	  299770	      3624 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeStack/1-4                	  305349	      3668 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeStack/1-4                	  307557	      3675 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeStack/1-4                	  303304	      3634 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDequeStack/10-4               	   34424	     33891 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeStack/10-4               	   34923	     34040 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeStack/10-4               	   35022	     34429 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeStack/10-4               	   34176	     34049 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeStack/10-4               	   34762	     34105 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeStack/10-4               	   34747	     34270 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeStack/10-4               	   35055	     34062 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeStack/10-4               	   33854	     35300 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeStack/10-4               	   34870	     34243 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDequeStack/10-4               	   35098	     33942 ns/op	   16000 B/op	    1000 allocs/op
