goos: darwin
goarch: amd64
pkg: github.com/ef-ds/deque-bench-tests
cpu: Intel(R) Core(TM) i5-7267U CPU @ 3.10GHz
BenchmarkFillImpl7Queue/0-4         	27607797	        40.18 ns/op	      48 B/op	       1 allocs/op
BenchmarkRefillImpl7Queue/1000-4             	     326	   3679635 ns/op	 3316812 B/op	  102200 allocs/op
BenchmarkRefillImpl7Queue/1000-4             	     330	   3626059 ns/op	 3316815 B/op	  102200 allocs/op
BenchmarkRefillImpl7Queue/1000-4             	     331	   3621753 ns/op	 3316814 B/op	  102200 allocs/op
BenchmarkRefillImpl7Queue/1000-4             	     331	   3604103 ns/op	 3316819 B/op	  102200 allocs/op
BenchmarkRefillImpl7Queue/1000-4             	     331	   3631497 ns/op	 3316816 B/op	  102200 allocs/op
BenchmarkRefillImpl7Queue/1000-4             	     327	   3627245 ns/op	 3316816 B/op	  102200 allocs/op
BenchmarkRefillImpl7Queue/1000-4             	     331	   3637406 ns/op	 3316813 B/op	  102200 allocs/op
BenchmarkRefillImpl7Queue/1000-4             	     330	   3635946 ns/op	 3316814 B/op	  102200 allocs/op
BenchmarkRefillImpl7Queue/10000-4            	      30	  36837434 ns/op	32276923 B/op	 1016201 allocs/op
BenchmarkRefillImpl7Queue/10000-4            	      28	  39504444 ns/op	32276928 B/op	 1016201 allocs/op
BenchmarkRefillImpl7Queue/10000-4            	      30	  36713098 ns/op	32276888 B/op	 1016200 allocs/op
BenchmarkRefillImpl7Queue/10000-4            	      30	  36697962 ns/op	32276897 B/op	 1016201 allocs/op
BenchmarkRefillImpl7Queue/10000-4            	      31	  36683638 ns/op	32276913 B/op	 1016201 allocs/op
BenchmarkRefillImpl7Queue/10000-4            	      30	  36536607 ns/op	32276907 B/op	 1016201 allocs/op
BenchmarkRefillImpl7Queue/10000-4            	      30	  36672404 ns/op	32276958 B/op	 1016201 allocs/op
BenchmarkRefillImpl7Queue/10000-4            	      30	  36718661 ns/op	32276894 B/op	 1016201 allocs/op
BenchmarkRefillImpl7Queue/10000-4            	      30	  39754457 ns/op	32276932 B/op	 1016201 allocs/op
BenchmarkRefillImpl7Queue/10000-4            	      28	  36672074 ns/op	32276949 B/op	 1016201 allocs/op
BenchmarkRefillImpl7Queue/100000-4           	       3	 371353887 ns/op	322710064 B/op	10157013 allocs/op
BenchmarkRefillImpl7Queue/100000-4           	       3	 372076555 ns/op	322710128 B/op	10157014 allocs/op
BenchmarkRefillImpl7Queue/100000-4           	       3	 370238045 ns/op	322709776 B/op	10157010 allocs/op
BenchmarkRefillImpl7Queue/100000-4           	       3	 371548040 ns/op	322710064 B/op	10157013 allocs/op
BenchmarkRefillImpl7Queue/100000-4           	       3	 371191900 ns/op	322710096 B/op	10157013 allocs/op
BenchmarkRefillImpl7Queue/100000-4           	       3	 371839928 ns/op	322709872 B/op	10157011 allocs/op
BenchmarkRefillImpl7Queue/100000-4           	       3	 371270870 ns/op	322709744 B/op	10157010 allocs/op
BenchmarkRefillImpl7Queue/100000-4           	       3	 371190692 ns/op	322710064 B/op	10157013 allocs/op
BenchmarkRefillImpl7Queue/100000-4           	       3	 372922923 ns/op	322710160 B/op	10157014 allocs/op
BenchmarkRefillImpl7Queue/100000-4           	       3	 373628878 ns/op	322709744 B/op	10157010 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1-4          	16305120	       102.1 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1-4          	11429636	       102.3 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1-4          	11698467	       103.1 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1-4          	11674966	       101.4 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1-4          	11670134	       102.1 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1-4          	11707432	       102.2 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1-4          	11242071	       101.9 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1-4          	11629912	       102.1 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1-4          	11541708	       101.7 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1-4          	11624230	       103.3 ns/op	      64 B/op	       3 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10-4         	 1000000	      1029 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10-4         	 1000000	      1027 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10-4         	 1000000	      1031 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10-4         	 1000000	      1025 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10-4         	 1000000	      1027 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10-4         	 1000000	      1031 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10-4         	 1000000	      1032 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10-4         	 1000000	      1029 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10-4         	 1000000	      1024 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10-4         	 1000000	      1029 ns/op	     640 B/op	      30 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100-4        	  117578	     10171 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100-4        	  116319	     10195 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100-4        	  116284	     10709 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100-4        	  112473	     10197 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100-4        	  116031	     10131 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100-4        	  117895	     10167 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100-4        	  118698	     10152 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100-4        	  117421	     10163 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100-4        	  114130	     10106 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100-4        	  115555	     10095 ns/op	    6400 B/op	     300 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000-4       	   10000	    101639 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000-4       	   10000	    101901 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000-4       	   10000	    101316 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000-4       	   10000	    100999 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000-4       	   11786	    101903 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000-4       	   10000	    101394 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000-4       	   10000	    102104 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000-4       	   10000	    102013 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000-4       	   10000	    102185 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000-4       	   10000	    101416 ns/op	   64000 B/op	    3000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10000-4      	    1156	   1011851 ns/op	  640001 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10000-4      	    1168	   1013572 ns/op	  640002 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10000-4      	    1162	   1018763 ns/op	  640002 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10000-4      	    1178	   1010475 ns/op	  640002 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10000-4      	    1174	   1015386 ns/op	  640002 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10000-4      	    1176	   1015435 ns/op	  640003 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10000-4      	    1172	   1013777 ns/op	  640002 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10000-4      	    1168	   1012661 ns/op	  640002 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10000-4      	    1183	   1014102 ns/op	  640001 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/10000-4      	    1174	   1020731 ns/op	  640002 B/op	   30000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100000-4     	     100	  10111241 ns/op	 6400030 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100000-4     	     100	  10203455 ns/op	 6400022 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100000-4     	     100	  10193236 ns/op	 6400027 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100000-4     	     100	  10250864 ns/op	 6400024 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100000-4     	     100	  10138675 ns/op	 6400027 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100000-4     	     100	  10219724 ns/op	 6400026 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100000-4     	     100	  10156511 ns/op	 6400020 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100000-4     	     100	  10161311 ns/op	 6400033 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100000-4     	     100	  10125905 ns/op	 6400028 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/100000-4     	     100	  10261249 ns/op	 6400024 B/op	  300000 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000000-4    	      10	 102042982 ns/op	64000240 B/op	 3000002 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000000-4    	      10	 102297562 ns/op	64000240 B/op	 3000002 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000000-4    	      10	 101456907 ns/op	64000230 B/op	 3000002 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000000-4    	      10	 101338562 ns/op	64000249 B/op	 3000002 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000000-4    	      10	 101369405 ns/op	64000288 B/op	 3000003 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000000-4    	      10	 101171637 ns/op	64000259 B/op	 3000002 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000000-4    	      10	 100896454 ns/op	64000192 B/op	 3000002 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000000-4    	      10	 101221055 ns/op	64000259 B/op	 3000002 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000000-4    	      10	 102220282 ns/op	64000201 B/op	 3000002 allocs/op
BenchmarkSlowDecreaseImpl7Queue/1000000-4    	      10	 101253510 ns/op	64000326 B/op	 3000003 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1-4          	 5092644	       235.3 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1-4          	 5022937	       235.5 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1-4          	 5045360	       236.2 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1-4          	 5125420	       250.9 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1-4          	 5116521	       237.0 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1-4          	 5092628	       236.5 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1-4          	 5053954	       234.8 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1-4          	 5083665	       234.8 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1-4          	 5119153	       234.4 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1-4          	 5126485	       235.9 ns/op	     160 B/op	       6 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10-4         	  732802	      1517 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10-4         	  786967	      1509 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10-4         	  756127	      1509 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10-4         	  761800	      1520 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10-4         	  780152	      1531 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10-4         	  779640	      1507 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10-4         	  772972	      1512 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10-4         	  786362	      1505 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10-4         	  753391	      1512 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10-4         	  782196	      1513 ns/op	    2976 B/op	      29 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100-4        	  154107	      7605 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100-4        	  154612	      7666 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100-4        	  154312	      7591 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100-4        	  154080	      7596 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100-4        	  154032	      7601 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100-4        	  155126	      7620 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100-4        	  151952	      7595 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100-4        	  155040	      7598 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100-4        	  153171	      7586 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100-4        	  153520	      7623 ns/op	    7936 B/op	     211 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000-4       	   16982	     69668 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000-4       	   16982	     69585 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000-4       	   17036	     69486 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000-4       	   16939	     69691 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000-4       	   17072	     69631 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000-4       	   16846	     69547 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000-4       	   16686	     69677 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000-4       	   17088	     69917 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000-4       	   17136	     69817 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000-4       	   17076	     69679 ns/op	   65856 B/op	    2039 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10000-4      	    1664	    702797 ns/op	  647137 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10000-4      	    1684	    700143 ns/op	  647137 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10000-4      	    1680	    700007 ns/op	  647138 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10000-4      	    1657	    700338 ns/op	  647137 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10000-4      	    1611	    703058 ns/op	  647137 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10000-4      	    1666	    740044 ns/op	  647138 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10000-4      	    1568	    719051 ns/op	  647138 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10000-4      	    1662	    701092 ns/op	  647137 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10000-4      	    1675	    702317 ns/op	  647138 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7Queue/10000-4      	    1676	    698501 ns/op	  647137 B/op	   20321 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100000-4     	     142	   8258268 ns/op	 6451638 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100000-4     	     142	   8229263 ns/op	 6451632 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100000-4     	     142	   8332009 ns/op	 6451633 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100000-4     	     142	   8290561 ns/op	 6451638 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100000-4     	     141	   8365263 ns/op	 6451639 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100000-4     	     142	   8268710 ns/op	 6451628 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100000-4     	     142	   8232347 ns/op	 6451632 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100000-4     	     142	   8277580 ns/op	 6451638 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100000-4     	     141	   8277862 ns/op	 6451630 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7Queue/100000-4     	     141	   8436612 ns/op	 6451630 B/op	  203133 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000000-4    	      12	  90565894 ns/op	64500592 B/op	 2031257 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000000-4    	      13	  88259445 ns/op	64500635 B/op	 2031257 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000000-4    	      12	  88203643 ns/op	64500584 B/op	 2031257 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000000-4    	      13	  89185113 ns/op	64500642 B/op	 2031257 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000000-4    	      13	  87000539 ns/op	64500649 B/op	 2031257 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000000-4    	      13	  87964110 ns/op	64500612 B/op	 2031257 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000000-4    	      13	  87872432 ns/op	64500598 B/op	 2031257 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000000-4    	      13	  87712462 ns/op	64500612 B/op	 2031257 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000000-4    	      13	 110274748 ns/op	64500649 B/op	 2031257 allocs/op
BenchmarkSlowIncreaseImpl7Queue/1000000-4    	      13	  87208746 ns/op	64500642 B/op	 2031257 allocs/op
BenchmarkStableImpl7Queue/1-4                	30618696	        36.41 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7Queue/1-4                	31665903	        36.52 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7Queue/1-4                	31728873	        36.66 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7Queue/1-4                	31052558	        36.82 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7Queue/1-4                	31880802	        36.73 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7Queue/1-4                	31717717	        36.32 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7Queue/1-4                	32177425	        36.59 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7Queue/1-4                	31129790	        37.21 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7Queue/1-4                	31332660	        36.39 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7Queue/1-4                	30239248	        36.24 ns/op	      32 B/op	       1 allocs/op
BenchmarkStableImpl7Queue/10-4               	 3274074	       367.8 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7Queue/10-4               	 3214030	       372.1 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7Queue/10-4               	 3260011	       370.2 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7Queue/10-4               	 3269550	       367.7 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7Queue/10-4               	 3218556	       369.2 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7Queue/10-4               	 3277338	       390.6 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7Queue/10-4               	 3251748	       368.4 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7Queue/10-4               	 3287421	       368.8 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7Queue/10-4               	 3277818	       367.4 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7Queue/10-4               	 3237421	       371.5 ns/op	     322 B/op	      10 allocs/op
BenchmarkStableImpl7Queue/100-4              	  329916	      3590 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7Queue/100-4              	  322866	      3589 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7Queue/100-4              	  322958	      3585 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7Queue/100-4              	  316948	      3596 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7Queue/100-4              	  314964	      3621 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7Queue/100-4              	  323704	      3604 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7Queue/100-4              	  303816	      3590 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7Queue/100-4              	  320846	      3608 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7Queue/100-4              	  323152	      3597 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7Queue/100-4              	  320516	      3595 ns/op	    3225 B/op	     101 allocs/op
BenchmarkStableImpl7Queue/1000-4             	   33324	     35811 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7Queue/1000-4             	   33408	     36033 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7Queue/1000-4             	   33828	     35711 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7Queue/1000-4             	   33099	     35619 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7Queue/1000-4             	   33655	     35940 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7Queue/1000-4             	   33212	     35974 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7Queue/1000-4             	   33694	     36004 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7Queue/1000-4             	   33829	     35697 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7Queue/1000-4             	   33004	     35988 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7Queue/1000-4             	   33540	     35771 ns/op	   32250 B/op	    1015 allocs/op
BenchmarkStableImpl7Queue/10000-4            	    3253	    357758 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkStableImpl7Queue/10000-4            	    2780	    361124 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkStableImpl7Queue/10000-4            	    3170	    359975 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkStableImpl7Queue/10000-4            	    3252	    355602 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkStableImpl7Queue/10000-4            	    3124	    356711 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkStableImpl7Queue/10000-4            	    3213	    357767 ns/op	  322501 B/op	   10156 allocs/op
BenchmarkStableImpl7Queue/10000-4            	    3250	    358244 ns/op	  322500 B/op	   10156 allocs/op
BenchmarkStableImpl7Queue/10000-4            	    3160	    358415 ns/op	  322501 B/op	   10156 allocs/op
BenchmarkStableImpl7Queue/10000-4            	    3153	    360868 ns/op	  322501 B/op	   10156 allocs/op
BenchmarkStableImpl7Queue/10000-4            	    3082	    360806 ns/op	  322501 B/op	   10156 allocs/op
BenchmarkStableImpl7Queue/100000-4           	     334	   3571905 ns/op	 3225007 B/op	  101562 allocs/op
BenchmarkStableImpl7Queue/100000-4           	     336	   3588690 ns/op	 3225012 B/op	  101562 allocs/op
BenchmarkStableImpl7Queue/100000-4           	     337	   3592167 ns/op	 3225008 B/op	  101562 allocs/op
BenchmarkStableImpl7Queue/100000-4           	     334	   3600106 ns/op	 3225012 B/op	  101562 allocs/op
BenchmarkStableImpl7Queue/100000-4           	     326	   3571908 ns/op	 3225011 B/op	  101562 allocs/op
BenchmarkStableImpl7Queue/100000-4           	     336	   3574018 ns/op	 3225009 B/op	  101562 allocs/op
BenchmarkStableImpl7Queue/100000-4           	     336	   3602609 ns/op	 3225011 B/op	  101562 allocs/op
BenchmarkStableImpl7Queue/100000-4           	     333	   4005130 ns/op	 3225015 B/op	  101562 allocs/op
BenchmarkStableImpl7Queue/100000-4           	     325	   3551485 ns/op	 3225007 B/op	  101562 allocs/op
BenchmarkStableImpl7Queue/100000-4           	     334	   3597381 ns/op	 3225012 B/op	  101562 allocs/op
BenchmarkStableImpl7Queue/1000000-4          	      30	  35974184 ns/op	32250092 B/op	 1015625 allocs/op
BenchmarkStableImpl7Queue/1000000-4          	      31	  35743943 ns/op	32250056 B/op	 1015625 allocs/op
BenchmarkStableImpl7Queue/1000000-4          	      31	  36436716 ns/op	32250062 B/op	 1015625 allocs/op
BenchmarkStableImpl7Queue/1000000-4          	      31	  35743406 ns/op	32250084 B/op	 1015626 allocs/op
BenchmarkStableImpl7Queue/1000000-4          	      28	  35868172 ns/op	32250096 B/op	 1015626 allocs/op
BenchmarkStableImpl7Queue/1000000-4          	      31	  35765878 ns/op	32250135 B/op	 1015626 allocs/op
BenchmarkStableImpl7Queue/1000000-4          	      32	  35929083 ns/op	32250084 B/op	 1015625 allocs/op
BenchmarkStableImpl7Queue/1000000-4          	      30	  36200503 ns/op	32250060 B/op	 1015625 allocs/op
BenchmarkStableImpl7Queue/1000000-4          	      32	  46847882 ns/op	32250072 B/op	 1015625 allocs/op
BenchmarkStableImpl7Queue/1000000-4          	      31	  36371190 ns/op	32250081 B/op	 1015626 allocs/op
PASS
ok  	github.com/ef-ds/deque-bench-tests	703.153s
