goos: darwin
goarch: amd64
pkg: github.com/ef-ds/deque-bench-tests
cpu: Intel(R) Core(TM) i5-7267U CPU @ 3.10GHz
BenchmarkFillListQueue/0-4         	26576101	        49.53 ns/op	      48 B/op	       1 allocs/op
BenchmarkMicroserviceListStack/100-4        	   25218	     47899 ns/op	   44848 B/op	    1401 allocs/op
BenchmarkMicroserviceListStack/100-4        	   25144	     47751 ns/op	   44848 B/op	    1401 allocs/op
BenchmarkMicroserviceListStack/100-4        	   25146	     47955 ns/op	   44848 B/op	    1401 allocs/op
BenchmarkMicroserviceListStack/100-4        	   25264	     47855 ns/op	   44848 B/op	    1401 allocs/op
BenchmarkMicroserviceListStack/100-4        	   25068	     47844 ns/op	   44848 B/op	    1401 allocs/op
BenchmarkMicroserviceListStack/100-4        	   25076	     48227 ns/op	   44848 B/op	    1401 allocs/op
BenchmarkMicroserviceListStack/100-4        	   25052	     48041 ns/op	   44848 B/op	    1401 allocs/op
BenchmarkMicroserviceListStack/100-4        	   24325	     47826 ns/op	   44848 B/op	    1401 allocs/op
BenchmarkMicroserviceListStack/1000-4       	    2409	    480042 ns/op	  448049 B/op	   14001 allocs/op
BenchmarkMicroserviceListStack/1000-4       	    2428	    480054 ns/op	  448049 B/op	   14001 allocs/op
BenchmarkMicroserviceListStack/1000-4       	    2437	    477481 ns/op	  448048 B/op	   14001 allocs/op
BenchmarkMicroserviceListStack/1000-4       	    2431	    478562 ns/op	  448049 B/op	   14001 allocs/op
BenchmarkMicroserviceListStack/1000-4       	    2425	    481379 ns/op	  448048 B/op	   14001 allocs/op
BenchmarkMicroserviceListStack/1000-4       	    2392	    477883 ns/op	  448049 B/op	   14001 allocs/op
BenchmarkMicroserviceListStack/1000-4       	    2425	    478719 ns/op	  448049 B/op	   14001 allocs/op
BenchmarkMicroserviceListStack/1000-4       	    2409	    477486 ns/op	  448049 B/op	   14001 allocs/op
BenchmarkMicroserviceListStack/1000-4       	    2424	    480527 ns/op	  448049 B/op	   14001 allocs/op
BenchmarkMicroserviceListStack/1000-4       	    2427	    481834 ns/op	  448049 B/op	   14001 allocs/op
BenchmarkMicroserviceListStack/10000-4      	     230	   5747052 ns/op	 4480068 B/op	  140001 allocs/op
BenchmarkMicroserviceListStack/10000-4      	     224	   5416889 ns/op	 4480063 B/op	  140001 allocs/op
BenchmarkMicroserviceListStack/10000-4      	     224	   5285741 ns/op	 4480070 B/op	  140001 allocs/op
BenchmarkMicroserviceListStack/10000-4      	     225	   5392180 ns/op	 4480073 B/op	  140001 allocs/op
BenchmarkMicroserviceListStack/10000-4      	     222	   5427699 ns/op	 4480066 B/op	  140001 allocs/op
BenchmarkMicroserviceListStack/10000-4      	     220	   5281284 ns/op	 4480071 B/op	  140001 allocs/op
BenchmarkMicroserviceListStack/10000-4      	     223	   5402043 ns/op	 4480068 B/op	  140001 allocs/op
BenchmarkMicroserviceListStack/10000-4      	     219	   5426847 ns/op	 4480064 B/op	  140001 allocs/op
BenchmarkMicroserviceListStack/10000-4      	     220	   5366797 ns/op	 4480063 B/op	  140001 allocs/op
BenchmarkMicroserviceListStack/10000-4      	     214	   5347159 ns/op	 4480065 B/op	  140001 allocs/op
BenchmarkMicroserviceListStack/100000-4     	      14	  81167520 ns/op	44800102 B/op	 1400001 allocs/op
BenchmarkMicroserviceListStack/100000-4     	      14	  77932436 ns/op	44800089 B/op	 1400001 allocs/op
BenchmarkMicroserviceListStack/100000-4     	      15	  77696067 ns/op	44800124 B/op	 1400001 allocs/op
BenchmarkMicroserviceListStack/100000-4     	      13	  81159130 ns/op	44800092 B/op	 1400001 allocs/op
BenchmarkMicroserviceListStack/100000-4     	      13	  80042554 ns/op	44800114 B/op	 1400001 allocs/op
BenchmarkMicroserviceListStack/100000-4     	      14	  80173810 ns/op	44800123 B/op	 1400001 allocs/op
BenchmarkMicroserviceListStack/100000-4     	      14	  80347939 ns/op	44800137 B/op	 1400001 allocs/op
BenchmarkMicroserviceListStack/100000-4     	      13	  77891173 ns/op	44800077 B/op	 1400001 allocs/op
BenchmarkMicroserviceListStack/100000-4     	      14	  78426552 ns/op	44800109 B/op	 1400001 allocs/op
BenchmarkMicroserviceListStack/100000-4     	      14	  79498717 ns/op	44800116 B/op	 1400001 allocs/op
BenchmarkMicroserviceListStack/1000000-4    	       2	 714309467 ns/op	448000480 B/op	14000005 allocs/op
BenchmarkMicroserviceListStack/1000000-4    	       2	 736351506 ns/op	448000384 B/op	14000004 allocs/op
BenchmarkMicroserviceListStack/1000000-4    	       2	 744557466 ns/op	448000384 B/op	14000004 allocs/op
BenchmarkMicroserviceListStack/1000000-4    	       2	 761848801 ns/op	448000528 B/op	14000006 allocs/op
BenchmarkMicroserviceListStack/1000000-4    	       2	 706817930 ns/op	448000336 B/op	14000004 allocs/op
BenchmarkMicroserviceListStack/1000000-4    	       2	 748125251 ns/op	448000240 B/op	14000003 allocs/op
BenchmarkMicroserviceListStack/1000000-4    	       2	 731415386 ns/op	448000336 B/op	14000004 allocs/op
BenchmarkMicroserviceListStack/1000000-4    	       2	 741754446 ns/op	448000384 B/op	14000004 allocs/op
BenchmarkMicroserviceListStack/1000000-4    	       2	 733420019 ns/op	448000192 B/op	14000002 allocs/op
BenchmarkMicroserviceListStack/1000000-4    	       2	 774906355 ns/op	448000144 B/op	14000002 allocs/op
BenchmarkRefillFullListQueue/1-4            	  136002	      8227 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListQueue/1-4            	  144321	      8254 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListQueue/1-4            	  142758	      8206 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListQueue/1-4            	  141445	      8233 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListQueue/1-4            	  144337	      8250 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListQueue/1-4            	  142542	      8780 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListQueue/1-4            	  128869	      8473 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListQueue/1-4            	  141570	      8220 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListQueue/1-4            	  137888	      8274 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListQueue/1-4            	  143611	      8263 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListQueue/10-4           	   12822	     93647 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListQueue/10-4           	   12716	     94029 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListQueue/10-4           	   12661	     92517 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListQueue/10-4           	   12384	     92766 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListQueue/10-4           	   12440	     93631 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListQueue/10-4           	   12837	     90886 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListQueue/10-4           	   12555	     95299 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListQueue/10-4           	   12706	     94675 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListQueue/10-4           	   12686	     92042 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListQueue/10-4           	   12679	     93725 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListQueue/100-4          	    1254	    949080 ns/op	  640001 B/op	   20000 allocs/op
BenchmarkRefillFullListQueue/100-4          	    1237	    930488 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullListQueue/100-4          	    1249	    932647 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullListQueue/100-4          	    1324	    949829 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullListQueue/100-4          	    1322	    954329 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullListQueue/100-4          	    1185	    953049 ns/op	  640001 B/op	   20000 allocs/op
BenchmarkRefillFullListQueue/100-4          	    1155	    939478 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullListQueue/100-4          	    1258	    931435 ns/op	  640001 B/op	   20000 allocs/op
BenchmarkRefillFullListQueue/100-4          	    1248	    936854 ns/op	  640001 B/op	   20000 allocs/op
BenchmarkRefillFullListQueue/100-4          	    1243	    920724 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullListQueue/1000-4         	     120	   9416032 ns/op	 6400007 B/op	  200000 allocs/op
BenchmarkRefillFullListQueue/1000-4         	     127	   9659337 ns/op	 6400005 B/op	  200000 allocs/op
BenchmarkRefillFullListQueue/1000-4         	     124	   9901981 ns/op	 6400005 B/op	  200000 allocs/op
BenchmarkRefillFullListQueue/1000-4         	     124	   9466556 ns/op	 6400010 B/op	  200000 allocs/op
BenchmarkRefillFullListQueue/1000-4         	     126	   9708511 ns/op	 6400006 B/op	  200000 allocs/op
BenchmarkRefillFullListQueue/1000-4         	     124	   9530533 ns/op	 6400006 B/op	  200000 allocs/op
BenchmarkRefillFullListQueue/1000-4         	     123	   9492925 ns/op	 6400009 B/op	  200000 allocs/op
BenchmarkRefillFullListQueue/1000-4         	     124	   9319955 ns/op	 6400010 B/op	  200000 allocs/op
BenchmarkRefillFullListQueue/1000-4         	     123	   9518987 ns/op	 6400012 B/op	  200000 allocs/op
BenchmarkRefillFullListQueue/1000-4         	     123	  10417510 ns/op	 6400010 B/op	  200000 allocs/op
BenchmarkRefillFullListQueue/10000-4        	      10	 105741529 ns/op	64000086 B/op	 2000000 allocs/op
BenchmarkRefillFullListQueue/10000-4        	      10	 106488409 ns/op	64000076 B/op	 2000000 allocs/op
BenchmarkRefillFullListQueue/10000-4        	      10	 104281892 ns/op	64000105 B/op	 2000001 allocs/op
BenchmarkRefillFullListQueue/10000-4        	      10	 107063333 ns/op	64000105 B/op	 2000001 allocs/op
BenchmarkRefillFullListQueue/10000-4        	      10	 107649294 ns/op	64000067 B/op	 2000000 allocs/op
BenchmarkRefillFullListQueue/10000-4        	      10	 108486001 ns/op	64000076 B/op	 2000000 allocs/op
BenchmarkRefillFullListQueue/10000-4        	      10	 107544254 ns/op	64000124 B/op	 2000001 allocs/op
BenchmarkRefillFullListQueue/10000-4        	      10	 110280854 ns/op	64000096 B/op	 2000001 allocs/op
BenchmarkRefillFullListQueue/10000-4        	      10	 108294523 ns/op	64000115 B/op	 2000001 allocs/op
BenchmarkRefillFullListQueue/10000-4        	      10	 108115454 ns/op	64000076 B/op	 2000000 allocs/op
BenchmarkRefillFullListQueue/100000-4       	       1	1360683333 ns/op	640000576 B/op	20000006 allocs/op
BenchmarkRefillFullListQueue/100000-4       	       1	1382027168 ns/op	640000768 B/op	20000008 allocs/op
BenchmarkRefillFullListQueue/100000-4       	       1	1351305122 ns/op	640000384 B/op	20000004 allocs/op
BenchmarkRefillFullListQueue/100000-4       	       1	1380479650 ns/op	640000288 B/op	20000003 allocs/op
BenchmarkRefillFullListQueue/100000-4       	       1	1366700314 ns/op	640000576 B/op	20000006 allocs/op
BenchmarkRefillFullListQueue/100000-4       	       1	1361799940 ns/op	640000096 B/op	20000001 allocs/op
BenchmarkRefillFullListQueue/100000-4       	       1	1339221591 ns/op	640000384 B/op	20000004 allocs/op
BenchmarkRefillFullListQueue/100000-4       	       1	1356083383 ns/op	640000672 B/op	20000007 allocs/op
BenchmarkRefillFullListQueue/100000-4       	       1	1380851266 ns/op	640000480 B/op	20000005 allocs/op
BenchmarkRefillFullListQueue/100000-4       	       1	1369131358 ns/op	640000672 B/op	20000007 allocs/op
BenchmarkRefillFullListStack/1-4            	  118204	     10208 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListStack/1-4            	  125122	      9636 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListStack/1-4            	  122404	      9957 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListStack/1-4            	  108229	      9870 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListStack/1-4            	  112917	      9753 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListStack/1-4            	  126936	     10122 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListStack/1-4            	  118206	      9553 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListStack/1-4            	  121292	      9766 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListStack/1-4            	  119325	      9822 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListStack/1-4            	  110506	      9892 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillFullListStack/10-4           	   12618	     96391 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListStack/10-4           	   12127	     97906 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListStack/10-4           	   10000	    100213 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListStack/10-4           	   12439	     94949 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListStack/10-4           	   12276	     96899 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListStack/10-4           	   12349	     97112 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListStack/10-4           	   12189	    100003 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListStack/10-4           	   12225	     95256 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListStack/10-4           	   10000	    103523 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListStack/10-4           	   11938	     96604 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillFullListStack/100-4          	    1250	    962214 ns/op	  640001 B/op	   20000 allocs/op
BenchmarkRefillFullListStack/100-4          	    1318	    964268 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkRefillFullListStack/100-4          	    1227	    935001 ns/op	  640001 B/op	   20000 allocs/op
BenchmarkRefillFullListStack/100-4          	    1293	    954174 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkRefillFullListStack/100-4          	    1339	    948724 ns/op	  640001 B/op	   20000 allocs/op
BenchmarkRefillFullListStack/100-4          	    1201	    972930 ns/op	  640001 B/op	   20000 allocs/op
BenchmarkRefillFullListStack/100-4          	    1244	    982187 ns/op	  640001 B/op	   20000 allocs/op
BenchmarkRefillFullListStack/100-4          	    1246	    962975 ns/op	  640000 B/op	   20000 allocs/op
BenchmarkRefillFullListStack/100-4          	    1208	    933665 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkRefillFullListStack/100-4          	    1294	    978964 ns/op	  640001 B/op	   20000 allocs/op
BenchmarkRefillFullListStack/1000-4         	     124	   9453604 ns/op	 6400012 B/op	  200000 allocs/op
BenchmarkRefillFullListStack/1000-4         	     126	   9467915 ns/op	 6400016 B/op	  200000 allocs/op
BenchmarkRefillFullListStack/1000-4         	     123	   9669164 ns/op	 6400015 B/op	  200000 allocs/op
BenchmarkRefillFullListStack/1000-4         	     126	   9519719 ns/op	 6400012 B/op	  200000 allocs/op
BenchmarkRefillFullListStack/1000-4         	     127	   9329290 ns/op	 6400012 B/op	  200000 allocs/op
BenchmarkRefillFullListStack/1000-4         	     121	   9778526 ns/op	 6400020 B/op	  200000 allocs/op
BenchmarkRefillFullListStack/1000-4         	     126	   9540650 ns/op	 6400018 B/op	  200000 allocs/op
BenchmarkRefillFullListStack/1000-4         	     121	   9568942 ns/op	 6400013 B/op	  200000 allocs/op
BenchmarkRefillFullListStack/1000-4         	     122	   9388572 ns/op	 6400004 B/op	  200000 allocs/op
BenchmarkRefillFullListStack/1000-4         	     124	   9481065 ns/op	 6400013 B/op	  200000 allocs/op
BenchmarkRefillFullListStack/10000-4        	      10	 108244763 ns/op	64000048 B/op	 2000000 allocs/op
BenchmarkRefillFullListStack/10000-4        	      10	 106701897 ns/op	64000134 B/op	 2000001 allocs/op
BenchmarkRefillFullListStack/10000-4        	      10	 106955016 ns/op	64000115 B/op	 2000001 allocs/op
BenchmarkRefillFullListStack/10000-4        	      10	 107984045 ns/op	64000096 B/op	 2000001 allocs/op
BenchmarkRefillFullListStack/10000-4        	      10	 108118405 ns/op	64000086 B/op	 2000000 allocs/op
BenchmarkRefillFullListStack/10000-4        	      10	 106507374 ns/op	64000163 B/op	 2000001 allocs/op
BenchmarkRefillFullListStack/10000-4        	      10	 105627515 ns/op	64000057 B/op	 2000000 allocs/op
BenchmarkRefillFullListStack/10000-4        	      10	 106882632 ns/op	64000009 B/op	 2000000 allocs/op
BenchmarkRefillFullListStack/10000-4        	      10	 104994882 ns/op	64000172 B/op	 2000001 allocs/op
BenchmarkRefillFullListStack/10000-4        	      10	 106829512 ns/op	64000134 B/op	 2000001 allocs/op
BenchmarkRefillFullListStack/100000-4       	       1	1362314002 ns/op	640000288 B/op	20000003 allocs/op
BenchmarkRefillFullListStack/100000-4       	       1	1306677829 ns/op	640000192 B/op	20000002 allocs/op
BenchmarkRefillFullListStack/100000-4       	       1	1419600605 ns/op	640000576 B/op	20000006 allocs/op
BenchmarkRefillFullListStack/100000-4       	       1	1414879326 ns/op	640000096 B/op	20000001 allocs/op
BenchmarkRefillFullListStack/100000-4       	       1	1373112733 ns/op	640000768 B/op	20000008 allocs/op
BenchmarkRefillFullListStack/100000-4       	       1	1376060308 ns/op	640000288 B/op	20000003 allocs/op
BenchmarkRefillFullListStack/100000-4       	       1	1501181064 ns/op	640000768 B/op	20000008 allocs/op
BenchmarkRefillFullListStack/100000-4       	       1	1420712820 ns/op	640000384 B/op	20000004 allocs/op
BenchmarkRefillFullListStack/100000-4       	       1	1317430484 ns/op	640000576 B/op	20000006 allocs/op
BenchmarkRefillFullListStack/100000-4       	       1	1337474610 ns/op	640000960 B/op	20000010 allocs/op
BenchmarkRefillListQueue/1-4                	  164101	      7291 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListQueue/1-4                	  159039	      7236 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListQueue/1-4                	  160441	      7362 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListQueue/1-4                	  158702	      7259 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListQueue/1-4                	  164358	      7257 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListQueue/1-4                	  161481	      7254 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListQueue/1-4                	  160735	      7262 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListQueue/1-4                	  163024	      7256 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListQueue/1-4                	  162141	      7394 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListQueue/1-4                	  155772	      7273 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListQueue/10-4               	   16749	     70972 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListQueue/10-4               	   16878	     70798 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListQueue/10-4               	   16834	     71204 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListQueue/10-4               	   16873	     70753 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListQueue/10-4               	   16875	     70824 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListQueue/10-4               	   16650	     70856 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListQueue/10-4               	   16700	     71038 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListQueue/10-4               	   16720	     70932 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListQueue/10-4               	   16765	     70920 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListQueue/10-4               	   16857	     70876 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListQueue/100-4              	    1632	    700503 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkRefillListQueue/100-4              	    1676	    700580 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkRefillListQueue/100-4              	    1626	    703942 ns/op	  640003 B/op	   20000 allocs/op
BenchmarkRefillListQueue/100-4              	    1675	    700018 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkRefillListQueue/100-4              	    1669	    699350 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkRefillListQueue/100-4              	    1678	    700062 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkRefillListQueue/100-4              	    1687	    700912 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkRefillListQueue/100-4              	    1695	    705085 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkRefillListQueue/100-4              	    1620	    704737 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkRefillListQueue/100-4              	    1699	    699735 ns/op	  640003 B/op	   20000 allocs/op
BenchmarkRefillListQueue/1000-4             	     170	   6929713 ns/op	 6400030 B/op	  200000 allocs/op
BenchmarkRefillListQueue/1000-4             	     170	   6939276 ns/op	 6400035 B/op	  200000 allocs/op
BenchmarkRefillListQueue/1000-4             	     171	   6955327 ns/op	 6400026 B/op	  200000 allocs/op
BenchmarkRefillListQueue/1000-4             	     170	   6953647 ns/op	 6400034 B/op	  200000 allocs/op
BenchmarkRefillListQueue/1000-4             	     171	   6971732 ns/op	 6400043 B/op	  200000 allocs/op
BenchmarkRefillListQueue/1000-4             	     170	   7096530 ns/op	 6400020 B/op	  200000 allocs/op
BenchmarkRefillListQueue/1000-4             	     159	   6953057 ns/op	 6400030 B/op	  200000 allocs/op
BenchmarkRefillListQueue/1000-4             	     171	   6968653 ns/op	 6400032 B/op	  200000 allocs/op
BenchmarkRefillListQueue/1000-4             	     171	   6951608 ns/op	 6400028 B/op	  200000 allocs/op
BenchmarkRefillListQueue/1000-4             	     168	   7005968 ns/op	 6400031 B/op	  200000 allocs/op
BenchmarkRefillListQueue/10000-4            	      16	  69597644 ns/op	64000369 B/op	 2000003 allocs/op
BenchmarkRefillListQueue/10000-4            	      15	  70905815 ns/op	64000291 B/op	 2000003 allocs/op
BenchmarkRefillListQueue/10000-4            	      16	  70766727 ns/op	64000435 B/op	 2000004 allocs/op
BenchmarkRefillListQueue/10000-4            	      16	  69896443 ns/op	64000369 B/op	 2000003 allocs/op
BenchmarkRefillListQueue/10000-4            	      16	  71158578 ns/op	64000321 B/op	 2000003 allocs/op
BenchmarkRefillListQueue/10000-4            	      16	  70627545 ns/op	64000351 B/op	 2000003 allocs/op
BenchmarkRefillListQueue/10000-4            	      16	  70358156 ns/op	64000297 B/op	 2000003 allocs/op
BenchmarkRefillListQueue/10000-4            	      16	  70871083 ns/op	64000297 B/op	 2000003 allocs/op
BenchmarkRefillListQueue/10000-4            	      15	  70230834 ns/op	64000323 B/op	 2000003 allocs/op
BenchmarkRefillListQueue/10000-4            	      15	  69993302 ns/op	64000272 B/op	 2000002 allocs/op
BenchmarkRefillListQueue/100000-4           	       1	1450613936 ns/op	640000432 B/op	20000005 allocs/op
BenchmarkRefillListQueue/100000-4           	       1	1435591964 ns/op	640000912 B/op	20000010 allocs/op
BenchmarkRefillListQueue/100000-4           	       1	1463158005 ns/op	640000336 B/op	20000004 allocs/op
BenchmarkRefillListQueue/100000-4           	       1	1395089606 ns/op	640000432 B/op	20000005 allocs/op
BenchmarkRefillListQueue/100000-4           	       1	1561561727 ns/op	640000432 B/op	20000005 allocs/op
BenchmarkRefillListQueue/100000-4           	       1	1435721884 ns/op	640000720 B/op	20000008 allocs/op
BenchmarkRefillListQueue/100000-4           	       1	1427853828 ns/op	640000336 B/op	20000004 allocs/op
BenchmarkRefillListQueue/100000-4           	       1	1419352962 ns/op	640000432 B/op	20000005 allocs/op
BenchmarkRefillListQueue/100000-4           	       1	1426151488 ns/op	640000336 B/op	20000004 allocs/op
BenchmarkRefillListQueue/100000-4           	       1	1430692970 ns/op	640000432 B/op	20000005 allocs/op
BenchmarkRefillListStack/1-4                	  155826	      7238 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListStack/1-4                	  163255	      7238 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListStack/1-4                	  164317	      7182 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListStack/1-4                	  160539	      7240 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListStack/1-4                	  156998	      7196 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListStack/1-4                	  164850	      7212 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListStack/1-4                	  159144	      7308 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListStack/1-4                	  163557	      7217 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListStack/1-4                	  164786	      7232 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListStack/1-4                	  161920	      7289 ns/op	    6400 B/op	     200 allocs/op
BenchmarkRefillListStack/10-4               	   17020	     70580 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListStack/10-4               	   17000	     70314 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListStack/10-4               	   16952	     70536 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListStack/10-4               	   16964	     70669 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListStack/10-4               	   16941	     70860 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListStack/10-4               	   16892	     74400 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListStack/10-4               	   16923	     70482 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListStack/10-4               	   16815	     71459 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListStack/10-4               	   16995	     70192 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListStack/10-4               	   16814	     70650 ns/op	   64000 B/op	    2000 allocs/op
BenchmarkRefillListStack/100-4              	    1604	    694685 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkRefillListStack/100-4              	    1710	    799392 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkRefillListStack/100-4              	    1659	    691987 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkRefillListStack/100-4              	    1712	    694079 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkRefillListStack/100-4              	    1477	    692487 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkRefillListStack/100-4              	    1722	    702895 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkRefillListStack/100-4              	    1662	    693442 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkRefillListStack/100-4              	    1609	    693517 ns/op	  640001 B/op	   20000 allocs/op
BenchmarkRefillListStack/100-4              	    1650	    695532 ns/op	  640001 B/op	   20000 allocs/op
BenchmarkRefillListStack/100-4              	    1704	    694164 ns/op	  640002 B/op	   20000 allocs/op
BenchmarkRefillListStack/1000-4             	     170	   6865657 ns/op	 6400041 B/op	  200000 allocs/op
BenchmarkRefillListStack/1000-4             	     172	   6951986 ns/op	 6400029 B/op	  200000 allocs/op
BenchmarkRefillListStack/1000-4             	     171	   7062249 ns/op	 6400034 B/op	  200000 allocs/op
BenchmarkRefillListStack/1000-4             	     171	   6933941 ns/op	 6400027 B/op	  200000 allocs/op
BenchmarkRefillListStack/1000-4             	     172	   6955817 ns/op	 6400031 B/op	  200000 allocs/op
BenchmarkRefillListStack/1000-4             	     169	   6927012 ns/op	 6400029 B/op	  200000 allocs/op
BenchmarkRefillListStack/1000-4             	     172	   6881375 ns/op	 6400038 B/op	  200000 allocs/op
BenchmarkRefillListStack/1000-4             	     174	   6855097 ns/op	 6400040 B/op	  200000 allocs/op
BenchmarkRefillListStack/1000-4             	     174	   6899057 ns/op	 6400036 B/op	  200000 allocs/op
BenchmarkRefillListStack/1000-4             	     172	   6903958 ns/op	 6400033 B/op	  200000 allocs/op
