goos: darwin
goarch: amd64
pkg: github.com/ef-ds/deque-bench-tests
cpu: Intel(R) Core(TM) i5-7267U CPU @ 3.10GHz
BenchmarkFillSliceQueue/0-4         	28661444	        40.41 ns/op	      24 B/op	       1 allocs/op
BenchmarkMicroserviceSliceStack/10-4         	  469321	      2446 ns/op	    1392 B/op	      76 allocs/op
BenchmarkMicroserviceSliceStack/10-4         	  486801	      2456 ns/op	    1392 B/op	      76 allocs/op
BenchmarkMicroserviceSliceStack/10-4         	  471654	      2448 ns/op	    1392 B/op	      76 allocs/op
BenchmarkMicroserviceSliceStack/10-4         	  477122	      2459 ns/op	    1392 B/op	      76 allocs/op
BenchmarkMicroserviceSliceStack/10-4         	  475107	      2464 ns/op	    1392 B/op	      76 allocs/op
BenchmarkMicroserviceSliceStack/10-4         	  473368	      2457 ns/op	    1392 B/op	      76 allocs/op
BenchmarkMicroserviceSliceStack/10-4         	  477265	      2456 ns/op	    1392 B/op	      76 allocs/op
BenchmarkMicroserviceSliceStack/10-4         	  482359	      2449 ns/op	    1392 B/op	      76 allocs/op
BenchmarkMicroserviceSliceStack/100-4        	   57470	     20671 ns/op	   13264 B/op	     709 allocs/op
BenchmarkMicroserviceSliceStack/100-4        	   56522	     20721 ns/op	   13264 B/op	     709 allocs/op
BenchmarkMicroserviceSliceStack/100-4        	   57501	     20736 ns/op	   13264 B/op	     709 allocs/op
BenchmarkMicroserviceSliceStack/100-4        	   57520	     21076 ns/op	   13264 B/op	     709 allocs/op
BenchmarkMicroserviceSliceStack/100-4        	   57391	     20694 ns/op	   13264 B/op	     709 allocs/op
BenchmarkMicroserviceSliceStack/100-4        	   56892	     20720 ns/op	   13264 B/op	     709 allocs/op
BenchmarkMicroserviceSliceStack/100-4        	   57206	     21064 ns/op	   13264 B/op	     709 allocs/op
BenchmarkMicroserviceSliceStack/100-4        	   58186	     21011 ns/op	   13264 B/op	     709 allocs/op
BenchmarkMicroserviceSliceStack/100-4        	   57865	     20748 ns/op	   13264 B/op	     709 allocs/op
BenchmarkMicroserviceSliceStack/100-4        	   56257	     20749 ns/op	   13264 B/op	     709 allocs/op
BenchmarkMicroserviceSliceStack/1000-4       	    5635	    202990 ns/op	  137232 B/op	    7013 allocs/op
BenchmarkMicroserviceSliceStack/1000-4       	    5420	    204928 ns/op	  137232 B/op	    7013 allocs/op
BenchmarkMicroserviceSliceStack/1000-4       	    5608	    201190 ns/op	  137232 B/op	    7013 allocs/op
BenchmarkMicroserviceSliceStack/1000-4       	    5517	    201634 ns/op	  137232 B/op	    7013 allocs/op
BenchmarkMicroserviceSliceStack/1000-4       	    5738	    201635 ns/op	  137232 B/op	    7013 allocs/op
BenchmarkMicroserviceSliceStack/1000-4       	    5731	    200464 ns/op	  137232 B/op	    7013 allocs/op
BenchmarkMicroserviceSliceStack/1000-4       	    5679	    201555 ns/op	  137232 B/op	    7013 allocs/op
BenchmarkMicroserviceSliceStack/1000-4       	    5775	    200834 ns/op	  137232 B/op	    7013 allocs/op
BenchmarkMicroserviceSliceStack/1000-4       	    5451	    200812 ns/op	  137232 B/op	    7013 allocs/op
BenchmarkMicroserviceSliceStack/1000-4       	    5725	    211788 ns/op	  137232 B/op	    7013 allocs/op
BenchmarkMicroserviceSliceStack/10000-4      	     576	   2046596 ns/op	 1477654 B/op	   70020 allocs/op
BenchmarkMicroserviceSliceStack/10000-4      	     584	   2062055 ns/op	 1477654 B/op	   70020 allocs/op
BenchmarkMicroserviceSliceStack/10000-4      	     570	   2113522 ns/op	 1477654 B/op	   70020 allocs/op
BenchmarkMicroserviceSliceStack/10000-4      	     578	   2030900 ns/op	 1477653 B/op	   70020 allocs/op
BenchmarkMicroserviceSliceStack/10000-4      	     580	   2029446 ns/op	 1477654 B/op	   70020 allocs/op
BenchmarkMicroserviceSliceStack/10000-4      	     589	   2051300 ns/op	 1477654 B/op	   70020 allocs/op
BenchmarkMicroserviceSliceStack/10000-4      	     579	   2056013 ns/op	 1477653 B/op	   70020 allocs/op
BenchmarkMicroserviceSliceStack/10000-4      	     577	   2090082 ns/op	 1477652 B/op	   70020 allocs/op
BenchmarkMicroserviceSliceStack/10000-4      	     572	   2057230 ns/op	 1477655 B/op	   70020 allocs/op
BenchmarkMicroserviceSliceStack/10000-4      	     584	   2038113 ns/op	 1477655 B/op	   70020 allocs/op
BenchmarkMicroserviceSliceStack/100000-4     	      43	  27585656 ns/op	15301409 B/op	  700029 allocs/op
BenchmarkMicroserviceSliceStack/100000-4     	      43	  26279391 ns/op	15301409 B/op	  700029 allocs/op
BenchmarkMicroserviceSliceStack/100000-4     	      44	  25960713 ns/op	15301407 B/op	  700029 allocs/op
BenchmarkMicroserviceSliceStack/100000-4     	      45	  25918161 ns/op	15301409 B/op	  700029 allocs/op
BenchmarkMicroserviceSliceStack/100000-4     	      44	  25984603 ns/op	15301413 B/op	  700029 allocs/op
BenchmarkMicroserviceSliceStack/100000-4     	      45	  25982970 ns/op	15301413 B/op	  700029 allocs/op
BenchmarkMicroserviceSliceStack/100000-4     	      46	  25997745 ns/op	15301419 B/op	  700029 allocs/op
BenchmarkMicroserviceSliceStack/100000-4     	      43	  26114906 ns/op	15301407 B/op	  700029 allocs/op
BenchmarkMicroserviceSliceStack/100000-4     	      40	  25889113 ns/op	15301416 B/op	  700029 allocs/op
BenchmarkMicroserviceSliceStack/100000-4     	      44	  25956140 ns/op	15301411 B/op	  700029 allocs/op
BenchmarkMicroserviceSliceStack/1000000-4    	       4	 261055638 ns/op	153678168 B/op	 7000039 allocs/op
BenchmarkMicroserviceSliceStack/1000000-4    	       4	 268768082 ns/op	153678096 B/op	 7000039 allocs/op
BenchmarkMicroserviceSliceStack/1000000-4    	       4	 297652743 ns/op	153678096 B/op	 7000039 allocs/op
BenchmarkMicroserviceSliceStack/1000000-4    	       4	 269805403 ns/op	153678144 B/op	 7000039 allocs/op
BenchmarkMicroserviceSliceStack/1000000-4    	       4	 269360808 ns/op	153678096 B/op	 7000039 allocs/op
BenchmarkMicroserviceSliceStack/1000000-4    	       4	 265582769 ns/op	153678120 B/op	 7000039 allocs/op
BenchmarkMicroserviceSliceStack/1000000-4    	       4	 268331002 ns/op	153678144 B/op	 7000039 allocs/op
BenchmarkMicroserviceSliceStack/1000000-4    	       4	 263111777 ns/op	153678120 B/op	 7000039 allocs/op
BenchmarkMicroserviceSliceStack/1000000-4    	       4	 265258092 ns/op	153678168 B/op	 7000039 allocs/op
BenchmarkMicroserviceSliceStack/1000000-4    	       4	 266582851 ns/op	153678192 B/op	 7000040 allocs/op
BenchmarkRefillFullSliceQueue/1-4            	  274840	      4298 ns/op	    4815 B/op	     100 allocs/op
BenchmarkRefillFullSliceQueue/1-4            	  275426	      4236 ns/op	    4815 B/op	     100 allocs/op
BenchmarkRefillFullSliceQueue/1-4            	  280538	      4191 ns/op	    4815 B/op	     100 allocs/op
BenchmarkRefillFullSliceQueue/1-4            	  278445	      4507 ns/op	    4815 B/op	     100 allocs/op
BenchmarkRefillFullSliceQueue/1-4            	  235788	      4425 ns/op	    4815 B/op	     100 allocs/op
BenchmarkRefillFullSliceQueue/1-4            	  269638	      4143 ns/op	    4815 B/op	     100 allocs/op
BenchmarkRefillFullSliceQueue/1-4            	  267433	      4404 ns/op	    4815 B/op	     100 allocs/op
BenchmarkRefillFullSliceQueue/1-4            	  289040	      4353 ns/op	    4815 B/op	     100 allocs/op
BenchmarkRefillFullSliceQueue/1-4            	  281988	      4337 ns/op	    4815 B/op	     100 allocs/op
BenchmarkRefillFullSliceQueue/1-4            	  269193	      4788 ns/op	    4815 B/op	     100 allocs/op
BenchmarkRefillFullSliceQueue/10-4           	   29683	     40409 ns/op	   48175 B/op	    1000 allocs/op
BenchmarkRefillFullSliceQueue/10-4           	   29845	     40371 ns/op	   48171 B/op	    1000 allocs/op
BenchmarkRefillFullSliceQueue/10-4           	   29755	     40591 ns/op	   48172 B/op	    1000 allocs/op
BenchmarkRefillFullSliceQueue/10-4           	   29743	     40362 ns/op	   48174 B/op	    1000 allocs/op
BenchmarkRefillFullSliceQueue/10-4           	   29470	     40406 ns/op	   48176 B/op	    1000 allocs/op
BenchmarkRefillFullSliceQueue/10-4           	   29654	     40301 ns/op	   48174 B/op	    1000 allocs/op
BenchmarkRefillFullSliceQueue/10-4           	   29827	     40379 ns/op	   48173 B/op	    1000 allocs/op
BenchmarkRefillFullSliceQueue/10-4           	   29874	     40466 ns/op	   48172 B/op	    1000 allocs/op
BenchmarkRefillFullSliceQueue/10-4           	   29655	     41006 ns/op	   48173 B/op	    1000 allocs/op
BenchmarkRefillFullSliceQueue/10-4           	   29847	     40268 ns/op	   48173 B/op	    1000 allocs/op
BenchmarkRefillFullSliceQueue/100-4          	    2905	    403236 ns/op	  482714 B/op	   10003 allocs/op
BenchmarkRefillFullSliceQueue/100-4          	    2826	    402297 ns/op	  482729 B/op	   10003 allocs/op
BenchmarkRefillFullSliceQueue/100-4          	    2845	    401263 ns/op	  482707 B/op	   10003 allocs/op
BenchmarkRefillFullSliceQueue/100-4          	    2917	    401657 ns/op	  482701 B/op	   10003 allocs/op
BenchmarkRefillFullSliceQueue/100-4          	    2899	    401361 ns/op	  482721 B/op	   10003 allocs/op
BenchmarkRefillFullSliceQueue/100-4          	    2925	    400952 ns/op	  482729 B/op	   10003 allocs/op
BenchmarkRefillFullSliceQueue/100-4          	    2911	    401548 ns/op	  482708 B/op	   10003 allocs/op
BenchmarkRefillFullSliceQueue/100-4          	    2800	    402017 ns/op	  482721 B/op	   10003 allocs/op
BenchmarkRefillFullSliceQueue/100-4          	    2973	    410152 ns/op	  482712 B/op	   10003 allocs/op
BenchmarkRefillFullSliceQueue/100-4          	    2799	    403630 ns/op	  482723 B/op	   10003 allocs/op
BenchmarkRefillFullSliceQueue/1000-4         	     289	   4143320 ns/op	 5149745 B/op	  100033 allocs/op
BenchmarkRefillFullSliceQueue/1000-4         	     291	   4147514 ns/op	 5149869 B/op	  100033 allocs/op
BenchmarkRefillFullSliceQueue/1000-4         	     289	   4158715 ns/op	 5150117 B/op	  100033 allocs/op
BenchmarkRefillFullSliceQueue/1000-4         	     290	   4158298 ns/op	 5149990 B/op	  100033 allocs/op
BenchmarkRefillFullSliceQueue/1000-4         	     289	   4143408 ns/op	 5149747 B/op	  100033 allocs/op
BenchmarkRefillFullSliceQueue/1000-4         	     289	   4154118 ns/op	 5149745 B/op	  100033 allocs/op
BenchmarkRefillFullSliceQueue/1000-4         	     288	   4135405 ns/op	 5149869 B/op	  100033 allocs/op
BenchmarkRefillFullSliceQueue/1000-4         	     290	   4161294 ns/op	 5149991 B/op	  100033 allocs/op
BenchmarkRefillFullSliceQueue/1000-4         	     286	   4160032 ns/op	 5149746 B/op	  100033 allocs/op
BenchmarkRefillFullSliceQueue/1000-4         	     289	   4210448 ns/op	 5149746 B/op	  100033 allocs/op
BenchmarkRefillFullSliceQueue/10000-4        	      24	  44657648 ns/op	51840144 B/op	 1000226 allocs/op
BenchmarkRefillFullSliceQueue/10000-4        	      25	  44638118 ns/op	51840053 B/op	 1000225 allocs/op
BenchmarkRefillFullSliceQueue/10000-4        	      24	  44382417 ns/op	51840076 B/op	 1000225 allocs/op
BenchmarkRefillFullSliceQueue/10000-4        	      25	  44604708 ns/op	51840049 B/op	 1000225 allocs/op
BenchmarkRefillFullSliceQueue/10000-4        	      25	  44403684 ns/op	51840069 B/op	 1000225 allocs/op
BenchmarkRefillFullSliceQueue/10000-4        	      26	  44496844 ns/op	51840077 B/op	 1000225 allocs/op
BenchmarkRefillFullSliceQueue/10000-4        	      26	  44647834 ns/op	51840081 B/op	 1000225 allocs/op
BenchmarkRefillFullSliceQueue/10000-4        	      25	  45018808 ns/op	51840049 B/op	 1000225 allocs/op
BenchmarkRefillFullSliceQueue/10000-4        	      25	  44729984 ns/op	51840069 B/op	 1000225 allocs/op
BenchmarkRefillFullSliceQueue/10000-4        	      25	  44124681 ns/op	51840080 B/op	 1000225 allocs/op
BenchmarkRefillFullSliceQueue/100000-4       	       2	 729070097 ns/op	545028080 B/op	10000782 allocs/op
BenchmarkRefillFullSliceQueue/100000-4       	       2	 765973644 ns/op	545027552 B/op	10000777 allocs/op
BenchmarkRefillFullSliceQueue/100000-4       	       2	 725131409 ns/op	545029760 B/op	10000800 allocs/op
BenchmarkRefillFullSliceQueue/100000-4       	       2	 711362268 ns/op	545029280 B/op	10000795 allocs/op
BenchmarkRefillFullSliceQueue/100000-4       	       2	 715558037 ns/op	545029904 B/op	10000801 allocs/op
BenchmarkRefillFullSliceQueue/100000-4       	       2	 717422894 ns/op	545029856 B/op	10000801 allocs/op
BenchmarkRefillFullSliceQueue/100000-4       	       2	 713262958 ns/op	545029424 B/op	10000796 allocs/op
BenchmarkRefillFullSliceQueue/100000-4       	       2	 711057622 ns/op	545029328 B/op	10000795 allocs/op
BenchmarkRefillFullSliceQueue/100000-4       	       2	 720213324 ns/op	545028944 B/op	10000791 allocs/op
BenchmarkRefillFullSliceQueue/100000-4       	       2	 716111096 ns/op	545029760 B/op	10000800 allocs/op
BenchmarkRefillFullSliceStack/1-4            	  369421	      3205 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullSliceStack/1-4            	  371851	      3209 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullSliceStack/1-4            	  355108	      3172 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullSliceStack/1-4            	  362059	      3314 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullSliceStack/1-4            	  369240	      3190 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullSliceStack/1-4            	  362642	      3198 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullSliceStack/1-4            	  367125	      3169 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullSliceStack/1-4            	  355542	      3270 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullSliceStack/1-4            	  365995	      3187 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullSliceStack/1-4            	  369834	      3157 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullSliceStack/10-4           	   39836	     30561 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullSliceStack/10-4           	   38056	     30410 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullSliceStack/10-4           	   39423	     30939 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullSliceStack/10-4           	   38718	     30618 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullSliceStack/10-4           	   39636	     30672 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullSliceStack/10-4           	   39550	     30323 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullSliceStack/10-4           	   38325	     31180 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullSliceStack/10-4           	   39900	     30128 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullSliceStack/10-4           	   39907	     30180 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullSliceStack/10-4           	   39936	     30819 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullSliceStack/100-4          	    3928	    297873 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullSliceStack/100-4          	    4034	    305583 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullSliceStack/100-4          	    3859	    303086 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullSliceStack/100-4          	    3958	    294376 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullSliceStack/100-4          	    4046	    298286 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullSliceStack/100-4          	    3907	    300240 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullSliceStack/100-4          	    3547	    296672 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullSliceStack/100-4          	    3847	    300338 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullSliceStack/100-4          	    3871	    410198 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullSliceStack/100-4          	    3723	    294854 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullSliceStack/1000-4         	     402	   3298207 ns/op	 1600008 B/op	  100000 allocs/op
BenchmarkRefillFullSliceStack/1000-4         	     402	   2992045 ns/op	 1600009 B/op	  100000 allocs/op
BenchmarkRefillFullSliceStack/1000-4         	     387	   3021415 ns/op	 1600008 B/op	  100000 allocs/op
BenchmarkRefillFullSliceStack/1000-4         	     402	   3019185 ns/op	 1600008 B/op	  100000 allocs/op
BenchmarkRefillFullSliceStack/1000-4         	     396	   2969204 ns/op	 1600008 B/op	  100000 allocs/op
BenchmarkRefillFullSliceStack/1000-4         	     406	   2997226 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkRefillFullSliceStack/1000-4         	     408	   2955700 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkRefillFullSliceStack/1000-4         	     408	   2943007 ns/op	 1600008 B/op	  100000 allocs/op
BenchmarkRefillFullSliceStack/1000-4         	     409	   2966645 ns/op	 1600011 B/op	  100000 allocs/op
BenchmarkRefillFullSliceStack/1000-4         	     409	   2943603 ns/op	 1600011 B/op	  100000 allocs/op
BenchmarkRefillFullSliceStack/10000-4        	      38	  30101511 ns/op	16000070 B/op	 1000000 allocs/op
BenchmarkRefillFullSliceStack/10000-4        	      38	  29632506 ns/op	16000058 B/op	 1000000 allocs/op
BenchmarkRefillFullSliceStack/10000-4        	      38	  30236641 ns/op	16000053 B/op	 1000000 allocs/op
BenchmarkRefillFullSliceStack/10000-4        	      38	  30097433 ns/op	16000073 B/op	 1000000 allocs/op
BenchmarkRefillFullSliceStack/10000-4        	      38	  30817054 ns/op	16000030 B/op	 1000000 allocs/op
BenchmarkRefillFullSliceStack/10000-4        	      37	  29821184 ns/op	16000062 B/op	 1000000 allocs/op
BenchmarkRefillFullSliceStack/10000-4        	      34	  29538439 ns/op	16000062 B/op	 1000000 allocs/op
BenchmarkRefillFullSliceStack/10000-4        	      39	  29865334 ns/op	16000061 B/op	 1000000 allocs/op
BenchmarkRefillFullSliceStack/10000-4        	      38	  29964638 ns/op	16000053 B/op	 1000000 allocs/op
BenchmarkRefillFullSliceStack/10000-4        	      36	  29515959 ns/op	16000061 B/op	 1000000 allocs/op
BenchmarkRefillFullSliceStack/100000-4       	       3	 353881094 ns/op	160000480 B/op	10000005 allocs/op
BenchmarkRefillFullSliceStack/100000-4       	       3	 353548446 ns/op	160000416 B/op	10000004 allocs/op
BenchmarkRefillFullSliceStack/100000-4       	       3	 353391390 ns/op	160000096 B/op	10000001 allocs/op
BenchmarkRefillFullSliceStack/100000-4       	       3	 346329699 ns/op	160000256 B/op	10000002 allocs/op
BenchmarkRefillFullSliceStack/100000-4       	       3	 352777208 ns/op	160000416 B/op	10000004 allocs/op
BenchmarkRefillFullSliceStack/100000-4       	       3	 354629015 ns/op	160000160 B/op	10000001 allocs/op
BenchmarkRefillFullSliceStack/100000-4       	       3	 363004703 ns/op	160000256 B/op	10000002 allocs/op
BenchmarkRefillFullSliceStack/100000-4       	       3	 359935879 ns/op	160000352 B/op	10000003 allocs/op
BenchmarkRefillFullSliceStack/100000-4       	       3	 364830239 ns/op	160000192 B/op	10000002 allocs/op
BenchmarkRefillFullSliceStack/100000-4       	       3	 367770037 ns/op	160000352 B/op	10000003 allocs/op
BenchmarkRefillSliceQueue/1-4                	  188515	      6269 ns/op	    2400 B/op	     200 allocs/op
BenchmarkRefillSliceQueue/1-4                	  184886	      6275 ns/op	    2400 B/op	     200 allocs/op
BenchmarkRefillSliceQueue/1-4                	  184711	      6291 ns/op	    2400 B/op	     200 allocs/op
BenchmarkRefillSliceQueue/1-4                	  187110	      6308 ns/op	    2400 B/op	     200 allocs/op
BenchmarkRefillSliceQueue/1-4                	  190473	      6210 ns/op	    2400 B/op	     200 allocs/op
BenchmarkRefillSliceQueue/1-4                	  191347	      6284 ns/op	    2400 B/op	     200 allocs/op
BenchmarkRefillSliceQueue/1-4                	  186373	      6234 ns/op	    2400 B/op	     200 allocs/op
BenchmarkRefillSliceQueue/1-4                	  184687	      6314 ns/op	    2400 B/op	     200 allocs/op
BenchmarkRefillSliceQueue/1-4                	  189741	      6258 ns/op	    2400 B/op	     200 allocs/op
BenchmarkRefillSliceQueue/1-4                	  184570	      6211 ns/op	    2400 B/op	     200 allocs/op
BenchmarkRefillSliceQueue/10-4               	   21326	     48231 ns/op	   32000 B/op	    1200 allocs/op
BenchmarkRefillSliceQueue/10-4               	   25150	     47667 ns/op	   32000 B/op	    1200 allocs/op
BenchmarkRefillSliceQueue/10-4               	   25340	     47463 ns/op	   32000 B/op	    1200 allocs/op
BenchmarkRefillSliceQueue/10-4               	   25095	     47434 ns/op	   32000 B/op	    1200 allocs/op
BenchmarkRefillSliceQueue/10-4               	   25192	     47460 ns/op	   32000 B/op	    1200 allocs/op
BenchmarkRefillSliceQueue/10-4               	   25370	     47553 ns/op	   32000 B/op	    1200 allocs/op
BenchmarkRefillSliceQueue/10-4               	   25207	     47660 ns/op	   32000 B/op	    1200 allocs/op
BenchmarkRefillSliceQueue/10-4               	   25334	     47543 ns/op	   32000 B/op	    1200 allocs/op
BenchmarkRefillSliceQueue/10-4               	   25352	     47517 ns/op	   32000 B/op	    1200 allocs/op
BenchmarkRefillSliceQueue/10-4               	   24548	     47705 ns/op	   32000 B/op	    1200 allocs/op
BenchmarkRefillSliceQueue/100-4              	    3235	    343497 ns/op	  313601 B/op	   10100 allocs/op
BenchmarkRefillSliceQueue/100-4              	    3418	    342727 ns/op	  313602 B/op	   10100 allocs/op
BenchmarkRefillSliceQueue/100-4              	    3415	    339649 ns/op	  313602 B/op	   10100 allocs/op
BenchmarkRefillSliceQueue/100-4              	    3246	    341842 ns/op	  313601 B/op	   10100 allocs/op
BenchmarkRefillSliceQueue/100-4              	    3396	    340609 ns/op	  313601 B/op	   10100 allocs/op
BenchmarkRefillSliceQueue/100-4              	    3211	    342575 ns/op	  313601 B/op	   10100 allocs/op
BenchmarkRefillSliceQueue/100-4              	    3388	    340102 ns/op	  313601 B/op	   10100 allocs/op
BenchmarkRefillSliceQueue/100-4              	    3420	    342166 ns/op	  313602 B/op	   10100 allocs/op
BenchmarkRefillSliceQueue/100-4              	    3108	    341817 ns/op	  313602 B/op	   10100 allocs/op
BenchmarkRefillSliceQueue/100-4              	    3379	    346912 ns/op	  313601 B/op	   10100 allocs/op
BenchmarkRefillSliceQueue/1000-4             	     362	   3298894 ns/op	 3392030 B/op	  100300 allocs/op
BenchmarkRefillSliceQueue/1000-4             	     364	   3310075 ns/op	 3392031 B/op	  100300 allocs/op
BenchmarkRefillSliceQueue/1000-4             	     364	   3309684 ns/op	 3392025 B/op	  100300 allocs/op
BenchmarkRefillSliceQueue/1000-4             	     364	   3295076 ns/op	 3392028 B/op	  100300 allocs/op
BenchmarkRefillSliceQueue/1000-4             	     360	   3302595 ns/op	 3392027 B/op	  100300 allocs/op
BenchmarkRefillSliceQueue/1000-4             	     363	   3324452 ns/op	 3392027 B/op	  100300 allocs/op
BenchmarkRefillSliceQueue/1000-4             	     366	   3307124 ns/op	 3392027 B/op	  100300 allocs/op
BenchmarkRefillSliceQueue/1000-4             	     364	   3304788 ns/op	 3392028 B/op	  100300 allocs/op
BenchmarkRefillSliceQueue/1000-4             	     358	   3288260 ns/op	 3392029 B/op	  100300 allocs/op
BenchmarkRefillSliceQueue/1000-4             	     364	   3292061 ns/op	 3392025 B/op	  100300 allocs/op
BenchmarkRefillSliceQueue/10000-4            	      28	  36800045 ns/op	45728949 B/op	 1000600 allocs/op
BenchmarkRefillSliceQueue/10000-4            	      31	  37553137 ns/op	45728875 B/op	 1000601 allocs/op
BenchmarkRefillSliceQueue/10000-4            	      31	  36856466 ns/op	45728863 B/op	 1000600 allocs/op
BenchmarkRefillSliceQueue/10000-4            	      31	  36866609 ns/op	45728872 B/op	 1000601 allocs/op
BenchmarkRefillSliceQueue/10000-4            	      30	  36723357 ns/op	45728892 B/op	 1000600 allocs/op
BenchmarkRefillSliceQueue/10000-4            	      28	  37722030 ns/op	45728942 B/op	 1000600 allocs/op
BenchmarkRefillSliceQueue/10000-4            	      31	  36619880 ns/op	45728838 B/op	 1000600 allocs/op
BenchmarkRefillSliceQueue/10000-4            	      31	  36814972 ns/op	45728848 B/op	 1000600 allocs/op
BenchmarkRefillSliceQueue/10000-4            	      31	  36929777 ns/op	45728844 B/op	 1000600 allocs/op
BenchmarkRefillSliceQueue/10000-4            	      30	  36990146 ns/op	45728869 B/op	 1000600 allocs/op
BenchmarkRefillSliceQueue/100000-4           	       2	 713159262 ns/op	540454968 B/op	10000980 allocs/op
BenchmarkRefillSliceQueue/100000-4           	       2	 749511102 ns/op	540453768 B/op	10000967 allocs/op
BenchmarkRefillSliceQueue/100000-4           	       2	 704198629 ns/op	540455736 B/op	10000988 allocs/op
BenchmarkRefillSliceQueue/100000-4           	       2	 694338773 ns/op	540456312 B/op	10000994 allocs/op
BenchmarkRefillSliceQueue/100000-4           	       2	 708108182 ns/op	540456072 B/op	10000991 allocs/op
BenchmarkRefillSliceQueue/100000-4           	       2	 699699242 ns/op	540456168 B/op	10000992 allocs/op
BenchmarkRefillSliceQueue/100000-4           	       2	 698503134 ns/op	540456216 B/op	10000993 allocs/op
BenchmarkRefillSliceQueue/100000-4           	       2	 699377671 ns/op	540456504 B/op	10000996 allocs/op
BenchmarkRefillSliceQueue/100000-4           	       2	 698479260 ns/op	540456120 B/op	10000992 allocs/op
BenchmarkRefillSliceQueue/100000-4           	       2	 704438070 ns/op	540456024 B/op	10000991 allocs/op
BenchmarkRefillSliceStack/1-4                	  364728	      3213 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillSliceStack/1-4                	  351450	      3231 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillSliceStack/1-4                	  362197	      3284 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillSliceStack/1-4                	  360417	      3209 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillSliceStack/1-4                	  353038	      3207 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillSliceStack/1-4                	  354946	      3197 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillSliceStack/1-4                	  363298	      3214 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillSliceStack/1-4                	  361741	      3209 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillSliceStack/1-4                	  366933	      3227 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillSliceStack/1-4                	  362580	      3214 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillSliceStack/10-4               	   38589	     31247 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillSliceStack/10-4               	   38882	     31242 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillSliceStack/10-4               	   38586	     31314 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillSliceStack/10-4               	   38491	     31348 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillSliceStack/10-4               	   38629	     31267 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillSliceStack/10-4               	   38487	     31386 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillSliceStack/10-4               	   38122	     31185 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillSliceStack/10-4               	   37714	     31929 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillSliceStack/10-4               	   38072	     31341 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillSliceStack/10-4               	   38810	     31067 ns/op	   16000 B/op	    1000 allocs/op
