goos: darwin
goarch: amd64
pkg: github.com/ef-ds/deque-bench-tests
cpu: Intel(R) Core(TM) i5-7267U CPU @ 3.10GHz
BenchmarkFillGostlQueue/0-4         	14197327	        82.55 ns/op	      88 B/op	       2 allocs/op
BenchmarkMicroserviceGostlStack/10-4         	  142189	      8353 ns/op	    2600 B/op	     101 allocs/op
BenchmarkMicroserviceGostlStack/10-4         	  140023	      8372 ns/op	    2600 B/op	     101 allocs/op
BenchmarkMicroserviceGostlStack/10-4         	  139694	      8394 ns/op	    2600 B/op	     101 allocs/op
BenchmarkMicroserviceGostlStack/10-4         	  138820	      8362 ns/op	    2600 B/op	     101 allocs/op
BenchmarkMicroserviceGostlStack/10-4         	  137719	      8398 ns/op	    2600 B/op	     101 allocs/op
BenchmarkMicroserviceGostlStack/10-4         	  141253	      8343 ns/op	    2600 B/op	     101 allocs/op
BenchmarkMicroserviceGostlStack/10-4         	  140736	      8346 ns/op	    2600 B/op	     101 allocs/op
BenchmarkMicroserviceGostlStack/10-4         	  141700	      8429 ns/op	    2600 B/op	     101 allocs/op
BenchmarkMicroserviceGostlStack/100-4        	   15597	     76503 ns/op	   14840 B/op	     911 allocs/op
BenchmarkMicroserviceGostlStack/100-4        	   15628	     76405 ns/op	   14840 B/op	     911 allocs/op
BenchmarkMicroserviceGostlStack/100-4        	   15435	     76933 ns/op	   14840 B/op	     911 allocs/op
BenchmarkMicroserviceGostlStack/100-4        	   15560	     76304 ns/op	   14840 B/op	     911 allocs/op
BenchmarkMicroserviceGostlStack/100-4        	   15499	     76466 ns/op	   14840 B/op	     911 allocs/op
BenchmarkMicroserviceGostlStack/100-4        	   15465	     77667 ns/op	   14840 B/op	     911 allocs/op
BenchmarkMicroserviceGostlStack/100-4        	   15597	     76325 ns/op	   14840 B/op	     911 allocs/op
BenchmarkMicroserviceGostlStack/100-4        	   15579	     76264 ns/op	   14840 B/op	     911 allocs/op
BenchmarkMicroserviceGostlStack/100-4        	   15625	     76527 ns/op	   14840 B/op	     911 allocs/op
BenchmarkMicroserviceGostlStack/100-4        	   15579	     76460 ns/op	   14840 B/op	     911 allocs/op
BenchmarkMicroserviceGostlStack/1000-4       	    1538	    769790 ns/op	  156760 B/op	    9079 allocs/op
BenchmarkMicroserviceGostlStack/1000-4       	    1538	    773409 ns/op	  156760 B/op	    9079 allocs/op
BenchmarkMicroserviceGostlStack/1000-4       	    1483	    767189 ns/op	  156760 B/op	    9079 allocs/op
BenchmarkMicroserviceGostlStack/1000-4       	    1426	    771495 ns/op	  156760 B/op	    9079 allocs/op
BenchmarkMicroserviceGostlStack/1000-4       	    1522	    769989 ns/op	  156760 B/op	    9079 allocs/op
BenchmarkMicroserviceGostlStack/1000-4       	    1501	    769408 ns/op	  156760 B/op	    9079 allocs/op
BenchmarkMicroserviceGostlStack/1000-4       	    1534	    766419 ns/op	  156760 B/op	    9079 allocs/op
BenchmarkMicroserviceGostlStack/1000-4       	    1467	    771129 ns/op	  156760 B/op	    9079 allocs/op
BenchmarkMicroserviceGostlStack/1000-4       	    1539	    769903 ns/op	  156760 B/op	    9079 allocs/op
BenchmarkMicroserviceGostlStack/1000-4       	    1542	    771397 ns/op	  156760 B/op	    9079 allocs/op
BenchmarkMicroserviceGostlStack/10000-4      	     152	   7645659 ns/op	 1541187 B/op	   90406 allocs/op
BenchmarkMicroserviceGostlStack/10000-4      	     151	   7726452 ns/op	 1541187 B/op	   90406 allocs/op
BenchmarkMicroserviceGostlStack/10000-4      	     152	   7644078 ns/op	 1541187 B/op	   90406 allocs/op
BenchmarkMicroserviceGostlStack/10000-4      	     141	   7685645 ns/op	 1541190 B/op	   90406 allocs/op
BenchmarkMicroserviceGostlStack/10000-4      	     152	   7717974 ns/op	 1541185 B/op	   90406 allocs/op
BenchmarkMicroserviceGostlStack/10000-4      	     154	   7803319 ns/op	 1541185 B/op	   90406 allocs/op
BenchmarkMicroserviceGostlStack/10000-4      	     153	   7633604 ns/op	 1541185 B/op	   90406 allocs/op
BenchmarkMicroserviceGostlStack/10000-4      	     154	   7820958 ns/op	 1541186 B/op	   90406 allocs/op
BenchmarkMicroserviceGostlStack/10000-4      	     151	   7745162 ns/op	 1541185 B/op	   90406 allocs/op
BenchmarkMicroserviceGostlStack/10000-4      	     152	   7775695 ns/op	 1541187 B/op	   90406 allocs/op
BenchmarkMicroserviceGostlStack/100000-4     	      14	  80135202 ns/op	15371081 B/op	  903266 allocs/op
BenchmarkMicroserviceGostlStack/100000-4     	      14	  80504536 ns/op	15371067 B/op	  903266 allocs/op
BenchmarkMicroserviceGostlStack/100000-4     	      14	  81091092 ns/op	15371101 B/op	  903266 allocs/op
BenchmarkMicroserviceGostlStack/100000-4     	      14	  80109616 ns/op	15371101 B/op	  903266 allocs/op
BenchmarkMicroserviceGostlStack/100000-4     	      14	  80217380 ns/op	15371074 B/op	  903266 allocs/op
BenchmarkMicroserviceGostlStack/100000-4     	      14	  79605713 ns/op	15371074 B/op	  903266 allocs/op
BenchmarkMicroserviceGostlStack/100000-4     	      14	  79879406 ns/op	15371094 B/op	  903266 allocs/op
BenchmarkMicroserviceGostlStack/100000-4     	      14	  81089799 ns/op	15371108 B/op	  903266 allocs/op
BenchmarkMicroserviceGostlStack/100000-4     	      14	  79826716 ns/op	15371088 B/op	  903266 allocs/op
BenchmarkMicroserviceGostlStack/100000-4     	      14	  79950746 ns/op	15371074 B/op	  903266 allocs/op
BenchmarkMicroserviceGostlStack/1000000-4    	       2	 819828299 ns/op	153673448 B/op	 9031457 allocs/op
BenchmarkMicroserviceGostlStack/1000000-4    	       2	 816457698 ns/op	153673160 B/op	 9031454 allocs/op
BenchmarkMicroserviceGostlStack/1000000-4    	       2	 821014408 ns/op	153673112 B/op	 9031453 allocs/op
BenchmarkMicroserviceGostlStack/1000000-4    	       2	 802031570 ns/op	153673400 B/op	 9031456 allocs/op
BenchmarkMicroserviceGostlStack/1000000-4    	       2	 802701898 ns/op	153673160 B/op	 9031454 allocs/op
BenchmarkMicroserviceGostlStack/1000000-4    	       2	 803041346 ns/op	153673208 B/op	 9031454 allocs/op
BenchmarkMicroserviceGostlStack/1000000-4    	       2	 802792638 ns/op	153673160 B/op	 9031454 allocs/op
BenchmarkMicroserviceGostlStack/1000000-4    	       2	 806875578 ns/op	153673256 B/op	 9031455 allocs/op
BenchmarkMicroserviceGostlStack/1000000-4    	       2	 809674074 ns/op	153673064 B/op	 9031453 allocs/op
BenchmarkMicroserviceGostlStack/1000000-4    	       2	 806474174 ns/op	153673160 B/op	 9031454 allocs/op
BenchmarkRefillFullGostlQueue/1-4            	  135918	      8708 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGostlQueue/1-4            	  135304	      8708 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGostlQueue/1-4            	  136014	      8668 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGostlQueue/1-4            	  135320	      8688 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGostlQueue/1-4            	  137614	      8644 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGostlQueue/1-4            	  136761	      8656 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGostlQueue/1-4            	  136796	      8985 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGostlQueue/1-4            	  130590	      9573 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGostlQueue/1-4            	  128121	      8742 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGostlQueue/1-4            	  136028	      8799 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGostlQueue/10-4           	   13113	     90139 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGostlQueue/10-4           	   13615	     85761 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGostlQueue/10-4           	   13812	     85586 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGostlQueue/10-4           	   13868	     86001 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGostlQueue/10-4           	   13796	     85576 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGostlQueue/10-4           	   13868	     86297 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGostlQueue/10-4           	   13962	     85700 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGostlQueue/10-4           	   13814	     85245 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGostlQueue/10-4           	   13783	     87648 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGostlQueue/10-4           	   12556	     85985 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGostlQueue/100-4          	    1406	    834954 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGostlQueue/100-4          	    1420	    843067 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGostlQueue/100-4          	    1395	    837911 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGostlQueue/100-4          	    1400	    844313 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGostlQueue/100-4          	    1406	    842772 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGostlQueue/100-4          	    1408	    841875 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGostlQueue/100-4          	    1410	    874147 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGostlQueue/100-4          	    1386	    868240 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGostlQueue/100-4          	    1416	    841308 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGostlQueue/100-4          	    1400	    839569 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGostlQueue/1000-4         	     140	   8381845 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkRefillFullGostlQueue/1000-4         	     141	   8378169 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkRefillFullGostlQueue/1000-4         	     141	   8352010 ns/op	 1600002 B/op	  100000 allocs/op
BenchmarkRefillFullGostlQueue/1000-4         	     141	   8400470 ns/op	 1600002 B/op	  100000 allocs/op
BenchmarkRefillFullGostlQueue/1000-4         	     141	   8365999 ns/op	 1600002 B/op	  100000 allocs/op
BenchmarkRefillFullGostlQueue/1000-4         	     141	   8338701 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkRefillFullGostlQueue/1000-4         	     141	   8306299 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkRefillFullGostlQueue/1000-4         	     140	   8321462 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkRefillFullGostlQueue/1000-4         	     139	   8672227 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkRefillFullGostlQueue/1000-4         	     140	   8323172 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkRefillFullGostlQueue/10000-4        	      13	  86686881 ns/op	22526400 B/op	 1011800 allocs/op
BenchmarkRefillFullGostlQueue/10000-4        	      12	  86787215 ns/op	22526440 B/op	 1011800 allocs/op
BenchmarkRefillFullGostlQueue/10000-4        	      13	  90804396 ns/op	22526444 B/op	 1011800 allocs/op
BenchmarkRefillFullGostlQueue/10000-4        	      12	  89358260 ns/op	22526448 B/op	 1011800 allocs/op
BenchmarkRefillFullGostlQueue/10000-4        	      13	  87266673 ns/op	22526422 B/op	 1011800 allocs/op
BenchmarkRefillFullGostlQueue/10000-4        	      13	  88030647 ns/op	22526429 B/op	 1011800 allocs/op
BenchmarkRefillFullGostlQueue/10000-4        	      12	  87436732 ns/op	22526448 B/op	 1011800 allocs/op
BenchmarkRefillFullGostlQueue/10000-4        	      13	  87180735 ns/op	22526451 B/op	 1011800 allocs/op
BenchmarkRefillFullGostlQueue/10000-4        	      13	  87762889 ns/op	22526429 B/op	 1011800 allocs/op
BenchmarkRefillFullGostlQueue/10000-4        	      13	  88152654 ns/op	22526422 B/op	 1011800 allocs/op
BenchmarkRefillFullGostlQueue/100000-4       	       2	 895616174 ns/op	245942432 B/op	10154854 allocs/op
BenchmarkRefillFullGostlQueue/100000-4       	       2	 896204734 ns/op	245942768 B/op	10154858 allocs/op
BenchmarkRefillFullGostlQueue/100000-4       	       2	 897517364 ns/op	245942672 B/op	10154857 allocs/op
BenchmarkRefillFullGostlQueue/100000-4       	       2	 897016996 ns/op	245942528 B/op	10154855 allocs/op
BenchmarkRefillFullGostlQueue/100000-4       	       2	 898057798 ns/op	245942672 B/op	10154857 allocs/op
BenchmarkRefillFullGostlQueue/100000-4       	       2	 897990093 ns/op	245942816 B/op	10154858 allocs/op
BenchmarkRefillFullGostlQueue/100000-4       	       2	 893088130 ns/op	245942576 B/op	10154856 allocs/op
BenchmarkRefillFullGostlQueue/100000-4       	       2	 893315091 ns/op	245942528 B/op	10154855 allocs/op
BenchmarkRefillFullGostlQueue/100000-4       	       2	 896531282 ns/op	245942384 B/op	10154854 allocs/op
BenchmarkRefillFullGostlQueue/100000-4       	       2	 917242742 ns/op	245942672 B/op	10154857 allocs/op
BenchmarkRefillFullGostlStack/1-4            	  118052	      9879 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGostlStack/1-4            	  118729	      9918 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGostlStack/1-4            	  117150	      9931 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGostlStack/1-4            	  118695	      9919 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGostlStack/1-4            	  119275	      9910 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGostlStack/1-4            	  120373	      9957 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGostlStack/1-4            	  115009	      9887 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGostlStack/1-4            	  118572	      9952 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGostlStack/1-4            	  119030	      9856 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGostlStack/1-4            	  120194	      9862 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullGostlStack/10-4           	   12366	     96123 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGostlStack/10-4           	   12344	     97040 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGostlStack/10-4           	   12229	     96548 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGostlStack/10-4           	   12294	     96318 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGostlStack/10-4           	   12350	     96590 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGostlStack/10-4           	    9717	    105773 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGostlStack/10-4           	   12204	     97154 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGostlStack/10-4           	   12219	     96664 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGostlStack/10-4           	   12058	     98907 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGostlStack/10-4           	   12332	     95997 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullGostlStack/100-4          	    1233	    948516 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGostlStack/100-4          	    1249	    953326 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGostlStack/100-4          	    1230	    953527 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGostlStack/100-4          	    1248	    955195 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGostlStack/100-4          	    1227	    962039 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGostlStack/100-4          	    1239	    950642 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGostlStack/100-4          	    1237	    953692 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGostlStack/100-4          	    1250	    981865 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGostlStack/100-4          	    1215	    965120 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGostlStack/100-4          	    1238	    950471 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullGostlStack/1000-4         	     124	   9471521 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkRefillFullGostlStack/1000-4         	     124	   9432643 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkRefillFullGostlStack/1000-4         	     124	   9500139 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkRefillFullGostlStack/1000-4         	     124	   9493321 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullGostlStack/1000-4         	     122	   9793769 ns/op	 1600002 B/op	  100000 allocs/op
BenchmarkRefillFullGostlStack/1000-4         	     124	   9525838 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkRefillFullGostlStack/1000-4         	     124	   9511026 ns/op	 1600002 B/op	  100000 allocs/op
BenchmarkRefillFullGostlStack/1000-4         	     124	   9447339 ns/op	 1600001 B/op	  100000 allocs/op
BenchmarkRefillFullGostlStack/1000-4         	     126	   9484408 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkRefillFullGostlStack/1000-4         	     126	   9483919 ns/op	 1600002 B/op	  100000 allocs/op
BenchmarkRefillFullGostlStack/10000-4        	      12	  99424132 ns/op	22526432 B/op	 1011800 allocs/op
BenchmarkRefillFullGostlStack/10000-4        	      12	  97828336 ns/op	22526432 B/op	 1011800 allocs/op
BenchmarkRefillFullGostlStack/10000-4        	      12	  98220605 ns/op	22526416 B/op	 1011800 allocs/op
BenchmarkRefillFullGostlStack/10000-4        	      12	  97594340 ns/op	22526456 B/op	 1011800 allocs/op
BenchmarkRefillFullGostlStack/10000-4        	      12	  98199459 ns/op	22526456 B/op	 1011800 allocs/op
BenchmarkRefillFullGostlStack/10000-4        	      12	  98938554 ns/op	22526432 B/op	 1011800 allocs/op
BenchmarkRefillFullGostlStack/10000-4        	      12	  98324093 ns/op	22526456 B/op	 1011800 allocs/op
BenchmarkRefillFullGostlStack/10000-4        	      12	  98341668 ns/op	22526424 B/op	 1011800 allocs/op
BenchmarkRefillFullGostlStack/10000-4        	      12	  98773671 ns/op	22526464 B/op	 1011800 allocs/op
BenchmarkRefillFullGostlStack/10000-4        	      10	 105722750 ns/op	22526515 B/op	 1011801 allocs/op
BenchmarkRefillFullGostlStack/100000-4       	       1	1020446625 ns/op	245913776 B/op	10154800 allocs/op
BenchmarkRefillFullGostlStack/100000-4       	       1	1018749679 ns/op	245915584 B/op	10154804 allocs/op
BenchmarkRefillFullGostlStack/100000-4       	       1	1020243092 ns/op	245915488 B/op	10154803 allocs/op
BenchmarkRefillFullGostlStack/100000-4       	       1	1022189703 ns/op	245916160 B/op	10154810 allocs/op
BenchmarkRefillFullGostlStack/100000-4       	       1	1021267604 ns/op	245916160 B/op	10154810 allocs/op
BenchmarkRefillFullGostlStack/100000-4       	       1	1021114123 ns/op	245916064 B/op	10154809 allocs/op
BenchmarkRefillFullGostlStack/100000-4       	       1	1015812284 ns/op	245915680 B/op	10154805 allocs/op
BenchmarkRefillFullGostlStack/100000-4       	       1	1016605103 ns/op	245916064 B/op	10154809 allocs/op
BenchmarkRefillFullGostlStack/100000-4       	       1	1020237525 ns/op	245916448 B/op	10154813 allocs/op
BenchmarkRefillFullGostlStack/100000-4       	       1	1024356803 ns/op	245915680 B/op	10154805 allocs/op
BenchmarkRefillGostlQueue/1-4                	   58837	     19971 ns/op	    4000 B/op	     300 allocs/op
BenchmarkRefillGostlQueue/1-4                	   56374	     19787 ns/op	    4000 B/op	     300 allocs/op
BenchmarkRefillGostlQueue/1-4                	   59452	     19809 ns/op	    4000 B/op	     300 allocs/op
BenchmarkRefillGostlQueue/1-4                	   56296	     19671 ns/op	    4000 B/op	     300 allocs/op
BenchmarkRefillGostlQueue/1-4                	   58725	     19680 ns/op	    4000 B/op	     300 allocs/op
BenchmarkRefillGostlQueue/1-4                	   59343	     19957 ns/op	    4000 B/op	     300 allocs/op
BenchmarkRefillGostlQueue/1-4                	   59347	     19738 ns/op	    4000 B/op	     300 allocs/op
BenchmarkRefillGostlQueue/1-4                	   59214	     19781 ns/op	    4000 B/op	     300 allocs/op
BenchmarkRefillGostlQueue/1-4                	   59114	     19713 ns/op	    4000 B/op	     300 allocs/op
BenchmarkRefillGostlQueue/1-4                	   57621	     19541 ns/op	    4000 B/op	     300 allocs/op
BenchmarkRefillGostlQueue/10-4               	   12079	     97290 ns/op	   18400 B/op	    1200 allocs/op
BenchmarkRefillGostlQueue/10-4               	   12212	     97477 ns/op	   18400 B/op	    1200 allocs/op
BenchmarkRefillGostlQueue/10-4               	   12139	     97375 ns/op	   18400 B/op	    1200 allocs/op
BenchmarkRefillGostlQueue/10-4               	   12226	     98763 ns/op	   18400 B/op	    1200 allocs/op
BenchmarkRefillGostlQueue/10-4               	   12216	     98373 ns/op	   18400 B/op	    1200 allocs/op
BenchmarkRefillGostlQueue/10-4               	   12096	     97483 ns/op	   18400 B/op	    1200 allocs/op
BenchmarkRefillGostlQueue/10-4               	   12114	     97272 ns/op	   18400 B/op	    1200 allocs/op
BenchmarkRefillGostlQueue/10-4               	   12240	     97545 ns/op	   18400 B/op	    1200 allocs/op
BenchmarkRefillGostlQueue/10-4               	   12181	     97930 ns/op	   18400 B/op	    1200 allocs/op
BenchmarkRefillGostlQueue/10-4               	   12037	     98439 ns/op	   18400 B/op	    1200 allocs/op
BenchmarkRefillGostlQueue/100-4              	    1348	    869518 ns/op	  162401 B/op	   10200 allocs/op
BenchmarkRefillGostlQueue/100-4              	    1368	    866245 ns/op	  162401 B/op	   10200 allocs/op
BenchmarkRefillGostlQueue/100-4              	    1329	    865552 ns/op	  162401 B/op	   10200 allocs/op
BenchmarkRefillGostlQueue/100-4              	    1370	    872089 ns/op	  162401 B/op	   10200 allocs/op
BenchmarkRefillGostlQueue/100-4              	    1351	    874185 ns/op	  162401 B/op	   10200 allocs/op
BenchmarkRefillGostlQueue/100-4              	    1362	    873758 ns/op	  162401 B/op	   10200 allocs/op
BenchmarkRefillGostlQueue/100-4              	    1351	    869328 ns/op	  162401 B/op	   10200 allocs/op
BenchmarkRefillGostlQueue/100-4              	    1362	    864475 ns/op	  162401 B/op	   10200 allocs/op
BenchmarkRefillGostlQueue/100-4              	    1360	    871904 ns/op	  162401 B/op	   10200 allocs/op
BenchmarkRefillGostlQueue/100-4              	    1364	    868556 ns/op	  162401 B/op	   10200 allocs/op
BenchmarkRefillGostlQueue/1000-4             	     128	   8722181 ns/op	 2511209 B/op	  103100 allocs/op
BenchmarkRefillGostlQueue/1000-4             	     133	   8939551 ns/op	 2511208 B/op	  103100 allocs/op
BenchmarkRefillGostlQueue/1000-4             	     134	   8691781 ns/op	 2511207 B/op	  103100 allocs/op
BenchmarkRefillGostlQueue/1000-4             	     135	   8685029 ns/op	 2511209 B/op	  103100 allocs/op
BenchmarkRefillGostlQueue/1000-4             	     136	   8682440 ns/op	 2511204 B/op	  103100 allocs/op
BenchmarkRefillGostlQueue/1000-4             	     135	   8684451 ns/op	 2511209 B/op	  103100 allocs/op
BenchmarkRefillGostlQueue/1000-4             	     135	   8713070 ns/op	 2511207 B/op	  103100 allocs/op
BenchmarkRefillGostlQueue/1000-4             	     135	   8742249 ns/op	 2511204 B/op	  103100 allocs/op
BenchmarkRefillGostlQueue/1000-4             	     135	   8732383 ns/op	 2511209 B/op	  103100 allocs/op
BenchmarkRefillGostlQueue/1000-4             	     136	   8691443 ns/op	 2511207 B/op	  103100 allocs/op
BenchmarkRefillGostlQueue/10000-4            	      13	  87925522 ns/op	24984888 B/op	 1019601 allocs/op
BenchmarkRefillGostlQueue/10000-4            	      13	  87051036 ns/op	24984859 B/op	 1019600 allocs/op
BenchmarkRefillGostlQueue/10000-4            	      13	  90177141 ns/op	24984866 B/op	 1019600 allocs/op
BenchmarkRefillGostlQueue/10000-4            	      13	  87122235 ns/op	24984925 B/op	 1019601 allocs/op
BenchmarkRefillGostlQueue/10000-4            	      12	  89609171 ns/op	24984936 B/op	 1019601 allocs/op
BenchmarkRefillGostlQueue/10000-4            	      13	  87245874 ns/op	24984859 B/op	 1019600 allocs/op
BenchmarkRefillGostlQueue/10000-4            	      13	  86754472 ns/op	24984814 B/op	 1019600 allocs/op
BenchmarkRefillGostlQueue/10000-4            	      13	  87339305 ns/op	24984903 B/op	 1019601 allocs/op
BenchmarkRefillGostlQueue/10000-4            	      13	  89527608 ns/op	24984859 B/op	 1019600 allocs/op
BenchmarkRefillGostlQueue/10000-4            	      13	  87177258 ns/op	24984859 B/op	 1019600 allocs/op
BenchmarkRefillGostlQueue/100000-4           	       2	 901114938 ns/op	248478512 B/op	10162610 allocs/op
BenchmarkRefillGostlQueue/100000-4           	       2	 898940234 ns/op	248477984 B/op	10162605 allocs/op
BenchmarkRefillGostlQueue/100000-4           	       2	 898218222 ns/op	248478368 B/op	10162609 allocs/op
BenchmarkRefillGostlQueue/100000-4           	       2	 898190402 ns/op	248478416 B/op	10162609 allocs/op
BenchmarkRefillGostlQueue/100000-4           	       2	 901745344 ns/op	248478224 B/op	10162607 allocs/op
BenchmarkRefillGostlQueue/100000-4           	       2	 893162158 ns/op	248478320 B/op	10162608 allocs/op
BenchmarkRefillGostlQueue/100000-4           	       2	 899878336 ns/op	248478560 B/op	10162611 allocs/op
BenchmarkRefillGostlQueue/100000-4           	       2	 903350580 ns/op	248478320 B/op	10162608 allocs/op
BenchmarkRefillGostlQueue/100000-4           	       2	 895794067 ns/op	248478032 B/op	10162605 allocs/op
BenchmarkRefillGostlQueue/100000-4           	       2	 894818776 ns/op	248478416 B/op	10162609 allocs/op
BenchmarkRefillGostlStack/1-4                	   57121	     21203 ns/op	    4000 B/op	     300 allocs/op
BenchmarkRefillGostlStack/1-4                	   57879	     20206 ns/op	    4000 B/op	     300 allocs/op
BenchmarkRefillGostlStack/1-4                	   58566	     20038 ns/op	    4000 B/op	     300 allocs/op
BenchmarkRefillGostlStack/1-4                	   57979	     20010 ns/op	    4000 B/op	     300 allocs/op
BenchmarkRefillGostlStack/1-4                	   57646	     19980 ns/op	    4000 B/op	     300 allocs/op
BenchmarkRefillGostlStack/1-4                	   58501	     20012 ns/op	    4000 B/op	     300 allocs/op
BenchmarkRefillGostlStack/1-4                	   58376	     20022 ns/op	    4000 B/op	     300 allocs/op
BenchmarkRefillGostlStack/1-4                	   57607	     20312 ns/op	    4000 B/op	     300 allocs/op
BenchmarkRefillGostlStack/1-4                	   58461	     20085 ns/op	    4000 B/op	     300 allocs/op
BenchmarkRefillGostlStack/1-4                	   58323	     20200 ns/op	    4000 B/op	     300 allocs/op
BenchmarkRefillGostlStack/10-4               	   10000	    107842 ns/op	   18400 B/op	    1200 allocs/op
BenchmarkRefillGostlStack/10-4               	   10000	    110470 ns/op	   18400 B/op	    1200 allocs/op
BenchmarkRefillGostlStack/10-4               	   10000	    107117 ns/op	   18400 B/op	    1200 allocs/op
BenchmarkRefillGostlStack/10-4               	   10000	    106990 ns/op	   18400 B/op	    1200 allocs/op
BenchmarkRefillGostlStack/10-4               	   10000	    107795 ns/op	   18400 B/op	    1200 allocs/op
BenchmarkRefillGostlStack/10-4               	   10000	    107053 ns/op	   18400 B/op	    1200 allocs/op
BenchmarkRefillGostlStack/10-4               	   10000	    107129 ns/op	   18400 B/op	    1200 allocs/op
BenchmarkRefillGostlStack/10-4               	   10000	    107555 ns/op	   18400 B/op	    1200 allocs/op
BenchmarkRefillGostlStack/10-4               	   10000	    108326 ns/op	   18400 B/op	    1200 allocs/op
BenchmarkRefillGostlStack/10-4               	   10000	    107436 ns/op	   18400 B/op	    1200 allocs/op
