goos: darwin
goarch: amd64
pkg: github.com/ef-ds/deque-bench-tests
cpu: Intel(R) Core(TM) i5-7267U CPU @ 3.10GHz
BenchmarkFillPhfQueue/0-4         	15948807	        77.88 ns/op	      64 B/op	       2 allocs/op
BenchmarkMicroservicePhfStack/10-4         	  386233	      3000 ns/op	    2176 B/op	      79 allocs/op
BenchmarkMicroservicePhfStack/10-4         	  384220	      3013 ns/op	    2176 B/op	      79 allocs/op
BenchmarkMicroservicePhfStack/10-4         	  383239	      3008 ns/op	    2176 B/op	      79 allocs/op
BenchmarkMicroservicePhfStack/10-4         	  356199	      3043 ns/op	    2176 B/op	      79 allocs/op
BenchmarkMicroservicePhfStack/10-4         	  379290	      3052 ns/op	    2176 B/op	      79 allocs/op
BenchmarkMicroservicePhfStack/10-4         	  387800	      3019 ns/op	    2176 B/op	      79 allocs/op
BenchmarkMicroservicePhfStack/100-4        	   46467	     25966 ns/op	   23008 B/op	     721 allocs/op
BenchmarkMicroservicePhfStack/100-4        	   46508	     25843 ns/op	   23008 B/op	     721 allocs/op
BenchmarkMicroservicePhfStack/100-4        	   46368	     25908 ns/op	   23008 B/op	     721 allocs/op
BenchmarkMicroservicePhfStack/100-4        	   46473	     25795 ns/op	   23008 B/op	     721 allocs/op
BenchmarkMicroservicePhfStack/100-4        	   46164	     25892 ns/op	   23008 B/op	     721 allocs/op
BenchmarkMicroservicePhfStack/100-4        	   46258	     26102 ns/op	   23008 B/op	     721 allocs/op
BenchmarkMicroservicePhfStack/100-4        	   46252	     25825 ns/op	   23008 B/op	     721 allocs/op
BenchmarkMicroservicePhfStack/100-4        	   46486	     25915 ns/op	   23008 B/op	     721 allocs/op
BenchmarkMicroservicePhfStack/100-4        	   46652	     25963 ns/op	   23008 B/op	     721 allocs/op
BenchmarkMicroservicePhfStack/100-4        	   46370	     25959 ns/op	   23008 B/op	     721 allocs/op
BenchmarkMicroservicePhfStack/1000-4       	    4677	    242085 ns/op	  209824 B/op	    7033 allocs/op
BenchmarkMicroservicePhfStack/1000-4       	    4710	    243715 ns/op	  209824 B/op	    7033 allocs/op
BenchmarkMicroservicePhfStack/1000-4       	    4633	    242134 ns/op	  209824 B/op	    7033 allocs/op
BenchmarkMicroservicePhfStack/1000-4       	    4477	    241745 ns/op	  209824 B/op	    7033 allocs/op
BenchmarkMicroservicePhfStack/1000-4       	    4731	    241676 ns/op	  209824 B/op	    7033 allocs/op
BenchmarkMicroservicePhfStack/1000-4       	    4716	    246565 ns/op	  209824 B/op	    7033 allocs/op
BenchmarkMicroservicePhfStack/1000-4       	    4848	    241515 ns/op	  209825 B/op	    7033 allocs/op
BenchmarkMicroservicePhfStack/1000-4       	    4893	    267009 ns/op	  209824 B/op	    7033 allocs/op
BenchmarkMicroservicePhfStack/1000-4       	    4692	    242434 ns/op	  209824 B/op	    7033 allocs/op
BenchmarkMicroservicePhfStack/1000-4       	    4770	    242622 ns/op	  209825 B/op	    7033 allocs/op
BenchmarkMicroservicePhfStack/10000-4      	     465	   2576893 ns/op	 2692390 B/op	   70049 allocs/op
BenchmarkMicroservicePhfStack/10000-4      	     464	   2562096 ns/op	 2692388 B/op	   70049 allocs/op
BenchmarkMicroservicePhfStack/10000-4      	     464	   2574153 ns/op	 2692390 B/op	   70049 allocs/op
BenchmarkMicroservicePhfStack/10000-4      	     465	   2577546 ns/op	 2692388 B/op	   70049 allocs/op
BenchmarkMicroservicePhfStack/10000-4      	     468	   2573247 ns/op	 2692389 B/op	   70049 allocs/op
BenchmarkMicroservicePhfStack/10000-4      	     466	   2561661 ns/op	 2692389 B/op	   70049 allocs/op
BenchmarkMicroservicePhfStack/10000-4      	     466	   2569275 ns/op	 2692390 B/op	   70049 allocs/op
BenchmarkMicroservicePhfStack/10000-4      	     465	   2573934 ns/op	 2692389 B/op	   70049 allocs/op
BenchmarkMicroservicePhfStack/10000-4      	     464	   2602543 ns/op	 2692387 B/op	   70049 allocs/op
BenchmarkMicroservicePhfStack/10000-4      	     468	   2574366 ns/op	 2692390 B/op	   70049 allocs/op
BenchmarkMicroservicePhfStack/100000-4     	      37	  29816828 ns/op	23782452 B/op	  700061 allocs/op
BenchmarkMicroservicePhfStack/100000-4     	      38	  29558071 ns/op	23782444 B/op	  700061 allocs/op
BenchmarkMicroservicePhfStack/100000-4     	      34	  30061305 ns/op	23782480 B/op	  700061 allocs/op
BenchmarkMicroservicePhfStack/100000-4     	      37	  29423302 ns/op	23782468 B/op	  700061 allocs/op
BenchmarkMicroservicePhfStack/100000-4     	      39	  29961125 ns/op	23782451 B/op	  700061 allocs/op
BenchmarkMicroservicePhfStack/100000-4     	      37	  29649683 ns/op	23782447 B/op	  700061 allocs/op
BenchmarkMicroservicePhfStack/100000-4     	      38	  30280524 ns/op	23782472 B/op	  700061 allocs/op
BenchmarkMicroservicePhfStack/100000-4     	      36	  29545130 ns/op	23782440 B/op	  700061 allocs/op
BenchmarkMicroservicePhfStack/100000-4     	      38	  30486496 ns/op	23782454 B/op	  700061 allocs/op
BenchmarkMicroservicePhfStack/100000-4     	      37	  30005020 ns/op	23782465 B/op	  700061 allocs/op
BenchmarkMicroservicePhfStack/1000000-4    	       4	 295968918 ns/op	212662984 B/op	 7000074 allocs/op
BenchmarkMicroservicePhfStack/1000000-4    	       4	 295912654 ns/op	212662888 B/op	 7000073 allocs/op
BenchmarkMicroservicePhfStack/1000000-4    	       4	 302981714 ns/op	212662816 B/op	 7000073 allocs/op
BenchmarkMicroservicePhfStack/1000000-4    	       4	 298509286 ns/op	212662912 B/op	 7000074 allocs/op
BenchmarkMicroservicePhfStack/1000000-4    	       4	 299272166 ns/op	212663056 B/op	 7000075 allocs/op
BenchmarkMicroservicePhfStack/1000000-4    	       4	 297153077 ns/op	212662888 B/op	 7000073 allocs/op
BenchmarkMicroservicePhfStack/1000000-4    	       4	 296168627 ns/op	212662888 B/op	 7000073 allocs/op
BenchmarkMicroservicePhfStack/1000000-4    	       4	 295514915 ns/op	212662864 B/op	 7000073 allocs/op
BenchmarkMicroservicePhfStack/1000000-4    	       4	 300861066 ns/op	212662864 B/op	 7000073 allocs/op
BenchmarkMicroservicePhfStack/1000000-4    	       4	 293275762 ns/op	212662816 B/op	 7000073 allocs/op
BenchmarkRefillFullPhfQueue/1-4            	  322460	      3570 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullPhfQueue/1-4            	  329091	      3581 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullPhfQueue/1-4            	  321266	      3573 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullPhfQueue/1-4            	  331576	      3575 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullPhfQueue/1-4            	  326438	      3553 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullPhfQueue/1-4            	  328454	      3923 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullPhfQueue/1-4            	  305469	      3573 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullPhfQueue/1-4            	  324399	      3569 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullPhfQueue/1-4            	  327654	      3557 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullPhfQueue/1-4            	  325707	      3577 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullPhfQueue/10-4           	   34194	     34939 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullPhfQueue/10-4           	   34095	     35274 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullPhfQueue/10-4           	   34050	     35291 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullPhfQueue/10-4           	   34216	     35053 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullPhfQueue/10-4           	   34314	     35024 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullPhfQueue/10-4           	   34036	     35299 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullPhfQueue/10-4           	   34342	     35276 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullPhfQueue/10-4           	   34129	     34910 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullPhfQueue/10-4           	   34364	     35330 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullPhfQueue/10-4           	   34375	     35182 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullPhfQueue/100-4          	    3404	    342032 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullPhfQueue/100-4          	    3456	    346366 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullPhfQueue/100-4          	    3412	    341672 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullPhfQueue/100-4          	    3417	    343024 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullPhfQueue/100-4          	    3433	    342352 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullPhfQueue/100-4          	    3387	    341886 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullPhfQueue/100-4          	    3376	    343645 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullPhfQueue/100-4          	    3435	    341663 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullPhfQueue/100-4          	    3358	    344655 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullPhfQueue/100-4          	    3415	    341808 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullPhfQueue/1000-4         	     354	   3410934 ns/op	 1600008 B/op	  100000 allocs/op
BenchmarkRefillFullPhfQueue/1000-4         	     351	   3408828 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkRefillFullPhfQueue/1000-4         	     351	   3391560 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkRefillFullPhfQueue/1000-4         	     346	   3408941 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkRefillFullPhfQueue/1000-4         	     348	   3436080 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkRefillFullPhfQueue/1000-4         	     339	   3426692 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkRefillFullPhfQueue/1000-4         	     354	   3406592 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkRefillFullPhfQueue/1000-4         	     355	   3427632 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkRefillFullPhfQueue/1000-4         	     354	   3405938 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkRefillFullPhfQueue/1000-4         	     349	   3440752 ns/op	 1600010 B/op	  100000 allocs/op
BenchmarkRefillFullPhfQueue/10000-4        	      32	  34439523 ns/op	16000048 B/op	 1000000 allocs/op
BenchmarkRefillFullPhfQueue/10000-4        	      33	  34368355 ns/op	16000037 B/op	 1000000 allocs/op
BenchmarkRefillFullPhfQueue/10000-4        	      33	  34270939 ns/op	16000034 B/op	 1000000 allocs/op
BenchmarkRefillFullPhfQueue/10000-4        	      33	  34236368 ns/op	16000043 B/op	 1000000 allocs/op
BenchmarkRefillFullPhfQueue/10000-4        	      33	  34486372 ns/op	16000058 B/op	 1000000 allocs/op
BenchmarkRefillFullPhfQueue/10000-4        	      33	  34253875 ns/op	16000058 B/op	 1000000 allocs/op
BenchmarkRefillFullPhfQueue/10000-4        	      33	  34184370 ns/op	16000052 B/op	 1000000 allocs/op
BenchmarkRefillFullPhfQueue/10000-4        	      33	  34113214 ns/op	16000037 B/op	 1000000 allocs/op
BenchmarkRefillFullPhfQueue/10000-4        	      32	  34394206 ns/op	16000036 B/op	 1000000 allocs/op
BenchmarkRefillFullPhfQueue/10000-4        	      32	  36880822 ns/op	16000066 B/op	 1000000 allocs/op
BenchmarkRefillFullPhfQueue/100000-4       	       2	 586078747 ns/op	631859344 B/op	10000401 allocs/op
BenchmarkRefillFullPhfQueue/100000-4       	       2	 573488502 ns/op	631859296 B/op	10000401 allocs/op
BenchmarkRefillFullPhfQueue/100000-4       	       2	 573589148 ns/op	631859344 B/op	10000401 allocs/op
BenchmarkRefillFullPhfQueue/100000-4       	       2	 567923238 ns/op	631859440 B/op	10000402 allocs/op
BenchmarkRefillFullPhfQueue/100000-4       	       2	 573635260 ns/op	631859440 B/op	10000402 allocs/op
BenchmarkRefillFullPhfQueue/100000-4       	       2	 569077098 ns/op	631859440 B/op	10000402 allocs/op
BenchmarkRefillFullPhfQueue/100000-4       	       2	 585108582 ns/op	631859440 B/op	10000402 allocs/op
BenchmarkRefillFullPhfQueue/100000-4       	       2	 575486206 ns/op	631859584 B/op	10000404 allocs/op
BenchmarkRefillFullPhfQueue/100000-4       	       2	 577690845 ns/op	631859344 B/op	10000401 allocs/op
BenchmarkRefillFullPhfQueue/100000-4       	       2	 570583387 ns/op	631859488 B/op	10000403 allocs/op
BenchmarkRefillFullPhfStack/1-4            	  329448	      3492 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullPhfStack/1-4            	  341938	      3456 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullPhfStack/1-4            	  322536	      3479 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullPhfStack/1-4            	  339202	      3471 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullPhfStack/1-4            	  339656	      3473 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullPhfStack/1-4            	  333684	      3461 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullPhfStack/1-4            	  337945	      3463 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullPhfStack/1-4            	  333640	      3491 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullPhfStack/1-4            	  337864	      3548 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullPhfStack/1-4            	  339615	      3480 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullPhfStack/10-4           	   34605	     35020 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullPhfStack/10-4           	   33262	     37012 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullPhfStack/10-4           	   34059	     34711 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullPhfStack/10-4           	   34629	     34752 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullPhfStack/10-4           	   34816	     34622 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullPhfStack/10-4           	   34268	     34770 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullPhfStack/10-4           	   34161	     35054 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullPhfStack/10-4           	   34783	     34628 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullPhfStack/10-4           	   34599	     34657 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullPhfStack/10-4           	   34650	     34885 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullPhfStack/100-4          	    3366	    342617 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullPhfStack/100-4          	    3506	    337507 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullPhfStack/100-4          	    3393	    337425 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullPhfStack/100-4          	    3408	    338797 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullPhfStack/100-4          	    3308	    338017 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullPhfStack/100-4          	    3433	    337385 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullPhfStack/100-4          	    3036	    338526 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullPhfStack/100-4          	    3409	    338331 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullPhfStack/100-4          	    3451	    339312 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullPhfStack/100-4          	    3465	    338243 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullPhfStack/1000-4         	     354	   3436032 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkRefillFullPhfStack/1000-4         	     354	   3578196 ns/op	 1600008 B/op	  100000 allocs/op
BenchmarkRefillFullPhfStack/1000-4         	     309	   3400661 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkRefillFullPhfStack/1000-4         	     355	   3402439 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkRefillFullPhfStack/1000-4         	     352	   3385031 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkRefillFullPhfStack/1000-4         	     352	   3368066 ns/op	 1600002 B/op	  100000 allocs/op
BenchmarkRefillFullPhfStack/1000-4         	     356	   3370458 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkRefillFullPhfStack/1000-4         	     351	   3393000 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkRefillFullPhfStack/1000-4         	     352	   3396254 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkRefillFullPhfStack/1000-4         	     354	   3362115 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkRefillFullPhfStack/10000-4        	      33	  34193261 ns/op	16000023 B/op	 1000000 allocs/op
BenchmarkRefillFullPhfStack/10000-4        	      32	  34207990 ns/op	16000033 B/op	 1000000 allocs/op
BenchmarkRefillFullPhfStack/10000-4        	      33	  34638920 ns/op	16000040 B/op	 1000000 allocs/op
BenchmarkRefillFullPhfStack/10000-4        	      32	  34238012 ns/op	16000060 B/op	 1000000 allocs/op
BenchmarkRefillFullPhfStack/10000-4        	      32	  34270020 ns/op	16000042 B/op	 1000000 allocs/op
BenchmarkRefillFullPhfStack/10000-4        	      33	  34370880 ns/op	16000029 B/op	 1000000 allocs/op
BenchmarkRefillFullPhfStack/10000-4        	      33	  34224838 ns/op	16000055 B/op	 1000000 allocs/op
BenchmarkRefillFullPhfStack/10000-4        	      33	  39779264 ns/op	16000078 B/op	 1000000 allocs/op
BenchmarkRefillFullPhfStack/10000-4        	      34	  34077009 ns/op	16000036 B/op	 1000000 allocs/op
BenchmarkRefillFullPhfStack/10000-4        	      33	  34361322 ns/op	16000072 B/op	 1000000 allocs/op
BenchmarkRefillFullPhfStack/100000-4       	       2	 557661655 ns/op	631859296 B/op	10000401 allocs/op
BenchmarkRefillFullPhfStack/100000-4       	       2	 556451088 ns/op	631859344 B/op	10000401 allocs/op
BenchmarkRefillFullPhfStack/100000-4       	       2	 565076017 ns/op	631859344 B/op	10000401 allocs/op
BenchmarkRefillFullPhfStack/100000-4       	       2	 563306284 ns/op	631859584 B/op	10000404 allocs/op
BenchmarkRefillFullPhfStack/100000-4       	       2	 570835074 ns/op	631859440 B/op	10000402 allocs/op
BenchmarkRefillFullPhfStack/100000-4       	       2	 564119489 ns/op	631859200 B/op	10000400 allocs/op
BenchmarkRefillFullPhfStack/100000-4       	       2	 565340996 ns/op	631859440 B/op	10000402 allocs/op
BenchmarkRefillFullPhfStack/100000-4       	       2	 553999598 ns/op	631859488 B/op	10000403 allocs/op
BenchmarkRefillFullPhfStack/100000-4       	       2	 612073102 ns/op	631859632 B/op	10000404 allocs/op
BenchmarkRefillFullPhfStack/100000-4       	       2	 555594690 ns/op	631859344 B/op	10000401 allocs/op
BenchmarkRefillPhfQueue/1-4                	  328093	      3559 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillPhfQueue/1-4                	  329761	      3938 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillPhfQueue/1-4                	  287588	      3927 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillPhfQueue/1-4                	  308232	      3499 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillPhfQueue/1-4                	  331749	      3533 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillPhfQueue/1-4                	  296911	      3520 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillPhfQueue/1-4                	  329355	      3534 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillPhfQueue/1-4                	  319702	      3520 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillPhfQueue/1-4                	  317308	      3517 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillPhfQueue/1-4                	  324652	      3591 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillPhfQueue/10-4               	   23067	     65889 ns/op	   54400 B/op	    1200 allocs/op
BenchmarkRefillPhfQueue/10-4               	   22394	     54472 ns/op	   54400 B/op	    1200 allocs/op
BenchmarkRefillPhfQueue/10-4               	   22548	     52646 ns/op	   54400 B/op	    1200 allocs/op
BenchmarkRefillPhfQueue/10-4               	   21811	     60610 ns/op	   54400 B/op	    1200 allocs/op
BenchmarkRefillPhfQueue/10-4               	   23161	     52266 ns/op	   54400 B/op	    1200 allocs/op
BenchmarkRefillPhfQueue/10-4               	   22940	     52203 ns/op	   54400 B/op	    1200 allocs/op
BenchmarkRefillPhfQueue/10-4               	   23059	     51887 ns/op	   54400 B/op	    1200 allocs/op
BenchmarkRefillPhfQueue/10-4               	   23078	     51855 ns/op	   54400 B/op	    1200 allocs/op
BenchmarkRefillPhfQueue/10-4               	   22838	     52127 ns/op	   54400 B/op	    1200 allocs/op
BenchmarkRefillPhfQueue/10-4               	   23104	     52877 ns/op	   54400 B/op	    1200 allocs/op
BenchmarkRefillPhfQueue/100-4              	    2144	    493875 ns/op	  736003 B/op	   10800 allocs/op
BenchmarkRefillPhfQueue/100-4              	    2437	    503029 ns/op	  736003 B/op	   10800 allocs/op
BenchmarkRefillPhfQueue/100-4              	    2173	    521498 ns/op	  736003 B/op	   10800 allocs/op
BenchmarkRefillPhfQueue/100-4              	    2283	    498045 ns/op	  736002 B/op	   10800 allocs/op
BenchmarkRefillPhfQueue/100-4              	    2244	    557867 ns/op	  736003 B/op	   10800 allocs/op
BenchmarkRefillPhfQueue/100-4              	    2240	    574152 ns/op	  736003 B/op	   10800 allocs/op
BenchmarkRefillPhfQueue/100-4              	    2256	    507169 ns/op	  736003 B/op	   10800 allocs/op
BenchmarkRefillPhfQueue/100-4              	    2428	    548664 ns/op	  736003 B/op	   10800 allocs/op
BenchmarkRefillPhfQueue/100-4              	    2221	    520815 ns/op	  736002 B/op	   10800 allocs/op
BenchmarkRefillPhfQueue/100-4              	    2209	    525591 ns/op	  736003 B/op	   10800 allocs/op
BenchmarkRefillPhfQueue/1000-4             	     256	   4584892 ns/op	 6476822 B/op	  101400 allocs/op
BenchmarkRefillPhfQueue/1000-4             	     264	   4312469 ns/op	 6476830 B/op	  101400 allocs/op
BenchmarkRefillPhfQueue/1000-4             	     279	   4354895 ns/op	 6476821 B/op	  101400 allocs/op
BenchmarkRefillPhfQueue/1000-4             	     267	   5093810 ns/op	 6476830 B/op	  101400 allocs/op
BenchmarkRefillPhfQueue/1000-4             	     277	   4336618 ns/op	 6476828 B/op	  101400 allocs/op
BenchmarkRefillPhfQueue/1000-4             	     277	   4511926 ns/op	 6476836 B/op	  101400 allocs/op
BenchmarkRefillPhfQueue/1000-4             	     267	   4476965 ns/op	 6476833 B/op	  101400 allocs/op
BenchmarkRefillPhfQueue/1000-4             	     237	   4420161 ns/op	 6476828 B/op	  101400 allocs/op
BenchmarkRefillPhfQueue/1000-4             	     277	   5587139 ns/op	 6476826 B/op	  101400 allocs/op
BenchmarkRefillPhfQueue/1000-4             	     266	   4523237 ns/op	 6476826 B/op	  101400 allocs/op
BenchmarkRefillPhfQueue/10000-4            	      25	  44943725 ns/op	94604953 B/op	 1002201 allocs/op
BenchmarkRefillPhfQueue/10000-4            	      24	  44216024 ns/op	94604856 B/op	 1002200 allocs/op
BenchmarkRefillPhfQueue/10000-4            	      25	  44315678 ns/op	94604869 B/op	 1002200 allocs/op
BenchmarkRefillPhfQueue/10000-4            	      26	  44801920 ns/op	94604899 B/op	 1002201 allocs/op
BenchmarkRefillPhfQueue/10000-4            	      24	  44091760 ns/op	94604844 B/op	 1002200 allocs/op
BenchmarkRefillPhfQueue/10000-4            	      24	  44247072 ns/op	94604856 B/op	 1002200 allocs/op
BenchmarkRefillPhfQueue/10000-4            	      26	  46560040 ns/op	94604888 B/op	 1002201 allocs/op
BenchmarkRefillPhfQueue/10000-4            	      24	  49758639 ns/op	94604864 B/op	 1002200 allocs/op
BenchmarkRefillPhfQueue/10000-4            	      25	  77626663 ns/op	94604926 B/op	 1002201 allocs/op
BenchmarkRefillPhfQueue/10000-4            	      22	  48534100 ns/op	94604861 B/op	 1002200 allocs/op
BenchmarkRefillPhfQueue/100000-4           	       2	 819262892 ns/op	789109312 B/op	10002823 allocs/op
BenchmarkRefillPhfQueue/100000-4           	       2	 799312468 ns/op	789109552 B/op	10002825 allocs/op
BenchmarkRefillPhfQueue/100000-4           	       2	1048050268 ns/op	789108400 B/op	10002813 allocs/op
BenchmarkRefillPhfQueue/100000-4           	       2	 837475492 ns/op	789109888 B/op	10002829 allocs/op
BenchmarkRefillPhfQueue/100000-4           	       2	 920897017 ns/op	789109936 B/op	10002829 allocs/op
BenchmarkRefillPhfQueue/100000-4           	       2	 872971989 ns/op	789110368 B/op	10002834 allocs/op
BenchmarkRefillPhfQueue/100000-4           	       2	 816502874 ns/op	789110464 B/op	10002835 allocs/op
BenchmarkRefillPhfQueue/100000-4           	       2	 841525664 ns/op	789109552 B/op	10002825 allocs/op
BenchmarkRefillPhfQueue/100000-4           	       2	 808401546 ns/op	789110224 B/op	10002832 allocs/op
BenchmarkRefillPhfQueue/100000-4           	       2	 859191984 ns/op	789110032 B/op	10002830 allocs/op
BenchmarkRefillPhfStack/1-4                	  332998	      3624 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillPhfStack/1-4                	  328261	      3802 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillPhfStack/1-4                	  318457	      3651 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillPhfStack/1-4                	  318636	      3553 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillPhfStack/1-4                	  328998	      3508 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillPhfStack/1-4                	  334074	      3482 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillPhfStack/1-4                	  331456	      3474 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillPhfStack/1-4                	  329578	      3507 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillPhfStack/1-4                	  319772	      3678 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillPhfStack/1-4                	  329655	      3540 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillPhfStack/10-4               	   22880	     52031 ns/op	   54400 B/op	    1200 allocs/op
BenchmarkRefillPhfStack/10-4               	   23348	     51464 ns/op	   54400 B/op	    1200 allocs/op
BenchmarkRefillPhfStack/10-4               	   23031	     51516 ns/op	   54400 B/op	    1200 allocs/op
BenchmarkRefillPhfStack/10-4               	   23404	     51501 ns/op	   54400 B/op	    1200 allocs/op
BenchmarkRefillPhfStack/10-4               	   23104	     51645 ns/op	   54400 B/op	    1200 allocs/op
BenchmarkRefillPhfStack/10-4               	   22214	     80180 ns/op	   54400 B/op	    1200 allocs/op
BenchmarkRefillPhfStack/10-4               	   21870	     57911 ns/op	   54400 B/op	    1200 allocs/op
BenchmarkRefillPhfStack/10-4               	   19738	     55163 ns/op	   54400 B/op	    1200 allocs/op
BenchmarkRefillPhfStack/10-4               	   21723	     67408 ns/op	   54400 B/op	    1200 allocs/op
BenchmarkRefillPhfStack/10-4               	   22154	     63302 ns/op	   54400 B/op	    1200 allocs/op
BenchmarkRefillPhfStack/100-4              	    1998	    503301 ns/op	  736002 B/op	   10800 allocs/op
BenchmarkRefillPhfStack/100-4              	    2358	    501492 ns/op	  736003 B/op	   10800 allocs/op
BenchmarkRefillPhfStack/100-4              	    2299	    490168 ns/op	  736003 B/op	   10800 allocs/op
